Rank,Player,Pos,Team,GP,GP%,AB,H,HR,RBI,AVG,OPS,Cash2022
618,Dylan Bundy,SP,BAL,31,0.191,5,1,0,0,0.2,0.4,"$4,000,000"
619,Kevin Gausman,SP,ATL,32,0.198,21,1,0,0,0.048,0.278,"$21,000,000"
620,Roenis Elias,RP,SEA,23,0.142,2,1,0,0,0.5,1,$0
621,Odrisamer Despaigne,SP,LAA,19,0.117,5,1,0,0,0.2,0.4,$0
622,Marcus Stroman,SP,TOR,19,0.117,3,1,0,0,0.333,0.667,"$25,000,000"
623,Terrance Gore,LF,CHC,14,0.086,5,1,0,0,0.2,0.4,$0
624,Andrew Heaney,SP,LAA,30,0.185,8,1,0,0,0.125,0.25,"$8,500,000"
625,A.J. Cole,RP,NYY,32,0.198,3,1,1,1,0.333,1.667,$0
626,Matt Grace,RP,WSH,56,0.346,3,1,0,0,0.333,0.667,$0
627,Jesse Biddle,RP,ATL,60,0.37,2,1,0,1,0.5,1.5,$0
628,Kolby Allard,SP,ATL,3,0.019,1,1,0,0,1,2,"$720,000"
629,Michael Soroka,SP,ATL,5,0.031,8,1,0,0,0.125,0.25,"$2,800,000"
630,Touki Toussaint,SP,ATL,8,0.049,10,1,0,0,0.1,0.2,$0
631,Erick Fedde,SP,WSH,11,0.068,16,1,0,0,0.063,0.18,"$2,150,000"
632,Brian Johnson,SP,BOS,38,0.235,4,1,0,0,0.25,0.5,$0
633,Zach Davies,SP,MIL,13,0.08,15,1,0,0,0.067,0.133,"$1,500,000"
634,Jorge Lopez,SP,KC,17,0.105,2,1,0,2,0.5,1.5,"$1,500,000"
635,Ty Blach,RP,SF,50,0.309,29,1,0,0,0.035,0.131,"$700,000"
636,Matt Koch,RP,ARI,19,0.117,17,1,0,0,0.059,0.259,"$658,525"
637,Alec Mills,RP,CHC,7,0.043,5,1,0,0,0.2,0.4,"$700,000"
638,Seth Lugo,RP,NYM,55,0.34,11,1,0,0,0.091,0.258,"$2,925,000"
639,Randy Rosario,RP,CHC,44,0.27,1,1,0,1,1,2,$0
640,Deck McGuire,SP,LAA,21,0.13,3,1,0,0,0.333,0.667,$0
641,Sean Manaea,SP,OAK,27,0.167,5,1,0,0,0.2,0.4,"$9,750,000"
642,Daniel Mengden,SP,OAK,22,0.136,3,1,0,1,0.333,0.667,$0
643,Rio Ruiz,3B,ATL,14,0.086,12,1,0,0,0.083,0.35,$0
644,Max Fried,RP,ATL,14,0.086,8,1,0,0,0.125,0.25,"$6,500,000"
645,Taylor Williams,RP,MIL,56,0.344,4,1,0,0,0.25,0.5,$0
646,Josh Hader,RP/CL,MIL,55,0.337,2,1,0,0,0.5,1,"$11,000,000"
647,Sam Gaviglio,SP,TOR,26,0.161,3,1,0,0,0.333,1,$0
648,Ranger Suarez,RP,PHI,4,0.025,6,1,0,0,0.167,0.667,"$700,000"
649,Freddy Peralta,SP,MIL,16,0.098,26,1,0,1,0.039,0.077,"$2,250,000"
650,Dennis Santana,P,LAD,3,0.018,2,1,0,2,0.5,1.5,"$700,000"
651,Heath Fillmyer,RP,KC,17,0.105,4,1,0,1,0.25,0.75,$0
652,Brad Keller,SP,KC,41,0.253,3,1,0,0,0.333,0.667,"$4,825,000"
653,Mitchell Walding,3B,PHI,13,0.08,17,1,1,2,0.059,0.393,$0
654,Caleb Ferguson,RP,LAD,30,0.184,5,1,0,0,0.2,0.4,$0
655,Daniel Poncedeleon,RP,STL,12,0.074,9,1,0,1,0.111,0.444,$0
656,Chad Sobotka,RP,ATL,14,0.086,1,1,0,0,1,2,$0
657,Jeff Brigham,SP,MIA,4,0.025,3,1,0,0,0.333,0.667,$0
658,Beau Taylor,C,OAK,7,0.043,5,1,0,0,0.2,0.733,$0
659,Jorge De La Rosa,RP,CHC,61,0.374,1,0,0,0,0,0.5,$0
660,Yovani Gallardo,SP,TEX,21,0.13,1,0,0,0,0,0,$0
661,David Wright,3B,NYM,2,0.012,2,0,0,0,0,0.333,$0
662,Zach Duke,RP,SEA,72,0.444,1,0,0,0,0,0,$0
663,Felix Hernandez,SP,SEA,29,0.179,4,0,0,0,0,0,$0
664,Jason Hammel,RP,KC,40,0.247,3,0,0,0,0,0,$0
665,Edwin Jackson,SP,OAK,17,0.105,2,0,0,0,0,0,$0
666,Bartolo Colon,SP,TEX,29,0.179,4,0,0,0,0,0,$0
667,Johnny Cueto,SP,SF,9,0.056,12,0,0,0,0,0,$0
668,Francisco Liriano,SP,DET,27,0.167,1,0,0,0,0,0,$0
669,Jesse Chavez,RP,CHC,63,0.387,1,0,0,0,0,0,"$750,000"
670,Sergio Romo,RP,TB,73,0.451,1,0,0,0,0,0,"$2,000,000"
671,Brandon Morrow,RP,CHC,35,0.215,1,0,0,0,0,0,$0
672,Shawn Kelley,RP,OAK,54,0.333,1,0,0,0,0,0,$0
673,Jaime Garcia,RP,CHC,33,0.203,4,0,0,0,0,0,$0
674,Jarrod Saltalamacchia,C,DET,5,0.031,7,0,0,0,0,0.125,$0
675,Jordan Zimmermann,SP,DET,25,0.154,2,0,0,0,0,0,$0
676,David Hernandez,RP,CIN,57,0.352,1,0,0,0,0,0,$0
677,Daniel Hudson,RP,LAD,40,0.245,2,0,0,0,0,0,"$6,000,000"
678,Andrew Cashner,SP,BAL,30,0.185,3,0,0,0,0,0,$0
679,Chris Sale,SP,BOS,27,0.167,2,0,0,0,0,0,"$20,000,000"
680,Mike Leake,SP,SEA,32,0.198,4,0,0,0,0,0,$0
681,Brandon Kintzler,RP,CHC,70,0.429,1,0,0,0,0,0,$0
682,Brian Duensing,RP,CHC,49,0.301,1,0,0,0,0,0.5,$0
683,Tommy Hunter,RP,PHI,65,0.401,1,0,0,0,0,0,$0
684,Pedro Strop,RP,CHC,61,0.374,2,0,0,0,0,0,$0
685,Dellin Betances,RP,NYY,66,0.407,1,0,0,0,0,0,$0
686,Hector Santiago,RP,CHW,49,0.303,4,0,0,0,0,0,$0
687,Danny Duffy,SP,KC,28,0.173,2,0,0,0,0,0,"$3,000,000"
688,Brad Peacock,RP,HOU,61,0.377,1,0,0,0,0,0,$0
689,Martin Perez,SP,TEX,22,0.136,3,0,0,0,0,0,"$4,000,000"
690,Jordan Lyles,SP,MIL,37,0.227,15,0,0,1,0,0.167,"$6,000,000"
691,Marco Estrada,SP,TOR,28,0.173,1,0,0,0,0,0,$0
692,Lance Lynn,SP,NYY,31,0.191,4,0,0,0,0,0,"$18,500,000"
693,Erasmo Ramirez,SP,SEA,10,0.062,3,0,0,0,0,0,$0
694,Luis Avilan,RP,PHI,71,0.438,1,0,0,0,0,0,$0
695,Sam Freeman,RP,ATL,63,0.389,1,0,0,0,0,0,$0
696,Shelby Miller,RP,ARI,5,0.031,3,0,0,1,0,0.2,$0
697,Casey Kelly,SP,SF,7,0.043,4,0,0,0,0,0,$0
698,Justin Wilson,RP,CHC,71,0.436,1,0,0,0,0,0,"$2,300,000"
699,Jake Odorizzi,SP,MIN,33,0.204,6,0,0,0,0,0,"$7,000,000"
700,Dallas Keuchel,SP,HOU,34,0.21,2,0,0,0,0,0,"$18,000,000"
701,Justin Miller,RP,WSH,51,0.315,1,0,0,0,0,0,$0
702,T.J. McFarland,RP,ARI,47,0.29,7,0,0,0,0,0,"$2,500,000"
703,Hansel Robles,RP,LAA,53,0.327,1,0,0,0,0,0,"$2,250,000"
704,Matt Magill,RP/CL,MIN,40,0.247,1,0,0,0,0,0,$0
705,Nick Franklin,LF,MIL,1,0.006,2,0,0,0,0,0,$0
706,Gerrit Cole,SP,HOU,32,0.198,9,0,0,0,0,0,"$36,000,000"
707,Masahiro Tanaka,SP,NYY,27,0.167,6,0,0,0,0,0,$0
708,Eduardo Rodriguez,SP,BOS,27,0.167,2,0,0,0,0,0,"$14,000,000"
709,Mike Wright,RP,BAL,48,0.296,1,0,0,0,0,0,$0
710,Jake Petricka,RP,TOR,41,0.253,1,0,0,0,0,0,$0
711,Robert Stephenson,SP,CIN,4,0.025,2,0,0,0,0,0.333,"$1,280,000"
712,Eddie Butler,RP,TEX,30,0.185,2,0,0,0,0,0.333,$0
713,Drew VerHagen,RP,DET,41,0.253,1,0,0,0,0,0,"$2,500,000"
714,Scott Alexander,RP,LAD,73,0.448,5,0,0,0,0,0,$0
715,Sonny Gray,SP,NYY,30,0.185,2,0,0,0,0,0,"$10,500,000"
716,Taijuan Walker,SP,ARI,3,0.019,4,0,0,0,0,0,"$7,000,000"
717,Raisel Iglesias,RP/CL,CIN,66,0.407,3,0,0,0,0,0,"$10,000,000"
718,Heath Hembree,RP,BOS,67,0.414,1,0,0,0,0,0,"$2,125,000"
719,Pedro Baez,RP,LAD,55,0.337,4,0,0,0,0,0,"$5,500,000"
720,Kirby Yates,RP,SD,65,0.401,2,0,0,0,0,0,"$1,000,000"
721,Aaron Sanchez,SP,TOR,20,0.124,1,0,0,0,0,0,$0
722,Shane Carle,RP,ATL,53,0.327,4,0,0,0,0,0,$0
723,Matt Andriese,RP,ARI,41,0.253,1,0,0,0,0,0,$0
724,Felipe Vazquez,RP,PIT,70,0.435,1,0,0,0,0,0,"$1,000,000"
725,Chasen Shreve,RP,STL,60,0.37,1,0,0,0,0,0,"$700,000"
726,Brian Flynn,RP,KC,48,0.296,1,0,0,0,0,0,$0
727,Drew Rucinski,RP,MIA,32,0.199,4,0,0,0,0,0,$0
728,Daniel Winkler,RP,ATL,69,0.426,1,0,0,0,0,0,$0
729,Frankie Montas,SP,OAK,13,0.08,5,0,0,0,0,0,"$5,025,000"
730,Amir Garrett,RP,CIN,66,0.407,2,0,0,0,0,0,"$2,025,000"
731,Michael Feliz,RP,PIT,47,0.292,2,0,0,0,0,0,$0
732,Domingo German,SP,NYY,21,0.13,1,0,0,0,0,0.5,"$1,750,000"
733,Hector Neris,RP,PHI,53,0.327,1,0,0,0,0,0,"$8,000,000"
734,Jerad Eickhoff,SP,PHI,3,0.019,1,0,0,0,0,0,$0
735,Luke Jackson,RP,ATL,35,0.216,1,0,0,0,0,0.5,"$3,800,000"
736,Daniel Norris,SP,DET,11,0.068,2,0,0,0,0,0,"$1,750,000"
737,Lance McCullers,SP,HOU,25,0.154,2,0,0,0,0,0,"$15,250,000"
738,Joe Ross,SP,WSH,3,0.019,5,0,0,0,0,0,"$2,400,000"
739,Matt Wisler,RP,CIN,18,0.111,8,0,0,0,0,0,"$2,160,000"
740,Sean Reid-Foley,SP,TOR,7,0.043,3,0,0,0,0,0,"$700,000"
741,Cody Reed,RP,CIN,17,0.105,11,0,0,0,0,0.083,$0
742,Spencer Turnbull,SP,DET,4,0.025,2,0,0,0,0,0,"$1,500,000"
743,Jacob Nix,SP,SD,9,0.056,15,0,0,0,0,0,$0
744,Matt Boyd,SP,DET,31,0.191,2,0,0,0,0,0,"$5,200,000"
745,Luis Severino,SP,NYY,32,0.198,5,0,0,0,0,0,"$11,000,000"
746,Marco Gonzales,SP,SEA,29,0.179,2,0,0,0,0,0,"$5,500,000"
747,Rocky Gale,C,LAD,3,0.018,2,0,0,0,0,0,$0
748,Luis Cessa,RP,NYY,16,0.099,1,0,0,0,0,0,"$1,800,000"
749,Michael Fulmer,SP,DET,24,0.148,6,0,0,0,0,0,"$4,950,000"
750,Adalberto Mejia,SP,MIN,5,0.031,1,0,0,0,0,0,$0
751,Tyler Glasnow,RP,TB,45,0.278,3,0,0,0,0,0,"$5,100,000"
752,Blake Snell,SP,TB,31,0.191,1,0,0,0,0,0.667,"$12,500,000"
753,Yohander Mendez,RP,TEX,8,0.049,2,0,0,0,0,0,$0
754,Pierce Johnson,RP,SF,37,0.228,1,0,0,0,0,0,"$3,000,000"
755,Matthew Strahm,RP,SD,42,0.259,8,0,0,0,0,0,"$3,000,000"
756,Jarlin Garcia,RP,MIA,29,0.18,9,0,0,0,0,0.1,"$1,725,000"
757,Robert Gsellman,RP,NYM,69,0.426,3,0,0,0,0,0.25,$0
758,J.T. Chargois,RP,LAD,39,0.239,1,0,0,0,0,0,"$700,000"
759,Jose Berrios,SP,MIN,32,0.198,4,0,0,0,0,0,"$15,000,000"
760,Julio Urias,RP,LAD,3,0.018,1,0,0,0,0,0,"$8,000,000"
761,Bryse Wilson,SP,ATL,3,0.019,2,0,0,0,0,0,"$700,000"
762,Dakota Hudson,RP,STL,26,0.161,1,0,0,0,0,0,"$1,050,000"
763,Lucas Giolito,SP,CHW,32,0.198,6,0,0,0,0,0,"$7,450,000"
764,Jordan Hicks,RP,STL,73,0.451,1,0,0,0,0,0,"$937,500"
765,Brock Stewart,RP,LAD,9,0.055,2,0,0,0,0,0,$0
766,Dylan Floro,RP/CL,LAD,54,0.331,4,0,0,0,0,0,"$3,000,000"
767,Reynaldo Lopez,SP,CHW,32,0.198,1,0,0,0,0,0,"$2,625,000"
768,Mike Mayers,RP,STL,50,0.309,1,0,0,0,0,0.5,"$2,150,000"
769,Alexander Reyes,RP,STL,1,0.006,1,0,0,0,0,0,"$2,500,000"
770,Felix Pena,SP,LAA,19,0.117,6,0,0,0,0,0,$0
771,Wandy Peralta,RP,CIN,59,0.364,1,0,0,0,0,0,"$2,150,000"
772,Austin Voth,SP,WSH,4,0.025,2,0,0,0,0,0,"$875,000"
773,Lucas Sims,SP,CIN,9,0.056,2,0,0,0,0,0,"$1,250,000"
774,Keury Mella,P,CIN,4,0.025,2,0,0,0,0,0,$0
775,Jackson Stephens,RP,CIN,29,0.179,2,0,0,0,0,0.333,"$662,288"
776,Jacob Rhame,RP,NYM,30,0.185,1,0,0,0,0,0,$0
777,Reyes Moronta,RP,SF,69,0.426,1,0,0,0,0,0,$0
778,Yefry Ramirez,RP,BAL,17,0.105,2,0,0,0,0,0,$0
779,Giovanny Gallegos,RP/CL,STL,6,0.037,1,0,0,0,0,0,"$2,410,000"
780,Edmundo Sosa,SS,STL,3,0.019,2,0,0,0,0,0.333,"$700,000"
781,Jake Junis,SP,KC,30,0.185,2,0,0,0,0,0,$0
782,Clay Holmes,SP,PIT,11,0.068,6,0,0,0,0,0,"$1,100,000"
783,Drew Anderson,SP,PHI,5,0.031,3,0,0,0,0,0,$0
784,Paul Blackburn,SP,OAK,6,0.037,2,0,0,0,0,0,"$700,000"
785,Yency Almonte,RP,COL,14,0.086,1,0,0,0,0,0,$0
786,Dylan Covey,SP,CHW,27,0.167,1,0,0,0,0,0,$0
787,Tyler Webb,RP,STL,22,0.136,1,0,0,0,0,0,$0
788,Kyle McGowin,SP,WSH,6,0.037,2,0,0,0,0,0,$0
789,Paul Sewald,RP/CL,NYM,47,0.29,5,0,0,0,0,0,"$1,735,000"
790,Mark Leiter Jr.,RP,TOR,20,0.124,3,0,0,0,0,0,$0
791,Hector Velazquez,RP,BOS,48,0.296,1,0,0,0,0,0,$0
792,John Brebbia,RP,STL,45,0.278,2,0,0,0,0,0,"$837,500"
793,Eric Skoglund,SP,KC,14,0.086,3,0,0,0,0,0,$0
794,Andrew Kittredge,RP/CL,TB,33,0.204,1,0,0,0,0,0,"$1,850,000"
795,Yacksel Rios,RP,PHI,36,0.222,1,0,0,0,0,0,$0
796,Sandy Alcantara,SP,MIA,6,0.037,12,0,0,0,0,0.077,"$5,000,000"
797,Richard Rodriguez,RP/CL,PIT,63,0.391,2,0,0,0,0,0,$0
798,Luiz Gohara,SP,ATL,9,0.056,2,0,0,0,0,0,$0
799,Jalen Beeks,SP,TB,14,0.086,2,0,0,0,0,0,"$750,000"
800,Seranthony Dominguez,RP,PHI,53,0.327,1,0,0,0,0,0.5,"$725,000"
801,David Hess,RP,BAL,21,0.13,2,0,0,0,0,0.333,$0
802,Jose Castillo,RP,SD,37,0.228,1,0,0,1,0,0,$0
803,Corey Oswalt,SP,NYM,17,0.105,18,0,0,0,0,0,$0
804,Tyler Bashlor,RP,NYM,24,0.148,1,0,0,0,0,0,$0
805,Wander Suero,RP,WSH,40,0.247,3,0,0,0,0,0,$0
806,Tim Hill,RP,KC,70,0.432,1,0,0,0,0,0,"$1,325,000"
807,Jaime Barria,SP,LAA,26,0.161,5,0,0,0,0,0,"$700,000"
808,Jonathan Loaisiga,RP,NYY,9,0.056,2,0,0,0,0,0,"$1,650,000"
809,Yonny Chirinos,RP,TB,18,0.111,1,0,0,0,0,0,"$1,175,000"
810,Ryan Yarbrough,RP,TB,38,0.235,3,0,0,0,0,0,"$3,850,000"
811,Diego Castillo,RP,TB,43,0.265,1,0,0,0,0,0,"$2,150,000"
812,Elieser Hernandez,RP,MIA,32,0.199,11,0,0,0,0,0,"$1,325,000"
813,Brett Graves,RP,MIA,21,0.13,2,0,0,0,0,0,$0
814,Enyel De Los Santos,SP,PHI,7,0.043,3,0,0,0,0,0,$0
815,Yoshihisa Hirano,RP/CL,ARI,75,0.463,1,0,0,0,0,0,$0
816,Kazuhisa Makita,RP,SD,27,0.167,3,0,0,0,0,0,$0
817,Drew Gagnon,SP,NYM,5,0.031,1,0,0,1,0,0,$0
818,Harrison Musgrave,RP,COL,35,0.215,3,0,0,0,0,0,$0
819,Justin Hancock,RP,CHC,10,0.061,2,0,0,0,0,0,$0
820,Tim Peterson,RP,NYM,22,0.136,2,0,0,0,0,0,$0
821,Ben Meyer,RP,MIA,13,0.081,1,0,0,0,0,0,$0
822,Austin Davis,RP,PHI,32,0.198,3,0,0,0,0,0,"$700,000"
823,Tanner Anderson,RP,PIT,6,0.037,1,0,0,0,0,0,$0
824,James Norwood,RP,CHC,11,0.068,3,0,0,0,0,0,"$700,000"
825,Brett Kennedy,SP,SD,6,0.037,8,0,0,0,0,0,$0
826,Sherman Johnson,2B,LAA,10,0.062,10,0,0,0,0,0.091,$0
