Acronimo,Agente_libre,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,Bateos_en_contra,Bateos_en_contra_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Carreras_en_contra,Carreras_en_contra_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Comando_2,Control,Control_2,Dominio,Dominio_2,ERA,ERA_2,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_iniciados,Jugador,Losses,Losses_2,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_juegos,Posicion,Promedio_victorias,Saves,Saves_2,Strike-outs,Strike-outs_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
LAD,No,6.0,2022,2024,1,0,127,16129,0,5,9,51,2601,42,1764,4.048780487804878,16.392623438429506,0.02603174603174603,0.0006776518014613252,0.10539682539682539,0.011108490803728898,2.16,4.6656,25,25,Los Angeles Dodgers,California,15180638,175.0,30625.0,31,162,31,Julio Urias,7,49,8000000,25,225.0,36,0.19135802469135801,SP,0.6851851851851852,0,0,166,27556,8000000,8000000,0.03,8000000,94.36,8903.8096,8000000,267800000,8000000,111,4.83,23.3289,0.96,0.9216,7,41,1681,17,289,15.89495209964411,15.89495209964411,15.89495209964411
TOR,Si,6.3,2022,2027,5,1,188,35344,0,1,6,72,5184,65,4225,7.321428571428571,53.60331632653061,0.01780830630286841,0.00031713577337678277,0.1303822425745723,0.01699952917877461,3.35,11.2225,31,30,Toronto Blue Jays,Toronto,63094346,174.7,30520.089999999997,31,162,31,Kevin Gausman,10,100,21000000,2,190.0,9,0.19135802469135801,SP,0.5679012345679012,0,0,205,42025,21000000,21000000,0.119,21000000,46.54,2165.9716,22000000,157000000,110000000,92,3.05,9.302499999999998,1.24,1.5376,2,28,784,12,144,16.860032995687696,16.860032995687696,16.860032995687696
COL,No,6.4,2022,2028,5,1,193,37249,0,1,5,96,9216,88,7744,2.4716981132075473,6.109291562833749,0.03370857978757235,0.0011362683512951312,0.08331743305984864,0.0069417946516823585,4.53,20.5209,29,28,Colorado Rockies,Colorado,16909249,174.7,30520.089999999997,31,162,31,Kyle Freeland,11,121,7000000,1,201.0,5,0.19135802469135801,SP,0.419753086419753,0,0,131,17161,7000000,7000000,0.05,7000000,24.39,594.8721,12900000,195350000,64500000,68,2.47,6.100900000000001,1.41,1.9880999999999998,0,53,2809,9,81,15.761420707019587,15.761420707019587,15.761420707019587
ATL,No,6.5,2022,2025,1,0,149,22201,0,1,6,85,7225,83,6889,3.253968253968254,10.588309397833207,0.040697674418604654,0.0016563007030827477,0.13242894056847546,0.017537424300088804,4.34,18.8356,38,38,Atlanta Braves,Georgia,100653564,172.0,29584.0,31,162,31,Charlie Morton,6,36,20000000,18,215.0,28,0.19135802469135801,SP,0.6234567901234568,0,0,205,42025,20000000,20000000,0.109,20000000,20.64,426.00960000000003,20000000,61250000,20000000,101,1.7,2.8899999999999997,1.23,1.5129,4,63,3969,9,81,16.811242831518264,16.811242831518264,16.811242831518264
TOR,No,6.0,2022,2029,7,1,199,39601,714286,1,6,103,10609,100,10000,3.311111111111111,10.963456790123455,0.029069767441860465,0.0008450513791238507,0.0962532299741602,0.009264684280458573,5.23,27.352900000000005,28,27,Toronto Blue Jays,Toronto,26070943,172.0,29584.0,32,162,32,Jose Berrios,7,49,15000000,2,205.0,9,0.19753086419753085,SP,0.5679012345679012,0,0,149,22201,10714285,10000000,0.061,10714285,4.03,16.240900000000003,18714286,157000000,131000000,92,1.2584499999999992,1.583696402499998,1.42,2.0164,2,45,2025,12,144,16.187088455778603,16.11809565095832,16.187088455778603
PHI,No,6.6,2022,2023,3,2,176,30976,0,2,7,98,9604,94,8836,3.0,9.0,0.03180282250049692,0.0010114195189981133,0.09540846750149076,0.00910277567098302,5.05,25.502499999999998,34,32,Philadelphia Phillies,Pennsylvania,42932074,167.7,28123.289999999997,31,162,31,Kyle Gibson,8,64,8000000,8,215.0,15,0.19135802469135801,SP,0.5370370370370371,0,0,144,20736,8000000,7000000,0.033,8000000,22.69,514.8361000000001,9333333,204150000,28000000,87,0.67,0.4489000000000001,1.34,1.7956000000000003,2,48,2304,10,100,15.89495209964411,15.761420707019587,15.89495209964411
TB,No,6.1,2022,2028,1,1,116,13456,0,2,4,52,2704,47,2209,5.105263157894737,26.063711911357345,0.02538918955034409,0.0006446109460233015,0.12961849402017772,0.01680095399205885,2.54,6.4516,25,24,Tampa Bay Rays,Florida,3423019,166.3,27655.690000000002,29,162,28,Shane McClanahan,8,64,711400,2,200.0,8,0.17901234567901234,SP,0.5308641975308642,0,0,194,37636,711400,711400,0.007,711400,95.74,9166.147599999998,711400,18900000,711400,86,4.14,17.139599999999998,0.93,0.8649000000000001,0,38,1444,12,144,13.474990138496493,13.474990138496493,13.474990138496493
LAA,No,6.4,2022,2024,2,1,124,15376,0,5,9,45,2025,43,1849,4.9772727272727275,24.773243801652896,0.029451137884872823,0.0008673695227137913,0.1465863453815261,0.021487556652312056,2.33,5.4289000000000005,27,26,Los Angeles Angels,California,12269259,166.0,27556.0,157,162,153,Shohei Ohtani,9,81,5500000,1,210.0,10,0.9691358024691358,SP,0.4506172839506173,0,0,219,47961,5500000,5500000,0.031,5500000,99.28,9856.5184,4250000,123750000,8500000,73,5.77,33.292899999999996,1.01,1.0201,1,44,1936,15,225,15.520258650202699,15.520258650202699,15.520258650202699
STL,Si,6.1,2022,2023,1,1,154,23716,0,2,4,61,3721,54,2916,2.9148936170212765,8.49660479855138,0.03151612686917454,0.0009932662528339055,0.09186615704418964,0.008439390810067714,2.93,8.584900000000001,33,32,St. Louis Cardinals,Missouri,51158111,165.7,27456.489999999998,32,162,32,Jose Quintana,7,49,714285,23,220.0,32,0.19753086419753085,SP,0.5740740740740741,0,0,137,18769,714285,2000000,0.005,2000000,71.04,5046.681600000001,2000000,52700000,2000000,93,1.98,3.9204,1.21,1.4641,11,47,2209,6,36,13.479037321342561,14.508657738524219,14.508657738524219
HOU,No,6.0,2022,2026,1,1,154,23716,0,2,3,74,5476,72,5184,3.526315789473684,12.434903047091412,0.02569824846148644,0.0006603999739882902,0.09062013931155745,0.00821200964884608,3.94,15.5236,27,26,Houston Astros,Texas,1717899,164.3,26994.490000000005,29,162,28,Jose Urquidy,8,64,748700,5,217.0,16,0.17901234567901234,SP,0.654320987654321,0,0,134,17956,748700,748700,0.004,748700,63.76,4065.3376,748700,69100000,748700,106,1.22,1.4884,1.17,1.3688999999999998,2,38,1444,13,169,13.526093648218776,13.526093648218776,13.526093648218776
TB,Si,6.4,2022,2023,1,1,178,31684,0,2,4,82,6724,79,6241,6.619047619047619,43.81179138321995,0.014227642276422764,0.00020242580474585231,0.09417344173441734,0.008868637128105698,4.34,18.8356,36,35,Tampa Bay Rays,Florida,75635150,164.0,26896.0,31,162,31,Corey Kluber,10,100,13000000,2,215.0,8,0.19135802469135801,SP,0.5308641975308642,0,0,139,19321,13000000,8000000,0.132,13000000,35.9,1288.81,8000000,18900000,8000000,86,0.8,0.6400000000000001,1.21,1.4641,0,21,441,10,100,16.38045991542581,15.89495209964411,16.38045991542581
CHW,No,6.6,2022,2024,1,0,171,29241,0,2,5,92,8464,88,7744,2.901639344262295,8.41951088417092,0.04191575620147049,0.001756930617941112,0.12162440733869306,0.014792496460488335,4.9,24.010000000000005,27,27,Chicago White Sox,Illinois,16113212,161.7,26146.889999999996,30,162,30,Lucas Giolito,9,81,7450000,6,245.0,11,0.18518518518518517,SP,0.5,0,0,177,31329,7450000,7450000,0.037,7450000,16.22,263.0884,7450000,63000000,7450000,81,0.12,0.0144,1.43,2.0448999999999997,3,61,3721,11,121,15.823724590355742,15.823724590355742,15.823724590355742
PIT,No,6.2,2022,2026,1,1,162,26244,0,2,6,77,5929,69,4761,2.3,5.289999999999999,0.041928721174004195,0.0017580176592873877,0.09643605870020965,0.009299913417630281,3.91,15.288100000000002,26,25,Pittsburgh Pirates,Pennsylvania,1535587,159.0,25281.0,31,162,29,Mitch Keller,12,144,725000,9,220.0,17,0.19135802469135801,SP,0.382716049382716,0,0,138,19044,725000,725000,0.011,725000,50.83,2583.6888999999996,725000,14100000,725000,62,2.04,4.1616,1.4,1.9599999999999997,5,60,3600,5,25,13.493926933836812,13.493926933836812,13.493926933836812
ARI,No,6.4,2022,2025,5,2,179,32041,0,1,3,97,9409,86,7396,2.2857142857142856,5.224489795918367,0.03430651823846531,0.001176937193646153,0.07841489883077785,0.006148896358641125,4.88,23.8144,32,30,Arizona Diamondbacks,Arizona,106182222,158.7,25185.689999999995,30,162,30,Madison Bumgarner,15,225,23000000,1,257.0,6,0.18518518518518517,SP,0.4567901234567901,0,0,112,12544,18000000,23000000,0.208,23000000,3.26,10.6276,17000000,23250000,85000000,74,1.2584499999999992,1.583696402499998,1.44,2.0736,1,49,2401,7,49,16.70588231586044,16.951004773893423,16.951004773893423
MIL,No,6.3,2022,2025,1,1,135,18225,0,1,5,71,5041,65,4225,2.6610169491525424,7.081011203677105,0.041307848491213335,0.0017063383469730358,0.10992088496814395,0.012082600952179934,3.69,13.6161,27,26,Milwaukee Brewers,Wisconsin,5990843,158.7,25185.689999999995,29,162,29,Eric Lauer,7,49,2425000,1,205.0,8,0.17901234567901234,SP,0.5308641975308642,0,0,157,24649,2425000,2425000,0.019,2425000,51.11,2612.2320999999997,2425000,13625000,2425000,86,1.21,1.4641,1.22,1.4884,0,59,3481,11,121,14.70134208235372,14.70134208235372,14.70134208235372
SD,No,6.5,2022,2023,1,1,155,24025,0,5,3,95,9025,87,7569,3.12,9.7344,0.035161744022503515,0.0012363482427040617,0.10970464135021098,0.01203510833377842,4.96,24.6016,30,29,San Diego Padres,California,25311750,158.0,24964.0,30,162,28,Sean Manaea,9,81,9750000,2,245.0,7,0.18518518518518517,SP,0.5493827160493827,0,0,156,24336,9750000,9750000,0.043,9750000,7.96,63.3616,9750000,32500000,9750000,89,1.2584499999999992,1.583696402499998,1.3,1.6900000000000002,0,50,2500,8,64,16.09277784297403,16.09277784297403,16.09277784297403
NYM,No,6.4,2022,2024,3,1,143,20449,0,2,6,63,3969,61,3721,2.933333333333333,8.604444444444443,0.03178639542275906,0.0010103749339719981,0.09324009324009323,0.00869371498742128,3.49,12.180100000000001,29,28,New York Mets,New York,35520097,157.3,24743.290000000005,29,162,29,Taijuan Walker,5,25,7000000,5,235.0,10,0.17901234567901234,SP,0.6234567901234568,0,0,132,17424,7000000,7000000,0.026,7000000,66.22,4385.0884,7666667,259270000,23000000,101,2.27,5.1529,1.2,1.44,2,45,2025,12,144,15.761420707019587,15.761420707019587,15.761420707019587
HOU,Si,6.1,2022,2027,1,0,131,17161,0,2,3,70,4900,65,4225,3.3404255319148937,11.1584427342689,0.03319912410821502,0.0011021818415526635,0.11089920180829271,0.012298632961716434,3.72,13.838400000000002,25,25,Houston Astros,Texas,1925050,157.3,24743.290000000005,28,162,28,Luis Garcia,8,64,1251500,5,244.0,16,0.1728395061728395,SP,0.654320987654321,0,0,157,24649,1251500,1251500,0.007,1251500,66.56,4430.2336000000005,1251500,69100000,1251500,106,1.36,1.8496000000000004,1.13,1.2768999999999997,2,47,2209,15,225,14.039853389853967,14.039853389853967,14.039853389853967
SD,Si,6.2,2022,2024,2,1,131,17161,250000,5,3,70,4900,65,4225,3.3404255319148937,11.1584427342689,0.03319912410821502,0.0011021818415526635,0.11089920180829271,0.012298632961716434,3.72,13.838400000000002,35,34,San Diego Padres,California,7617010,157.3,24743.290000000005,28,162,28,Luis Garcia,8,64,3000000,2,240.0,7,0.1728395061728395,RP,0.5493827160493827,0,0,157,24649,3250000,3000000,0.015,3250000,66.56,4430.2336000000005,3500000,32500000,7000000,89,1.36,1.8496000000000004,1.13,1.2768999999999997,0,47,2209,15,225,14.994165554305921,14.914122846632385,14.994165554305921
WSH,Si,6.2,2022,2027,1,1,131,17161,0,1,5,70,4900,65,4225,3.3404255319148937,11.1584427342689,0.03319912410821502,0.0011021818415526635,0.11089920180829271,0.012298632961716434,3.72,13.838400000000002,22,21,Washington Nationals,Washington DC,2228404,157.3,24743.290000000005,28,162,28,Luis Garcia,8,64,484596,1,211.0,6,0.1728395061728395,SS,0.3395061728395062,0,0,157,24649,484596,700000,0.004,700000,66.56,4430.2336000000005,700000,23750000,700000,55,1.36,1.8496000000000004,1.13,1.2768999999999997,1,47,2209,15,225,13.091070833100202,13.458835614025542,13.458835614025542
HOU,Si,6.1,2022,2027,1,0,57,3249,0,2,3,28,784,23,529,4.0,16.0,0.030965391621129327,0.0009588554782499064,0.12386156648451731,0.015341687651998502,3.39,11.4921,25,25,Houston Astros,Texas,1925050,61.0,3721.0,64,162,0,Luis Garcia,6,36,1251500,5,244.0,16,0.3950617283950617,SP,0.654320987654321,3,9,68,4624,1251500,1251500,0.007,1251500,41.67,1736.3889000000001,1251500,69100000,1251500,106,0.39,0.1521,1.21,1.4641,2,17,289,4,16,14.039853389853967,14.039853389853967,14.039853389853967
SD,Si,6.2,2022,2024,2,1,57,3249,250000,5,3,28,784,23,529,4.0,16.0,0.030965391621129327,0.0009588554782499064,0.12386156648451731,0.015341687651998502,3.39,11.4921,35,34,San Diego Padres,California,7617010,61.0,3721.0,64,162,0,Luis Garcia,6,36,3000000,2,240.0,7,0.3950617283950617,RP,0.5493827160493827,3,9,68,4624,3250000,3000000,0.015,3250000,41.67,1736.3889000000001,3500000,32500000,7000000,89,0.39,0.1521,1.21,1.4641,0,17,289,4,16,14.994165554305921,14.914122846632385,14.994165554305921
WSH,Si,6.2,2022,2027,1,1,57,3249,0,1,5,28,784,23,529,4.0,16.0,0.030965391621129327,0.0009588554782499064,0.12386156648451731,0.015341687651998502,3.39,11.4921,22,21,Washington Nationals,Washington DC,2228404,61.0,3721.0,64,162,0,Luis Garcia,6,36,484596,1,211.0,6,0.3950617283950617,SS,0.3395061728395062,3,9,68,4624,484596,700000,0.004,700000,41.67,1736.3889000000001,700000,23750000,700000,55,0.39,0.1521,1.21,1.4641,1,17,289,4,16,13.091070833100202,13.458835614025542,13.458835614025542
PHI,No,6.1,2022,2026,1,0,149,22201,0,2,7,74,5476,63,3969,2.2241379310344827,4.946789536266349,0.041496744651928166,0.001721979816707329,0.09229448379480575,0.008518271738949661,3.65,13.3225,26,26,Philadelphia Phillies,Pennsylvania,1771476,155.3,24118.090000000004,29,162,29,Ranger Suarez,7,49,730000,8,217.0,15,0.17901234567901234,SP,0.5370370370370371,0,0,129,16641,730000,730000,0.003,730000,76.23,5811.012900000001,730000,204150000,730000,87,2.94,8.6436,1.33,1.7689000000000001,2,58,3364,10,100,13.500799813124575,13.500799813124575,13.500799813124575
TEX,No,6.4,2022,2027,1,0,158,24964,0,2,8,80,6400,76,5776,2.2096774193548385,4.882674297606659,0.04493730521127781,0.002019361399651536,0.0992969486120171,0.009859884003657565,4.46,19.8916,27,27,Texas Rangers,Texas,3379950,153.3,23500.890000000003,29,162,29,Dane Dunning,8,64,714000,2,225.0,8,0.17901234567901234,SP,0.419753086419753,0,0,137,18769,714000,714000,0.005,714000,29.48,869.0704000000001,714000,580700000,714000,68,1.16,1.3456,1.43,2.0448999999999997,0,62,3844,4,16,13.478638241321722,13.478638241321722,13.478638241321722
MIL,No,6.4,2022,2025,1,1,122,14884,0,1,5,56,3136,52,2704,4.523809523809524,20.46485260770975,0.030441400304414,0.0009266788524935768,0.1377110966152062,0.018964346130962654,3.05,9.302499999999998,29,28,Milwaukee Brewers,Wisconsin,14038123,153.3,23500.890000000003,27,162,27,Brandon Woodruff,4,16,6800000,1,243.0,8,0.16666666666666666,SP,0.5308641975308642,0,0,190,36100,6800000,6800000,0.052,6800000,78.24,6121.497599999999,6800000,13625000,6800000,86,2.74,7.507600000000001,1.07,1.1449,0,42,1764,13,169,15.732433170146335,15.732433170146335,15.732433170146335
KC,No,6.5,2022,2026,1,0,140,19600,0,2,2,58,3364,55,3025,4.285714285714286,18.36734693877551,0.025367833587011668,0.0006435269808983173,0.10871928680147858,0.011819883322622154,3.23,10.4329,25,25,Kansas City Royals,Missouri,3594044,153.3,23500.890000000003,27,162,24,Brady Singer,5,25,650370,4,215.0,9,0.16666666666666666,SP,0.4012345679012346,0,0,150,22500,650370,726250,0.007,726250,88.78,7881.8884,726250,13975000,726250,65,4.46,19.8916,1.14,1.2995999999999999,2,35,1225,10,100,13.385296710690671,13.495649587148257,13.495649587148257
PHI,No,6.4,2022,2025,5,3,125,15625,0,2,7,52,2704,48,2304,4.794117647058823,22.98356401384083,0.024691358024691357,0.0006096631611034902,0.11837327523602033,0.014012232290102624,2.82,7.952399999999999,32,29,Philadelphia Phillies,Pennsylvania,70305242,153.0,23409.0,26,162,26,Zack Wheeler,7,49,26000000,8,195.0,15,0.16049382716049382,SP,0.5370370370370371,0,0,163,26569,26000000,26000000,0.106,26000000,69.11,4776.1921,23600000,204150000,118000000,87,5.09,25.908099999999997,1.04,1.0816000000000001,2,34,1156,12,144,17.073607095985757,17.073607095985757,17.073607095985757
WSH,No,6.4,2022,2025,6,3,210,44100,416666,1,5,119,14161,107,11449,2.6122448979591835,6.823823406913784,0.035654515025831335,0.0012712444417272324,0.09313832496543695,0.008674747577367335,6.31,39.81609999999999,32,29,Washington Nationals,Washington DC,85270452,152.7,23317.289999999997,31,162,31,Patrick Corbin,19,361,23000000,1,220.0,6,0.19135802469135801,SP,0.3395061728395062,0,0,128,16384,23416666,23000000,0.185,23416666,0.16,0.0256,23333333,23750000,140000000,55,1.2584499999999992,1.583696402499998,1.7,2.8899999999999997,1,49,2401,6,36,16.96895854904027,16.951004773893423,16.96895854904027
NYM,No,6.4,2022,2024,4,4,161,25921,0,2,6,71,5041,67,4489,3.707317073170732,13.744199881023201,0.029970760233918127,0.0008982464689990081,0.1111111111111111,0.012345679012345678,3.97,15.760900000000001,35,31,New York Mets,New York,60953465,152.0,23104.0,29,162,29,Carlos Carrasco,7,49,12000000,5,224.0,10,0.17901234567901234,SP,0.6234567901234568,0,0,152,23104,12000000,12000000,0.045,12000000,39.97,1597.6009,11750000,259270000,47000000,101,1.21,1.4641,1.33,1.7689000000000001,2,41,1681,15,225,16.300417207752275,16.300417207752275,16.300417207752275
SEA,No,6.2,2022,0,1,0,118,13924,0,1,2,56,3136,50,2500,3.7111111111111112,13.772345679012346,0.0332667997338656,0.0011066799645331204,0.12345679012345678,0.015241579027587257,2.99,8.940100000000001,29,29,Seattle Mariners,Washington,13203464,150.3,22590.090000000004,25,162,25,Luis Castillo,6,36,2705795,0,200.0,5,0.15432098765432098,SP,0.5555555555555556,0,0,167,27889,2705795,7350000,0.023,7350000,81.18,6590.192400000001,7350000,115700000,7350000,90,3.02,9.1204,1.08,1.1664,0,45,2025,9,81,14.810906327267363,15.81021087118902,15.81021087118902
SF,Si,6.3,2022,2025,2,0,152,23104,0,5,7,72,5184,62,3844,3.511627906976744,12.331530557057869,0.03191568321828843,0.0010186108352901377,0.11207600385957099,0.012561030641130571,3.73,13.9129,34,34,San Francisco Giants,California,66595287,149.7,22410.089999999997,28,162,28,Alex Cobb,8,64,9000000,23,205.0,27,0.1728395061728395,SP,0.5,0,0,151,22801,9000000,9000000,0.056,9000000,54.84,3007.4256000000005,10000000,140700000,20000000,81,2.29,5.2441,1.3,1.6900000000000002,8,43,1849,7,49,16.012735135300492,16.012735135300492,16.012735135300492
WSH,No,6.1,2022,2028,1,0,136,18496,0,1,5,84,7056,83,6889,2.3333333333333335,5.4444444444444455,0.04931629679444071,0.0024320971295173632,0.11507135918702832,0.013241417705150088,5.03,25.300900000000002,24,24,Washington Nationals,Washington DC,2276525,148.7,22111.689999999995,28,162,29,Josiah Gray,10,100,703500,1,190.0,6,0.1728395061728395,SP,0.3395061728395062,0,0,154,23716,703500,703500,0.006,703500,18.74,351.1875999999999,703500,23750000,703500,55,0.46,0.2116,1.36,1.8496000000000004,1,66,4356,7,49,13.46382315553658,13.46382315553658,13.46382315553658
LAA,No,6.3,2022,2027,1,0,139,19321,0,5,9,56,3136,48,2304,2.5166666666666666,6.333611111111111,0.04483299708585519,0.0020099976277003,0.11282970933273556,0.012730543308109594,2.91,8.468100000000002,25,25,Los Angeles Angels,California,2378308,148.7,22111.689999999995,27,162,27,Patrick Sandoval,9,81,720000,1,190.0,10,0.16666666666666666,SP,0.4506172839506173,0,0,151,22801,720000,720000,0.004,720000,77.26,5969.107600000001,720000,123750000,720000,73,3.26,10.6276,1.34,1.7956000000000003,1,60,3600,6,36,13.487006490992238,13.487006490992238,13.487006490992238
HOU,No,6.1,2022,2026,1,1,89,7921,0,2,3,44,1936,42,1764,3.730769230769231,13.918639053254438,0.0388552641410745,0.0015097315514726699,0.1449600239109318,0.02101340853225792,2.54,6.4516,25,24,Houston Astros,Texas,1538093,148.7,22111.689999999995,30,162,25,Cristian Javier,9,81,749100,5,213.0,16,0.18518518518518517,SP,0.654320987654321,0,0,194,37636,749100,749100,0.004,749100,91.14,8306.499600000001,749100,69100000,749100,106,3.73,13.9129,0.95,0.9025,2,52,2704,11,121,13.526627764935974,13.526627764935974,13.526627764935974
MIN,No,6.2,2022,2028,1,1,115,13225,0,1,4,60,3600,58,3364,3.2127659574468086,10.321865097329109,0.03552532123960695,0.0012620484491772687,0.11413454270597127,0.01302669383870118,3.55,12.6025,26,25,Minnesota Twins,Minnesota,947294,147.0,21609.0,27,162,27,Joe Ryan,8,64,701650,6,205.0,17,0.16666666666666666,SP,0.4814814814814814,0,0,151,22801,701650,701650,0.005,701650,75.65,5722.922500000001,701650,116550000,701650,78,2.14,4.5796,1.1,1.2100000000000002,3,47,2209,13,169,13.461189983179281,13.461189983179281,13.461189983179281
TB,No,6.1,2022,2027,1,0,121,14641,0,2,4,51,2601,46,2116,4.032258064516129,16.259105098855358,0.02359208523592085,0.0005565864857789546,0.09512937595129375,0.009049598168882586,2.84,8.0656,26,26,Tampa Bay Rays,Florida,1726383,146.0,21316.0,28,162,28,Drew Rasmussen,7,49,711800,2,211.0,8,0.1728395061728395,SP,0.5308641975308642,0,0,125,15625,711800,711800,0.007,711800,87.76,7701.817600000001,711800,18900000,711800,86,3.06,9.3636,1.04,1.0816000000000001,0,31,961,11,121,13.475552252058229,13.475552252058229,13.475552252058229
NYM,Si,6.3,2022,2025,3,0,108,11664,0,2,6,39,1521,37,1369,7.208333333333333,51.96006944444444,0.018352833218628125,0.00033682648715078,0.1322933394509444,0.017501527663082803,2.29,5.2441,37,37,New York Mets,New York,197908333,145.3,21112.090000000004,23,162,22,Max Scherzer,5,25,43333333,5,208.0,10,0.1419753086419753,SP,0.6234567901234568,0,0,173,29929,43333333,43333333,0.162,43333333,56.65,3209.2225,43333333,259270000,130000000,101,5.25,27.5625,0.91,0.8281000000000001,2,24,576,11,121,17.58443271205944,17.58443271205944,17.58443271205944
NYY,No,6.2,2022,2024,1,1,137,18769,0,2,4,72,5184,65,4225,3.302325581395349,10.90535424553813,0.03311003311003311,0.001096274292547489,0.10934010934010933,0.011955259510507065,4.05,16.4025,29,28,New York Yankees,New York,8300288,144.3,20822.49,27,162,27,Frankie Montas,12,144,1794650,40,255.0,58,0.16666666666666666,SP,0.6111111111111112,0,0,142,20164,1794650,5025000,0.007,5025000,45.68,2086.6624,5025000,37400000,5025000,99,1.71,2.9240999999999997,1.25,1.5625,27,43,1849,5,25,14.400320574819837,15.429936011909414,15.429936011909414
PIT,No,6.3,2022,2026,1,0,157,24649,0,2,6,85,7225,75,5625,2.7222222222222223,7.4104938271604945,0.041666666666666664,0.001736111111111111,0.11342592592592593,0.012865440672153635,4.69,21.996100000000002,28,28,Pittsburgh Pirates,Pennsylvania,1524203,144.0,20736.0,28,162,28,JT Brubaker,12,144,725000,9,185.0,17,0.1728395061728395,SP,0.382716049382716,0,0,147,21609,725000,725000,0.011,725000,21.91,480.04810000000003,725000,14100000,725000,62,0.29,0.0841,1.47,2.1609,5,54,2916,3,9,13.493926933836812,13.493926933836812,13.493926933836812
MIN,Si,6.1,2022,2024,1,0,151,22801,0,1,4,79,6241,76,5776,3.357142857142857,11.270408163265307,0.022222222222222223,0.0004938271604938272,0.0746031746031746,0.005565633660871756,4.89,23.912099999999995,29,29,Minnesota Twins,Minnesota,29281852,140.0,19600.0,29,162,29,Dylan Bundy,8,64,4000000,6,200.0,17,0.17901234567901234,SP,0.4814814814814814,0,0,94,8836,4000000,4000000,0.027,4000000,20.0,400.0,5000000,116550000,5000000,78,1.2584499999999992,1.583696402499998,1.28,1.6384,3,28,784,8,64,15.201804919084164,15.201804919084164,15.201804919084164
KC,No,6.5,2022,2024,1,0,153,23409,0,2,2,86,7396,79,6241,1.7894736842105263,3.2022160664819945,0.045335242185635886,0.00205528418403026,0.08112622285850632,0.006581464035288033,5.09,25.908099999999997,26,26,Kansas City Royals,Missouri,9650212,139.7,19516.089999999997,35,162,22,Brad Keller,14,196,4825000,4,255.0,9,0.21604938271604937,RP,0.4012345679012346,1,1,102,10404,4825000,4825000,0.052,4825000,0.0,0.0,4825000,13975000,4825000,65,0.15,0.0225,1.5,2.25,2,57,3249,6,36,15.389321292755223,15.389321292755223,15.389321292755223
CHC,Si,5.7,2022,2025,3,1,123,15129,0,2,11,61,3721,54,2916,3.3055555555555554,10.926697530864196,0.028839221341023794,0.0008317006875565622,0.09532964832171754,0.009087741849142345,3.51,12.320099999999998,31,30,Chicago Cubs,Illinois,65463544,138.7,19237.689999999995,25,162,25,Marcus Stroman,7,49,25000000,17,180.0,21,0.15432098765432098,SP,0.4567901234567901,0,0,119,14161,25000000,25000000,0.166,25000000,28.41,807.1281,23666667,109707000,71000000,74,2.55,6.5024999999999995,1.15,1.3224999999999998,3,36,1296,7,49,17.034386382832476,17.034386382832476,17.034386382832476
SEA,No,6.3,2022,2027,2,2,132,17424,300000,1,2,61,3721,57,3249,1.8627450980392157,3.4698193002691275,0.0411522633744856,0.0016935087808430287,0.0766561768740418,0.005876169452944381,3.73,13.9129,28,26,Seattle Mariners,Washington,5046588,137.7,18961.289999999997,33,162,22,Chris Flexen,9,81,2750000,0,250.0,5,0.2037037037037037,RP,0.5555555555555556,2,4,95,9025,3050000,2750000,0.026,3050000,0.0,0.0,2375000,115700000,4750000,90,1.34,1.7956000000000003,1.33,1.7689000000000001,0,51,2601,8,64,14.930652148583594,14.827111469642754,14.930652148583594
KC,Si,6.2,2022,2023,1,0,157,24649,0,2,2,65,4225,56,3136,2.7037037037037037,7.310013717421125,0.021897810218978103,0.00047951409238638186,0.059205190592051905,0.0035052545930411914,3.68,13.5424,38,38,Kansas City Royals,Missouri,277674948,137.0,18769.0,26,162,26,Zack Greinke,9,81,13000000,4,200.0,9,0.16049382716049382,SP,0.4012345679012346,0,0,73,5329,13000000,13000000,0.14,13000000,32.42,1051.0564000000002,13000000,13975000,13000000,65,2.45,6.002500000000001,1.34,1.7956000000000003,2,27,729,4,16,16.38045991542581,16.38045991542581,16.38045991542581
COL,Si,6.3,2022,2023,1,0,155,24025,0,1,5,91,8281,87,7569,1.896551724137931,3.596908442330559,0.047039740470397405,0.0022127371835223434,0.08921330089213302,0.007959013056070262,5.72,32.718399999999995,29,29,Colorado Rockies,Colorado,7355905,137.0,18769.0,27,162,27,Chad Kuhl,11,121,3000000,1,210.0,5,0.16666666666666666,SP,0.419753086419753,0,0,110,12100,3000000,3000000,0.021,3000000,8.58,73.6164,3000000,195350000,3000000,68,1.2584499999999992,1.583696402499998,1.55,2.4025000000000003,0,58,3364,6,36,14.914122846632385,14.914122846632385,14.914122846632385
