"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Payroll Salary2022","Cash2022","AAV2022","Earnings2022","Age","Weight","Height",""
"","Jerry Blevins","RP","NYM","75","0","49.0","43","16","16","24","69","6","0","1","1.37","2.94","1.45","30.90","$0","$0","$0","$0","33","190","6'6""",""
"","Ian Krol","RP","ATL","51","0","49.0","50","34","29","21","44","2","2","0","1.45","5.33","-0.52","9.26","$0","$0","$0","$0","26","210","6'1""",""
"","Tom Milone","RP","NYM","17","8","48.3","65","43","41","14","38","1","3","1","1.63","7.63","-0.16","0.00","$0","$0","$0","$0","30","215","6'0""",""
"","Buck Farmer","RP","DET","11","11","48.0","54","38","36","20","49","5","5","0","1.54","6.75","-0.37","0.00","$850,000","$569,740","$850,000","$4,781,703","26","232","6'4""",""
"","Michael Feliz","RP","HOU","46","0","48.0","53","31","30","22","70","4","2","0","1.56","5.63","-0.49","0.00","$0","$0","$0","$0","24","250","6'4""",""
"","Justin Nicolino","RP","MIA","20","8","48.0","66","33","27","20","26","2","3","0","1.79","5.06","-0.52","0.00","$0","$0","$0","$0","25","195","6'3""",""
"","Chris Flexen","SP","NYM","14","9","48.0","62","44","42","35","36","3","6","0","2.02","7.88","-1.08","0.00","$3,050,000","$2,750,000","$2,375,000","$5,046,588","23","250","6'3""",""
"","Trevor Rosenthal","RP","STL","50","0","47.7","37","20","18","20","76","3","4","11","1.20","3.40","0.64","50.40","$4,500,000","$296,700","$4,500,000","$30,191,518","27","230","6'2""",""
"","Reynaldo Lopez","SP","CHW","8","8","47.7","50","29","24","14","30","3","3","0","1.34","4.53","0.06","0.00","$2,625,000","$2,625,000","$2,625,000","$6,346,102","23","220","6'1""",""
"","Josh Hader","RP/CL","MIL","35","0","47.3","25","11","11","22","68","2","3","0","0.99","2.09","1.86","0.00","$11,000,000","$3,989,011","$11,000,000","$21,012,619","23","180","6'3""",""
"","Brad Ziegler","RP","MIA","53","0","47.0","57","29","25","16","26","1","4","10","1.55","4.79","-0.74","4.18","$0","$0","$0","$0","37","220","6'4""",""
"","Chad Bettis","SP","COL","9","9","46.3","52","27","26","11","30","2","4","0","1.36","5.05","0.59","0.00","$0","$0","$0","$0","28","201","0'0""",""
"","Jake Thompson","RP","PHI","12","8","46.3","50","27","20","22","35","3","2","0","1.55","3.89","0.31","0.00","$0","$0","$0","$0","23","225","6'4""",""
"","Luis Avilan","RP","LAD","61","0","46.0","42","16","15","22","52","2","3","0","1.39","2.94","0.64","35.57","$0","$0","$0","$0","27","220","6'2""",""
"","Jose Leclerc","RP","TEX","47","0","45.7","23","21","20","40","60","2","3","2","1.38","3.94","0.68","0.00","$5,250,000","$4,750,000","$3,687,500","$13,734,787","23","190","6'0""",""
"","Will Harris","RP","HOU","46","0","45.3","37","15","15","7","52","3","2","2","0.97","2.98","0.95","0.00","$8,000,000","$8,000,000","$8,000,000","$30,621,614","32","240","6'4""",""
"","Nate Karns","SP","KC","9","8","45.3","41","21","21","13","51","2","2","0","1.19","4.17","0.94","0.00","$0","$0","$0","$0","29","225","6'3""",""
"","Chasen Shreve","RP","NYY","44","0","45.3","35","20","19","25","58","4","1","0","1.32","3.77","0.59","0.00","$0","$0","$0","$0","26","195","6'4""",""
"","Lucas Giolito","SP","CHW","7","7","45.3","31","14","12","12","34","3","3","0","0.95","2.38","1.48","0.00","$7,450,000","$7,450,000","$7,450,000","$16,113,212","22","245","6'6""",""
"","Kevin McCarthy","RP","KC","33","0","45.0","49","23","15","13","27","1","0","0","1.38","3.00","0.40","0.00","$0","$0","$0","$0","25","210","6'3""",""
"","Steve Cishek","RP","TB","49","0","44.7","26","10","10","14","41","3","2","1","0.90","2.02","0.42","56.81","$1,750,000","$1,750,000","$1,750,000","$42,432,944","31","215","6'6""",""
"","Cam Bedrosian","RP","LAA","48","0","44.7","41","26","22","17","53","6","5","6","1.30","4.43","-0.28","0.00","$0","$0","$0","$0","25","225","6'1""",""
"","Brian Ellington","RP","MIA","42","0","44.7","48","39","36","35","48","1","1","0","1.86","7.25","-1.18","0.00","$0","$0","$0","$0","26","219","6'3""",""
"","Joe Blanton","RP","WSH","51","0","44.3","52","29","28","13","39","2","4","0","1.47","5.68","-0.23","3.05","$0","$0","$0","$0","36","252","6'3""",""
"","Brandon Morrow","RP","LAD","45","0","43.7","31","10","10","9","50","6","0","2","0.92","2.06","1.15","0.00","$0","$0","$0","$0","32","205","6'3""",""
"","Fernando Abad","RP","BOS","48","0","43.7","40","18","16","14","37","2","1","1","1.24","3.30","0.50","0.00","$0","$0","$0","$0","31","220","6'1""",""
"","Juan Minaya","RP","CHW","40","0","43.7","38","22","22","20","51","3","2","9","1.33","4.53","0.25","0.00","$0","$0","$0","$0","26","210","6'4""",""
"","Josh Osich","RP","SF","54","0","43.3","48","32","30","27","43","3","2","0","1.73","6.23","-0.61","4.81","$0","$0","$0","$0","28","232","6'3""",""
"","Koji Uehara","RP","CHC","49","0","43.0","38","21","19","12","50","3","4","2","1.16","3.98","0.16","17.88","$0","$0","$0","$0","42","195","6'2""",""
"","Daniel Mengden","SP","OAK","7","7","43.0","36","16","15","9","29","3","2","0","1.05","3.14","1.45","0.00","$0","$0","$0","$0","24","225","6'1""",""
"","Phil Maton","RP","SD","46","0","43.0","41","23","20","14","46","3","2","1","1.28","4.19","-0.01","0.00","$1,550,000","$1,550,000","$1,550,000","$4,088,473","24","206","6'2""",""
"","Brandon Woodruff","SP","MIL","8","8","43.0","43","23","23","14","32","2","3","0","1.33","4.81","0.49","0.00","$6,800,000","$6,800,000","$6,800,000","$14,038,123","24","243","6'4""",""
"","Tony Cingrani","RP","LAD","47","0","42.7","40","22","20","12","52","0","0","0","1.22","4.22","-0.10","0.00","$0","$0","$0","$0","27","214","6'4""",""
"","Sam Tuivailala","RP","STL","37","0","42.3","35","12","12","11","34","3","3","0","1.09","2.55","0.82","0.00","$0","$0","$0","$0","24","225","0'0""",""
"","Nick Wittgren","RP","MIA","38","0","42.3","46","22","22","13","43","3","1","0","1.39","4.68","0.00","0.00","$0","$0","$0","$0","26","216","6'2""",""
"","Ryan Dull","RP","OAK","49","0","42.0","37","30","24","16","45","2","2","0","1.26","5.14","-0.66","15.36","$0","$0","$0","$0","27","185","5'9""",""
"","Trevor Hildenberger","RP","MIN","37","0","42.0","38","15","15","6","44","3","3","1","1.05","3.21","0.84","0.00","$0","$0","$0","$0","26","211","6'2""",""
"","Miguel Diaz","P","SD","31","3","41.7","44","35","34","25","33","1","1","0","1.66","7.34","-0.74","0.00","$0","$0","$0","$0","22","214","6'0""",""
"","Blaine Boyer","RP","BOS","32","0","41.3","50","20","20","14","33","1","1","0","1.55","4.36","0.20","0.00","$0","$0","$0","$0","35","225","6'3""",""
"","J.J. Hoover","RP","ARI","52","0","41.3","47","20","18","26","54","3","1","0","1.77","3.92","0.50","11.51","$0","$0","$0","$0","29","240","6'3""",""
"","Andrew Albers","RP","SEA","9","6","41.0","43","22","16","10","37","5","1","1","1.29","3.51","0.26","0.00","$0","$0","$0","$0","31","200","6'1""",""
"","Jason Motte","RP","ATL","46","0","40.7","28","16","16","20","27","1","0","0","1.18","3.54","0.68","0.00","$0","$0","$0","$0","35","225","6'0""",""
"","Tony Zych","RP","SEA","45","0","40.7","30","12","12","21","35","6","3","1","1.25","2.66","1.10","0.00","$0","$0","$0","$0","26","190","6'3""",""
"","Jason Grilli","RP","TEX","46","0","40.0","47","30","29","18","48","2","5","1","1.63","6.53","-0.06","0.00","$0","$0","$0","$0","40","235","6'5""",""
"","Marco Gonzales","SP","SEA","11","8","40.0","59","27","27","11","32","1","1","0","1.75","6.08","0.01","0.00","$5,750,000","$5,500,000","$7,500,000","$15,342,977","25","195","6'1""",""
"","Brandon Workman","RP","BOS","33","0","39.7","37","17","15","11","37","1","1","0","1.21","3.40","0.43","0.00","$0","$0","$0","$0","28","235","6'5""",""
"","Kevin Siegrist","RP","PHI","46","0","39.3","38","21","19","22","43","1","1","1","1.52","4.35","0.08","0.00","$0","$0","$0","$0","27","223","6'5""",""
"","Jonathan Holder","RP","NYY","37","0","39.3","45","17","17","8","40","1","1","0","1.35","3.89","0.48","0.00","$0","$0","$0","$0","24","232","6'2""",""
"","Keone Kela","RP","TEX","39","0","38.7","18","12","12","17","51","4","1","2","0.90","2.79","1.18","0.00","$0","$0","$0","$0","24","220","6'1""",""
"","Daniel Stumpf","RP","DET","55","0","37.7","37","16","16","15","33","0","1","0","1.38","3.82","0.82","28.54","$0","$0","$0","$0","26","208","6'2""",""
"","Tony Sipp","RP","HOU","46","0","37.3","36","25","24","16","39","0","1","0","1.39","5.79","-0.34","0.00","$0","$0","$0","$0","33","190","6'0""",""
"","Zack Britton","RP","BAL","38","0","37.3","39","12","12","18","29","2","1","15","1.53","2.89","1.03","0.00","$14,000,000","$14,000,000","$13,000,000","$79,572,260","29","200","6'1""",""
"","Derek Law","RP","SF","41","0","37.3","45","21","21","14","35","4","1","4","1.58","5.06","0.05","0.00","$700,000","$138,456","$700,000","$1,736,909","26","215","6'3""",""
"","Aaron Sanchez","SP","TOR","8","8","36.0","42","24","17","20","24","1","3","0","1.72","4.25","0.00","0.00","$700,000","$169,224","$700,000","$13,666,572","24","210","6'4""",""
"","Luis Cessa","RP","NYY","10","5","36.0","36","21","19","17","30","0","3","0","1.47","4.75","0.06","0.00","$1,800,000","$1,800,000","$1,800,000","$5,259,058","25","208","6'0""",""
"","Robby Scott","RP","BOS","57","0","35.7","22","16","15","13","31","2","1","0","0.98","3.79","0.50","37.07","$0","$0","$0","$0","27","220","6'3""",""
"","Buddy Boshers","RP","MIN","38","0","35.0","37","20","19","10","28","1","0","0","1.34","4.89","-0.05","0.00","$0","$0","$0","$0","29","205","6'3""",""
"","Gabriel Ynoa","SP","BAL","9","4","34.7","38","17","14","8","26","2","3","0","1.33","3.64","0.47","0.00","$0","$0","$0","$0","24","205","6'2""",""
"","Matthew Strahm","RP","SD","24","3","34.7","30","22","21","22","37","2","5","0","1.50","5.45","-0.07","0.00","$3,000,000","$3,000,000","$3,000,000","$7,489,876","25","190","6'2""",""
"","Steven Brault","RP","PIT","12","4","34.7","41","21","18","14","23","1","0","1","1.59","4.67","0.01","0.00","$1,500,000","$667,602","$1,500,000","$4,248,362","25","195","6'0""",""
"","Drew Steckenrider","RP","MIA","37","0","34.7","30","13","9","18","54","1","1","1","1.38","2.34","0.59","0.00","$0","$0","$0","$0","26","215","6'5""",""
"","Drew VerHagen","RP","DET","24","2","34.3","42","22","22","9","25","0","3","0","1.49","5.77","0.03","0.00","$2,500,000","$2,500,000","$2,750,000","$4,492,777","26","230","6'6""",""
"","Brock Stewart","RP","LAD","17","4","34.3","28","18","13","19","29","0","0","1","1.37","3.41","-0.02","0.00","$0","$0","$0","$0","25","210","0'0""",""
"","Felix Pena","RP","CHC","25","0","34.3","35","21","20","18","37","1","0","0","1.54","5.24","-0.07","0.00","$0","$0","$0","$0","27","220","6'2""",""
"","Chasen Bradford","RP","NYM","28","0","33.7","30","17","14","13","27","2","0","0","1.28","3.74","0.30","0.00","$0","$0","$0","$0","27","229","6'1""",""
"","Blaine Hardy","RP","DET","35","0","33.3","46","24","22","13","28","1","0","0","1.77","5.94","-0.26","0.00","$0","$0","$0","$0","30","218","6'2""",""
"","Oliver Perez","RP","WSH","50","0","33.0","32","17","17","12","39","0","0","1","1.33","4.64","0.28","8.25","$0","$0","$0","$0","35","225","6'3""",""
"","Wei-Yin Chen","SP","MIA","9","5","33.0","25","14","14","9","25","2","1","0","1.03","3.82","0.44","0.00","$0","$0","$0","$0","31","200","0'0""",""
"","Chris O'Grady","SP","MIA","13","6","33.0","33","16","16","18","30","2","1","0","1.54","4.36","0.29","0.00","$0","$0","$0","$0","27","225","6'4""",""
"","Bryan Mitchell","SP","NYY","20","1","32.7","41","24","21","13","17","1","1","1","1.65","5.79","-0.29","13.91","$0","$0","$0","$0","26","210","6'3""",""
"","Austin Brice","RP","CIN","22","0","32.7","33","18","18","7","26","0","0","0","1.22","4.96","-0.05","0.00","$0","$0","$0","$0","25","238","6'4""",""
"","Matt Wisler","RP","ATL","20","1","32.3","43","31","30","13","22","0","1","0","1.73","8.35","-0.76","0.00","$2,160,000","$2,160,000","$2,160,000","$5,759,020","24","215","6'3""",""
"","Kyle Crick","RP","SF","30","0","32.3","22","13","11","17","28","0","0","0","1.21","3.06","0.43","0.00","$1,250,000","$1,250,000","$1,250,000","$4,480,664","24","225","6'4""",""
"","Carlos Estevez","RP","COL","35","0","32.3","39","21","20","14","31","5","0","0","1.64","5.57","-0.01","0.00","$3,025,000","$3,025,000","$3,025,000","$6,450,680","24","277","6'6""",""
"","A.J. Schugel","RP","PIT","32","0","32.0","31","8","7","14","27","4","0","0","1.41","1.97","0.94","0.00","$0","$0","$0","$0","28","195","6'0""",""
"","Albert Suarez","RP","SF","18","0","31.7","28","18","18","11","34","0","3","1","1.23","5.12","-0.02","0.00","$0","$0","$0","$0","27","235","6'2""",""
"","Alan Busenitz","P","MIN","28","0","31.7","22","9","7","9","23","1","1","0","0.98","1.99","0.77","0.00","$0","$0","$0","$0","26","180","6'1""",""
"","Marc Rzepczynski","RP","SEA","64","0","31.3","29","16","14","20","25","2","2","1","1.56","4.02","0.25","9.39","$0","$0","$0","$0","31","220","6'2""",""
"","Hoby Milner","RP","PHI","37","0","31.3","30","7","7","16","22","0","0","0","1.47","2.01","1.09","0.00","$705,100","$705,100","$705,100","$2,378,526","26","175","6'3""",""
"","Hisashi Iwakuma","SP","SEA","6","6","31.0","27","16","15","12","16","0","2","0","1.26","4.36","0.30","0.00","$0","$0","$0","$0","36","210","6'3""",""
"","Cesar Valdez","SP","TOR","11","4","30.7","41","29","26","11","21","1","1","0","1.70","7.63","-0.28","0.00","$0","$0","$0","$0","32","200","6'2""",""
"","Kevin Shackelford","RP","CIN","26","0","30.7","30","16","16","13","38","0","0","0","1.40","4.70","0.06","0.00","$0","$0","$0","$0","28","210","6'5""",""
"","Noah Syndergaard","SP","NYM","7","7","30.3","29","14","10","3","34","1","2","0","1.05","2.97","0.56","0.00","$21,000,000","$7,384,640","$21,000,000","$45,418,904","24","240","6'6""",""
"","Mark Melancon","RP/CL","SF","32","0","30.0","37","16","15","6","29","1","2","11","1.43","4.50","0.12","0.00","$6,000,000","$6,000,000","$7,000,000","$88,111,776","32","215","6'1""",""
"","Jose Alvarado","RP","TB","35","0","29.7","24","12","12","9","29","0","3","0","1.11","3.64","0.32","0.00","$1,900,000","$1,900,000","$1,900,000","$4,535,975","22","245","6'2""",""
"","Ricardo Pinto","RP","PHI","26","0","29.7","39","28","24","17","25","1","2","0","1.89","7.28","-0.89","0.00","$0","$0","$0","$0","23","165","6'0""",""
"","Luiz Gohara","SP","ATL","5","5","29.3","32","17","16","8","31","1","3","0","1.36","4.91","0.16","0.00","$0","$0","$0","$0","20","265","6'3""",""
"","Erik Goeddel","RP","NYM","33","0","29.0","28","17","17","11","33","0","1","0","1.35","5.28","-0.01","0.00","$0","$0","$0","$0","28","190","6'3""",""
"","David Paulino","RP","HOU","6","6","29.0","36","21","21","7","34","2","0","0","1.48","6.52","-0.35","0.00","$0","$0","$0","$0","23","215","6'7""",""
"","Johnny Barbato","RP","PIT","24","0","28.7","25","13","13","18","23","0","1","0","1.50","4.08","0.27","0.00","$0","$0","$0","$0","24","236","6'1""",""
"","Garrett Richards","SP","LAA","6","6","27.7","18","8","7","7","27","0","2","0","0.90","2.28","0.97","0.00","$0","$0","$0","$0","29","210","6'2""",""
"","Jake Barrett","RP","ARI","28","0","27.0","27","18","15","15","26","1","1","0","1.56","5.00","-0.17","0.00","$0","$0","$0","$0","25","240","6'2""",""
"","Steven Okert","RP","SF","44","0","27.0","25","18","18","11","22","1","1","0","1.33","6.00","-0.30","0.00","$709,000","$709,000","$709,000","$1,767,114","25","210","6'3""",""
"","Shawn Kelley","RP","WSH","33","0","26.0","29","21","21","11","25","3","2","4","1.54","7.27","-0.67","0.00","$0","$0","$0","$0","33","237","6'2""",""
"","Sammy Solis","RP","WSH","30","0","26.0","22","17","17","13","28","1","0","1","1.35","5.89","-0.24","0.00","$0","$0","$0","$0","28","251","6'5""",""
"","Max Fried","RP","ATL","10","4","26.0","30","15","11","12","22","1","1","0","1.62","3.81","0.16","0.00","$6,850,000","$6,850,000","$6,850,000","$14,567,338","23","190","6'4""",""
"","Jake Petricka","RP","CHW","27","0","25.7","39","21","20","6","26","1","1","0","1.75","7.01","-0.65","0.00","$0","$0","$0","$0","29","220","6'5""",""
"","Anthony Banda","RP","ARI","8","4","25.7","26","17","17","10","25","2","3","0","1.40","5.96","0.02","0.00","$0","$0","$0","$0","23","230","6'2""",""
"","Dovydas Neverauskas","RP","PIT","24","0","25.3","24","11","11","8","17","1","1","0","1.26","3.91","0.29","0.00","$0","$0","$0","$0","24","220","0'0""",""
"","Mike Wright","RP","BAL","13","0","25.0","26","16","16","7","28","0","0","0","1.32","5.76","-0.06","0.00","$0","$0","$0","$0","27","215","6'6""",""
"","Braden Shipley","SP","ARI","10","3","25.0","31","18","16","15","18","0","1","0","1.84","5.76","-0.18","0.00","$0","$0","$0","$0","25","190","6'1""",""
"","Jackson Stephens","RP","CIN","7","4","25.0","19","13","13","9","21","2","1","0","1.12","4.68","0.20","0.00","$700,000","$680,742","$700,000","$2,739,464","23","220","6'2""",""
"","Jeurys Familia","RP","NYM","26","0","24.7","21","14","12","15","25","2","2","5","1.46","4.38","-0.01","0.00","$700,000","$203,838","$700,000","$49,057,712","27","240","6'3""",""
"","Hector Velazquez","P","BOS","8","3","24.7","21","8","8","7","19","3","1","0","1.13","2.92","0.62","0.00","$0","$0","$0","$0","28","180","6'0""",""
"","Ariel Hernandez","RP","CIN","19","0","24.3","14","14","14","22","29","0","0","0","1.48","5.18","0.03","0.00","$0","$0","$0","$0","25","180","6'4""",""
"","Steven Wright","SP","BOS","5","5","24.0","40","24","22","5","13","1","3","0","1.88","8.25","-0.74","0.00","$0","$0","$0","$0","32","215","6'2""",""
"","Jarred Cosart","RP","SD","7","6","24.0","26","15","13","19","15","0","2","0","1.88","4.88","-0.04","0.00","$0","$0","$0","$0","27","206","6'3""",""
"","Raul Alcantara","RP","OAK","8","4","24.0","22","21","19","12","12","1","2","0","1.42","7.13","-0.34","0.00","$0","$0","$0","$0","24","221","6'4""",""
"","Rookie Davis","SP","CIN","7","6","24.0","38","25","23","14","20","1","3","0","2.17","8.63","-0.88","0.00","$0","$0","$0","$0","24","245","6'5""",""
"","Rex Brothers","RP","ATL","28","0","23.7","23","19","19","12","33","4","3","0","1.48","7.23","-0.44","0.00","$0","$0","$0","$0","29","205","6'0""",""
"","Grant Dayton","RP","LAD","29","0","23.7","19","13","13","12","20","1","1","0","1.31","4.94","-0.14","0.00","$0","$0","$0","$0","29","210","6'2""",""
"","Troy Scribner","RP","LAA","10","4","23.7","17","14","11","10","18","2","1","0","1.14","4.18","-0.08","0.00","$0","$0","$0","$0","25","190","6'3""",""
"","Carson Fulmer","SP","CHW","7","5","23.3","16","10","10","13","19","3","1","0","1.24","3.86","0.49","0.00","$0","$0","$0","$0","23","210","6'0""",""
"","Matt Dermody","RP","TOR","23","0","22.3","23","13","11","5","15","2","0","0","1.25","4.43","0.08","0.00","$0","$0","$0","$0","26","190","6'5""",""
"","Eduardo Paredes","RP","LAA","18","0","22.3","21","11","11","6","17","0","1","1","1.21","4.43","0.10","0.00","$0","$0","$0","$0","22","170","6'1""",""
"","Shelby Miller","RP","ARI","4","4","22.0","20","10","10","12","20","2","2","0","1.46","4.09","0.34","0.00","$0","$0","$0","$0","26","225","6'3""",""
"","Ryan Garton","RP","SEA","20","0","22.0","18","12","12","6","16","0","1","0","1.09","4.91","","0.00","$0","$0","$0","$0","27","0","0'0""",""
"","Aaron Bummer","RP","CHW","30","0","22.0","13","11","11","15","17","1","3","0","1.27","4.50","0.19","0.00","$2,500,000","$2,500,000","$3,200,000","$5,921,731","23","215","6'3""",""
"","Andrew Heaney","SP","LAA","5","5","21.7","27","17","17","9","27","1","2","0","1.66","7.06","-0.35","0.00","$8,500,000","$8,500,000","$8,500,000","$24,987,220","26","200","6'2""",""
"","Jack Flaherty","SP","STL","6","5","21.3","23","15","15","10","20","0","2","0","1.55","6.33","-0.28","0.00","$5,000,000","$5,000,000","$5,000,000","$12,210,242","21","225","6'4""",""
"","Javy Guerra","RP","MIA","16","0","21.0","23","8","7","7","12","1","1","0","1.43","3.00","0.33","0.00","$0","$0","$0","$0","31","216","6'1""",""
"","Michael Tonkin","RP","MIN","16","0","21.0","22","15","12","12","24","0","1","0","1.62","5.14","-0.16","0.00","$0","$0","$0","$0","27","220","6'7""",""
"","Jimmy Yacabonis","P","BAL","14","0","20.7","18","10","10","14","8","2","0","0","1.55","4.36","0.15","0.00","$0","$0","$0","$0","25","205","6'3""",""
"","Giovanny Gallegos","RP","NYY","16","0","20.3","21","12","11","5","22","0","1","0","1.28","4.87","0.00","0.00","$2,410,000","$2,410,000","$2,410,000","$3,985,829","25","215","6'2""",""
"","Mike Morin","RP","KC","16","0","20.0","29","16","16","5","16","0","0","0","1.70","7.20","-0.07","0.00","$0","$0","$0","$0","26","220","6'4""",""
"","Ryne Stanek","RP","TB","21","0","20.0","26","13","13","12","29","0","0","0","1.90","5.85","-0.29","0.00","$2,100,000","$2,100,000","$2,100,000","$6,353,886","25","226","6'4""",""
"","Tyler Mahle","SP","CIN","4","4","20.0","19","6","6","11","14","1","2","0","1.50","2.70","0.58","0.00","$5,200,000","$1,828,544","$5,200,000","$8,885,917","22","210","6'3""",""
"","Chris Volstad","SP","CHW","6","2","19.3","16","11","10","5","10","1","2","0","1.09","4.66","0.14","0.00","$0","$0","$0","$0","30","235","6'8""",""
"","Koda Glover","RP","WSH","23","0","19.3","20","11","11","4","17","0","1","8","1.24","5.12","-0.08","0.00","$0","$0","$0","$0","24","215","6'5""",""
"","Joe Jimenez","P","DET","24","0","19.0","31","29","27","9","17","0","2","0","2.11","12.79","-1.08","0.00","$1,790,000","$1,790,000","$1,790,000","$4,942,255","22","272","6'3""",""
"","Kyle McGrath","RP","SD","17","0","19.0","14","6","6","6","16","0","0","0","1.05","2.84","0.38","0.00","$0","$0","$0","$0","24","185","6'2""",""
"","Caleb Smith","SP","NYY","9","2","18.7","21","16","16","10","18","0","1","0","1.66","7.71","-0.30","0.00","$2,000,000","$2,000,000","$2,000,000","$5,525,334","25","205","6'2""",""
"","Chris Rowley","P","TOR","6","3","18.7","24","14","14","10","11","1","2","0","1.82","6.75","-0.21","0.00","$0","$0","$0","$0","26","195","6'2""",""
"","Zach Duke","RP","STL","27","0","18.3","13","8","8","6","12","1","1","0","1.04","3.93","0.23","0.00","$0","$0","$0","$0","34","210","6'2""",""
"","Alberto Alburquerque","RP","CHW","21","0","18.0","10","5","5","8","14","0","2","0","1.00","2.50","0.33","0.00","$0","$0","$0","$0","31","195","6'0""",""
"","Eric Skoglund","SP","KC","7","5","18.0","30","20","19","12","14","1","2","0","2.33","9.50","-0.62","0.00","$0","$0","$0","$0","24","210","6'7""",""
"","Edgar Santana","RP","PIT","19","0","18.0","16","8","7","12","20","0","0","0","1.56","3.50","0.19","0.00","$0","$0","$0","$0","25","195","6'2""",""
"","Nik Turley","RP","MIN","10","3","17.7","30","22","22","8","13","0","2","0","2.15","11.21","-0.85","0.00","$0","$0","$0","$0","27","235","6'4""",""
"","Cody Reed","RP","CIN","12","1","17.7","11","11","10","19","17","1","1","1","1.70","5.09","-0.11","0.00","$0","$0","$0","$0","24","230","6'5""",""
"","John Gant","SP","STL","7","2","17.3","17","9","9","10","11","0","1","0","1.56","4.67","0.06","0.00","$0","$0","$0","$0","24","200","6'4""",""
"","Ben Taylor","RP","BOS","14","0","17.3","20","10","10","9","18","0","1","1","1.67","5.19","-0.08","0.00","$0","$0","$0","$0","24","225","6'3""",""
"","Austin Maddox","RP","BOS","13","0","17.3","13","1","1","2","14","0","0","0","0.87","0.52","0.66","0.00","$0","$0","$0","$0","26","220","6'2""",""
"","Tim Mayza","RP","TOR","19","0","17.0","24","15","14","4","27","1","0","0","1.65","7.41","-0.35","0.00","$1,250,000","$1,250,000","$1,250,000","$2,975,058","25","220","6'3""",""
"","Josh Ravin","RP","LAD","14","0","16.7","12","12","12","9","19","0","1","1","1.26","6.48","-0.34","0.00","$0","$0","$0","$0","29","215","6'4""",""
"","Luis Santos","RP","TOR","10","0","16.7","14","5","5","4","16","0","1","1","1.08","2.70","0.52","0.00","$0","$0","$0","$0","26","185","6'0""",""
"","Carlos Ramirez","RP","TOR","12","0","16.7","6","5","5","3","14","0","0","0","0.54","2.70","0.56","0.00","$0","$0","$0","$0","26","205","6'5""",""
"","Yacksel Rios","P","PHI","13","0","16.3","15","8","8","9","17","1","0","0","1.47","4.41","0.13","0.00","$0","$0","$0","$0","24","215","6'3""",""
"","Reymin Guduan","P","HOU","22","0","16.0","24","14","14","12","16","0","0","0","2.25","7.88","-0.34","0.00","$0","$0","$0","$0","25","205","6'4""",""
"","Erick Fedde","SP","WSH","3","3","15.3","25","16","14","8","15","0","1","0","2.15","8.22","-0.45","0.00","$2,150,000","$2,150,000","$2,150,000","$6,230,357","24","200","6'4""",""
"","Andrew Kittredge","RP/CL","TB","15","0","15.3","13","4","3","6","14","0","1","0","1.24","1.76","0.33","0.00","$1,850,000","$1,850,000","$1,850,000","$3,527,618","27","230","6'1""",""
"","A.J. Minter","RP","ATL","16","0","15.0","13","5","5","2","26","0","1","0","1.00","3.00","0.34","0.00","$2,200,000","$2,200,000","$2,200,000","$5,774,183","23","215","6'0""",""
"","Henderson Alvarez","SP","PHI","3","3","14.7","14","7","7","11","6","0","1","0","1.71","4.30","0.23","0.00","$0","$0","$0","$0","27","205","0'0""",""
"","Daniel Winkler","RP","ATL","16","0","14.3","7","4","4","6","18","1","1","0","0.91","2.51","0.46","0.00","$0","$0","$0","$0","27","205","6'3""",""
"","Domingo German","RP","NYY","7","0","14.3","11","6","5","9","18","0","1","0","1.39","3.14","0.18","0.00","$1,750,000","$1,750,000","$1,750,000","$3,437,226","24","181","6'2""",""
"","Ryan Sherriff","RP","STL","13","0","14.3","13","5","5","4","15","2","1","0","1.19","3.14","0.23","0.00","$0","$0","$0","$0","27","190","6'1""",""
"","Leonel Campos","RP","TOR","13","0","13.7","11","6","4","8","15","0","0","0","1.39","2.63","0.21","0.00","$0","$0","$0","$0","29","185","6'3""",""
"","Deck McGuire","SP","CIN","6","2","13.7","10","6","4","2","11","1","1","0","0.88","2.63","0.19","0.00","$0","$0","$0","$0","28","220","0'0""",""
"","Noe Ramirez","RP","LAA","12","0","13.0","6","5","4","5","14","0","0","0","0.85","2.77","0.03","0.00","$0","$0","$0","$0","27","205","6'3""",""
"","Rob Zastryzny","P","CHC","4","0","13.0","19","13","12","7","11","0","0","0","2.00","8.31","-0.33","0.00","$0","$0","$0","$0","25","205","6'3""",""
"","Luke Farrell","P","CIN","10","1","13.0","12","8","8","10","9","0","0","0","1.69","5.54","0.21","0.00","$700,000","$161,532","$700,000","$1,552,304","26","210","6'6""",""
"","Ricardo Rodriguez","RP","TEX","16","0","13.0","17","9","9","4","11","0","1","1","1.62","6.23","-0.10","0.00","$0","$0","$0","$0","24","220","6'2""",""
"","Myles Jaye","P","DET","5","2","12.7","18","18","17","10","4","1","2","0","2.21","12.08","-0.63","0.00","$0","$0","$0","$0","25","170","6'3""",""
"","Carter Capps","RP","SD","11","0","12.3","12","9","9","2","7","0","0","0","1.13","6.57","-0.13","0.00","$0","$0","$0","$0","26","230","6'5""",""
"","Yohander Mendez","RP","TEX","7","0","12.3","13","9","7","3","7","0","1","0","1.30","5.11","-0.03","0.00","$0","$0","$0","$0","22","200","6'5""",""
