Acronimo_t,Acronimo_t_1,Agente_libre,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
KC,KC,No,6.3,6.3,2026,2026,2021,1,1,0,0,2116,196,46,14,0,0,5,3,2,2,1024,16,900,16,30,4,32,4,2.3511111111111114,6.760000000000001,1.5333333333333334,2.6,0.308641975308642,0.1890359168241966,0.5555555555555556,0.43478260869565216,0.7256515775034293,1.2778827977315688,0.8518518518518519,1.1304347826086956,25.0,2.4649,5.0,1.57,29,28,29,Kansas City Royals,Kansas City Royals,Missouri,3982411,3393711,2916.0,529.0,54.0,23.0,2,1,52,16,163,59,Kyle Zimmer,1,0,1,0,588700,208703,4,4,225.0,225,9,9,0.31901840490797545,0.2711864406779661,RP,RP,0.4601226993865031,0.423728813559322,4,0,2,0,2116,676,46,26,588700,208704,588700,563500,0.006,0.006,588700,563500,557.9044,0.0,23.62,0.0,588700,563500,41500000,7550000,588700,563500,75,25,1.5011196963456546,0.5184,1.22520190023753,0.72,1.9880999999999998,1.0816000000000001,1.41,1.04,2,2,900,100,30,10,16,1,4,1,13.285671995016353,13.285671995016353,13.285671995016353
CHW,TEX,No,6.5,6.5,0,0,2021,3,3,3,2,15129,4096,123,64,1333334,1333333,2,4,2,2,2704,1156,2209,961,47,31,52,34,15.29679012345679,12.6736,3.911111111111111,3.56,0.08215343421639823,0.08857709750566893,0.28662420382165604,0.2976190476190476,1.2566838411294576,1.122590702947846,1.1210191082802548,1.0595238095238095,7.2360999999999995,11.0224,2.69,3.32,31,31,34,Chicago White Sox,Texas Rangers,Illinois,61440917,53440917,24649.0,7056.0,157.0,84.0,28,13,28,13,162,59,Lance Lynn,36,9,6,3,8000000,4703704,6,2,270.0,270,11,8,0.1728395061728395,0.22033898305084745,SP,SP,0.5740740740740741,0.3728813559322034,0,0,0,0,30976,7921,176,89,9333334,5037037,8000000,10000000,0.066,0.078,9333334,11333333,8609.984100000001,5176.802500000001,92.79,71.95,10000000,10000000,57000000,55750000,30000000,30000000,93,22,28.5156,4.7961,5.34,2.19,1.1449,1.1236000000000002,1.07,1.06,3,0,2025,625,45,25,121,36,11,6,16.04910285089994,15.89495209964411,16.04910285089994
HOU,HOU,No,6.1,6.1,2022,2022,2021,1,1,0,0,14884,1936,122,44,0,0,5,3,2,2,3481,841,3249,576,57,24,59,29,5.925380886426592,7.839999999999999,2.4342105263157894,2.8,0.2192755176378985,0.1322314049586777,0.46826863832409116,0.36363636363636365,1.2992909610729009,1.0366942148760327,1.139864448552064,1.018181818181818,9.985600000000002,15.4449,3.16,3.93,27,26,27,Houston Astros,Houston Astros,Texas,18463232,11963232,26341.290000000005,3025.0,162.3,55.0,28,11,30,11,162,60,Lance McCullers,25,9,5,3,6500000,1518519,4,3,202.0,202,15,14,0.18518518518518517,0.18333333333333332,SP,SP,0.5864197530864198,0.4833333333333333,0,0,0,0,34225,3136,185,56,6500000,1518519,6500000,4100000,0.034,0.018,6500000,4100000,4517.1840999999995,3824.1856000000002,67.21,61.84,6500000,4100000,76100000,15650000,6500000,4100000,95,29,11.4921,0.17639999999999997,3.39,0.42,1.4884,1.3456,1.22,1.16,1,1,5776,400,76,20,169,9,13,3,15.687312734865866,15.687312734865866,15.687312734865866
CHW,OAK,Si,6.0,6.0,2025,2021,2021,3,1,1,1,2025,196,45,14,333333,0,2,2,2,5,529,36,400,25,20,5,23,6,260.59183673469386,152.11111111111111,16.142857142857142,12.333333333333334,0.009720293592541162,0.014060522738989828,0.09859154929577464,0.11857707509881422,2.533029160880778,2.1387617366307863,1.591549295774648,1.4624505928853755,6.4516,3.1684,2.54,1.78,31,30,32,Chicago White Sox,Oakland Athletics,Illinois,20819843,8819843,5041.0,640.09,71.0,25.3,0,0,69,24,162,60,Liam Hendriks,9,1,3,1,12000000,1962963,6,15,235.0,235,11,29,0.42592592592592593,0.4,RP/CL,RP/CL,0.5740740740740741,0.6,1444,196,38,14,12769,1369,113,37,11333333,1962963,11000000,5300000,0.08,0.054,11333333,5300000,5671.596100000001,9860.49,75.31,99.3,18000000,5300000,57000000,7500000,54000000,5300000,93,36,6.708099999999999,1.9880999999999998,2.59,1.41,0.5328999999999999,0.4489000000000001,0.73,0.67,3,9,49,9,7,3,64,9,8,3,16.24325876450056,16.213405830762646,16.24325876450056
SF,SF,No,6.2,6.2,0,0,2021,1,1,0,0,16384,3721,128,61,0,0,8,3,5,5,2809,1444,2500,1089,50,33,53,38,19.26234567901235,3.6736111111111116,4.388888888888889,1.9166666666666667,0.0589281354110351,0.19535423216629533,0.2427511800404585,0.44198895027624313,1.1350941145070061,0.7176554778886821,1.0654079568442345,0.847145488029466,9.1809,29.920899999999996,3.03,5.47,24,23,24,San Francisco Giants,San Francisco Giants,California,1345877,781757,21992.890000000003,2948.49,148.3,54.3,26,11,28,13,163,60,Logan Webb,9,16,3,4,564120,209861,23,23,220.0,220,27,26,0.17177914110429449,0.21666666666666667,SP,SP,0.6625766871165644,0.4833333333333333,0,0,0,0,24964,2116,158,46,564120,209861,583000,566625,0.003,0.003,583000,566625,9271.7641,1550.7844000000002,96.29,39.38,583000,566625,36200000,18250000,583000,566625,108,29,14.2884,0.38616860499155536,3.78,0.6214246575342464,1.2321000000000002,2.4336,1.11,1.56,8,8,1296,576,36,24,121,9,11,3,13.243022273806176,13.27594246533263,13.27594246533263
OAK,OAK,No,6.5,6.5,0,0,2021,1,1,0,0,3364,256,58,16,0,0,5,2,5,5,1024,100,676,100,26,10,32,10,3.8832179930795854,6.760000000000001,1.9705882352941178,2.6,0.2128251059983173,0.18419937740610437,0.46132971506105835,0.4291845493562232,0.8264462809917354,1.2451877912652654,0.9090909090909091,1.1158798283261802,10.112400000000001,14.8996,3.18,3.86,29,28,29,Oakland Athletics,Oakland Athletics,California,2255216,1342716,5431.6900000000005,542.89,73.7,23.3,0,0,71,20,162,60,Lou Trivino,64,0,8,0,912500,210556,15,15,235.0,235,29,29,0.4382716049382716,0.3333333333333333,RP,RP,0.5308641975308642,0.6,484,0,22,0,4489,676,67,26,912500,210556,912500,568500,0.01,0.006,912500,568500,7074.4920999999995,499.52250000000004,84.11,22.35,912500,568500,21300000,7500000,912500,568500,86,36,1.3456,0.0529,1.16,0.23,1.5625,1.2321000000000002,1.25,1.11,9,9,1156,100,34,10,49,0,7,0,13.723943364438783,13.723943364438783,13.723943364438783
CHW,CHW,No,6.6,6.6,2024,0,2021,1,1,0,0,21025,2209,145,47,0,0,2,5,2,2,5476,961,4900,784,70,28,74,31,14.941198224852071,12.001275510204083,3.8653846153846154,3.4642857142857144,0.08467546343689063,0.1499821131025828,0.2909904868494684,0.3872752420470263,1.265152883991797,1.7999766609466858,1.1247901510912144,1.3416320885200554,12.460899999999999,12.1104,3.53,3.48,26,25,26,Chicago White Sox,Chicago White Sox,Illinois,8663212,4513212,31933.689999999995,5227.29,178.7,72.3,31,12,31,12,162,60,Lucas Giolito,81,9,9,3,4150000,232222,6,6,245.0,245,11,10,0.19135802469135801,0.2,SP,SP,0.5740740740740741,0.5833333333333334,0,0,0,0,40401,9409,201,97,4150000,232222,4150000,627000,0.029,0.004,4150000,627000,7477.0608999999995,7509.955599999999,86.47,86.66,4150000,627000,57000000,151500000,4150000,627000,93,35,17.64,0.6723999999999999,4.2,0.82,1.2100000000000002,1.0816000000000001,1.1,1.04,3,3,2704,784,52,28,121,16,11,4,15.238618892206881,15.238618892206881,15.238618892206881
CIN,CIN,No,6.2,6.2,0,0,2021,1,1,1,1,1156,169,34,13,0,0,1,4,2,2,676,100,529,49,23,7,26,10,17.82716049382716,9.553719008264462,4.222222222222222,3.090909090909091,0.1466727025803531,0.18319732319944287,0.3829787234042553,0.42801556420233466,2.6147578089633314,1.7502157489136851,1.6170212765957446,1.3229571984435797,19.360000000000003,6.0516,4.4,2.46,26,25,27,Cincinnati Reds,Cincinnati Reds,Ohio,3019883,2421383,2209.0,660.49,47.0,25.7,0,0,47,20,163,59,Lucas Sims,9,0,3,0,598500,213889,10,10,225.0,225,16,16,0.2883435582822086,0.3389830508474576,RP,RP,0.50920245398773,0.5254237288135594,49,0,7,0,5776,1156,76,34,598500,213889,598500,577500,0.005,0.004,598500,577500,0.0,7072.8099999999995,0.0,84.1,598500,577500,1500000,144825000,598500,577500,83,31,0.5041,0.2916,0.71,0.54,1.2321000000000002,0.8835999999999999,1.11,0.94,5,5,324,121,18,11,25,9,5,3,13.302181803980165,13.302181803980165,13.302181803980165
CIN,CIN,No,6.2,6.2,2024,2024,2021,1,1,0,0,32761,3844,181,62,0,0,1,4,2,2,8836,961,6889,625,83,25,94,31,6.5536,13.751736111111112,2.56,3.7083333333333335,0.15965921202431135,0.11755102040816327,0.3995737879595099,0.34285714285714286,1.0463426119225272,1.6165306122448977,1.0229088971763454,1.2714285714285714,15.8404,10.3041,3.98,3.21,28,27,28,Cincinnati Reds,Cincinnati Reds,Ohio,5853464,1653464,35231.28999999999,4900.0,187.7,70.0,33,12,33,12,163,59,Luis Castillo,256,36,16,6,4200000,245741,10,10,200.0,200,16,16,0.20245398773006135,0.2033898305084746,SP,SP,0.50920245398773,0.5254237288135594,0,0,0,0,36864,7921,192,89,4200000,245741,4200000,663500,0.033,0.004,4200000,663500,6272.64,6725.6401000000005,79.2,82.01,4200000,663500,1500000,144825000,4200000,663500,83,31,19.9809,1.2100000000000002,4.47,1.1,1.8496000000000004,1.5129,1.36,1.23,5,5,5625,576,75,24,64,16,8,4,15.250595083253597,15.250595083253597,15.250595083253597
CIN,NYY,No,6.0,6.0,2024,2024,2021,1,1,1,1,3025,400,55,20,0,0,1,2,2,2,576,100,324,64,18,8,24,10,8.077562326869806,5.897959183673469,2.8421052631578947,2.4285714285714284,0.0862379929719619,0.1040582726326743,0.2936630602782071,0.3225806451612903,0.6965927631751825,0.6137314447110791,0.8346213292117465,0.783410138248848,6.300099999999999,11.0224,2.51,3.32,28,27,29,Cincinnati Reds,New York Yankees,Ohio,3459058,1737273,4186.09,470.89,64.7,21.7,0,0,53,16,163,60,Luis Cessa,4,0,2,0,1050000,331481,10,40,208.0,208,16,56,0.32515337423312884,0.26666666666666666,RP,RP,0.50920245398773,0.55,0,1,0,1,2916,289,54,17,378215,331481,1050000,895000,0.003,0.003,1050000,895000,4788.64,0.0,69.2,0.0,1050000,895000,1500000,336500000,1050000,895000,83,33,0.5041,0.0625,0.71,0.25,1.2995999999999999,1.5625,1.14,1.25,5,27,361,49,19,7,25,0,5,0,12.843218095974729,13.864300722133706,13.864300722133706
STL,HOU,No,6.2,6.1,2022,0,2021,1,1,1,0,625,49,25,7,0,0,2,3,2,2,144,16,144,16,12,4,12,4,18.0625,3.24,4.25,1.8,0.057715373030688355,0.16524555489457332,0.24024024024024027,0.4065040650406504,1.0424839253668083,0.5353955978584176,1.021021021021021,0.7317073170731707,10.497600000000002,8.526399999999999,3.24,2.92,33,23,34,St. Louis Cardinals,Houston Astros,Missouri,4617010,93450,1108.8899999999999,151.29000000000002,33.3,12.3,0,1,34,5,161,60,Luis Garcia,1,1,1,1,263762,93450,23,3,240.0,244,31,14,0.2111801242236025,0.08333333333333333,RP,RP,0.5527950310559007,0.4833333333333333,4,0,2,0,1156,81,34,9,263762,93450,570500,18690,0.002,0.001,570500,18690,0.0,0.0,0.0,0.0,570500,563500,17000000,15650000,570500,563500,89,29,0.12249999999999998,0.10890000000000001,0.35,0.33,0.9801,0.9409,0.99,0.97,11,1,64,25,8,5,1,0,1,0,12.48280246036776,13.254268448284268,13.254268448284268
STL,WSH,No,6.2,6.2,2022,0,2021,1,1,1,1,625,49,25,7,0,0,2,10,2,1,144,16,144,16,12,4,12,4,18.0625,3.24,4.25,1.8,0.057715373030688355,0.16524555489457332,0.24024024024024027,0.4065040650406504,1.0424839253668083,0.5353955978584176,1.021021021021021,0.7317073170731707,10.497600000000002,8.526399999999999,3.24,2.92,33,19,34,St. Louis Cardinals,Washington Nationals,Missouri,4617010,1440175,1108.8899999999999,151.29000000000002,33.3,12.3,0,1,34,5,161,62,Luis Garcia,1,1,1,1,263762,140175,23,1,240.0,211,31,6,0.2111801242236025,0.08064516129032258,RP,SS,0.5527950310559007,0.4193548387096774,4,0,2,0,1156,81,34,9,263762,140175,570500,563500,0.002,0.002,570500,563500,0.0,0.0,0.0,0.0,570500,563500,17000000,316750000,570500,563500,89,26,0.12249999999999998,0.10890000000000001,0.35,0.33,0.9801,0.9409,0.99,0.97,11,1,64,25,8,5,1,0,1,0,12.48280246036776,13.254268448284268,13.254268448284268
WSH,HOU,No,6.2,6.1,0,0,2021,1,1,1,0,625,49,25,7,0,0,6,3,1,2,144,16,144,16,12,4,12,4,18.0625,3.24,4.25,1.8,0.057715373030688355,0.16524555489457332,0.24024024024024027,0.4065040650406504,1.0424839253668083,0.5353955978584176,1.021021021021021,0.7317073170731707,10.497600000000002,8.526399999999999,3.24,2.92,20,23,21,Washington Nationals,Houston Astros,Washington DC,1743808,93450,1108.8899999999999,151.29000000000002,33.3,12.3,0,1,34,5,162,60,Luis Garcia,1,1,1,1,303633,93450,1,3,211.0,244,6,14,0.20987654320987653,0.08333333333333333,SS,RP,0.4012345679012346,0.4833333333333333,4,0,2,0,1156,81,34,9,303633,93450,570500,18690,0.002,0.001,570500,18690,0.0,0.0,0.0,0.0,570500,563500,28000000,15650000,570500,563500,65,29,0.12249999999999998,0.10890000000000001,0.35,0.33,0.9801,0.9409,0.99,0.97,1,1,64,25,8,5,1,0,1,0,12.623575014248841,13.254268448284268,13.254268448284268
HOU,WSH,No,6.1,6.2,0,0,2021,1,1,0,1,17424,49,132,7,0,0,5,10,2,1,3844,16,3249,16,57,4,62,4,11.1556,3.24,3.34,1.8,0.1036566328428163,0.16524555489457332,0.3219575016097875,0.4065040650406504,1.1563519333413217,0.5353955978584176,1.0753380553766902,0.7317073170731707,10.889999999999999,8.526399999999999,3.3,2.92,24,19,24,Houston Astros,Washington Nationals,Texas,673550,1440175,24118.090000000004,151.29000000000002,155.3,12.3,28,1,30,5,162,62,Luis Garcia,64,1,8,1,580100,140175,4,1,244.0,211,15,6,0.18518518518518517,0.08064516129032258,RP,SS,0.5864197530864198,0.4193548387096774,0,0,0,0,27889,81,167,9,580100,140175,580100,563500,0.003,0.002,580100,563500,0.0,0.0,0.0,0.0,580100,563500,76100000,316750000,580100,563500,95,26,6.864400000000001,0.10890000000000001,2.62,0.33,1.3688999999999998,0.9409,1.17,0.97,1,1,2500,25,50,5,121,0,11,0,13.270955781454155,13.270955781454155,13.270955781454155
HOU,HOU,No,6.1,6.1,0,0,2021,1,1,0,0,625,49,25,7,0,0,5,3,2,2,144,16,144,16,12,4,12,4,18.0625,3.24,4.25,1.8,0.057715373030688355,0.16524555489457332,0.24024024024024027,0.4065040650406504,1.0424839253668083,0.5353955978584176,1.021021021021021,0.7317073170731707,10.497600000000002,8.526399999999999,3.24,2.92,24,23,24,Houston Astros,Houston Astros,Texas,673550,93450,1108.8899999999999,151.29000000000002,33.3,12.3,0,1,34,5,162,60,Luis Garcia,1,1,1,1,580100,93450,4,3,244.0,244,15,14,0.20987654320987653,0.08333333333333333,RP,RP,0.5864197530864198,0.4833333333333333,4,0,2,0,1156,81,34,9,580100,93450,580100,18690,0.003,0.001,580100,18690,0.0,0.0,0.0,0.0,580100,563500,76100000,15650000,580100,563500,95,29,0.12249999999999998,0.10890000000000001,0.35,0.33,0.9801,0.9409,0.99,0.97,1,1,64,25,8,5,1,0,1,0,13.270955781454155,13.270955781454155,13.270955781454155
WSH,WSH,No,6.2,6.2,0,0,2021,1,1,1,1,625,49,25,7,0,0,6,10,1,1,144,16,144,16,12,4,12,4,18.0625,3.24,4.25,1.8,0.057715373030688355,0.16524555489457332,0.24024024024024027,0.4065040650406504,1.0424839253668083,0.5353955978584176,1.021021021021021,0.7317073170731707,10.497600000000002,8.526399999999999,3.24,2.92,20,19,21,Washington Nationals,Washington Nationals,Washington DC,1743808,1440175,1108.8899999999999,151.29000000000002,33.3,12.3,0,1,34,5,162,62,Luis Garcia,1,1,1,1,303633,140175,1,1,211.0,211,6,6,0.20987654320987653,0.08064516129032258,SS,SS,0.4012345679012346,0.4193548387096774,4,0,2,0,1156,81,34,9,303633,140175,570500,563500,0.002,0.002,570500,563500,0.0,0.0,0.0,0.0,570500,563500,28000000,316750000,570500,563500,65,26,0.12249999999999998,0.10890000000000001,0.35,0.33,0.9801,0.9409,0.99,0.97,1,1,64,25,8,5,1,0,1,0,12.623575014248841,13.254268448284268,13.254268448284268
WSH,HOU,No,6.2,6.1,0,0,2021,1,1,1,0,17424,49,132,7,0,0,6,3,1,2,3844,16,3249,16,57,4,62,4,11.1556,3.24,3.34,1.8,0.1036566328428163,0.16524555489457332,0.3219575016097875,0.4065040650406504,1.1563519333413217,0.5353955978584176,1.0753380553766902,0.7317073170731707,10.889999999999999,8.526399999999999,3.3,2.92,20,23,21,Washington Nationals,Houston Astros,Washington DC,1743808,93450,24118.090000000004,151.29000000000002,155.3,12.3,28,1,30,5,162,60,Luis Garcia,64,1,8,1,303633,93450,1,3,211.0,244,6,14,0.18518518518518517,0.08333333333333333,SS,RP,0.4012345679012346,0.4833333333333333,0,0,0,0,27889,81,167,9,303633,93450,570500,18690,0.002,0.001,570500,18690,0.0,0.0,0.0,0.0,570500,563500,28000000,15650000,570500,563500,65,29,6.864400000000001,0.10890000000000001,2.62,0.33,1.3688999999999998,0.9409,1.17,0.97,1,1,2500,25,50,5,121,0,11,0,12.623575014248841,13.254268448284268,13.254268448284268
HOU,HOU,No,6.1,6.1,0,0,2021,1,1,0,0,17424,49,132,7,0,0,5,3,2,2,3844,16,3249,16,57,4,62,4,11.1556,3.24,3.34,1.8,0.1036566328428163,0.16524555489457332,0.3219575016097875,0.4065040650406504,1.1563519333413217,0.5353955978584176,1.0753380553766902,0.7317073170731707,10.889999999999999,8.526399999999999,3.3,2.92,24,23,24,Houston Astros,Houston Astros,Texas,673550,93450,24118.090000000004,151.29000000000002,155.3,12.3,28,1,30,5,162,60,Luis Garcia,64,1,8,1,580100,93450,4,3,244.0,244,15,14,0.18518518518518517,0.08333333333333333,RP,RP,0.5864197530864198,0.4833333333333333,0,0,0,0,27889,81,167,9,580100,93450,580100,18690,0.003,0.001,580100,18690,0.0,0.0,0.0,0.0,580100,563500,76100000,15650000,580100,563500,95,29,6.864400000000001,0.10890000000000001,2.62,0.33,1.3688999999999998,0.9409,1.17,0.97,1,1,2500,25,50,5,121,0,11,0,13.270955781454155,13.270955781454155,13.270955781454155
HOU,WSH,No,6.1,6.2,0,0,2021,1,1,0,1,625,49,25,7,0,0,5,10,2,1,144,16,144,16,12,4,12,4,18.0625,3.24,4.25,1.8,0.057715373030688355,0.16524555489457332,0.24024024024024027,0.4065040650406504,1.0424839253668083,0.5353955978584176,1.021021021021021,0.7317073170731707,10.497600000000002,8.526399999999999,3.24,2.92,24,19,24,Houston Astros,Washington Nationals,Texas,673550,1440175,1108.8899999999999,151.29000000000002,33.3,12.3,0,1,34,5,162,62,Luis Garcia,1,1,1,1,580100,140175,4,1,244.0,211,15,6,0.20987654320987653,0.08064516129032258,RP,SS,0.5864197530864198,0.4193548387096774,4,0,2,0,1156,81,34,9,580100,140175,580100,563500,0.003,0.002,580100,563500,0.0,0.0,0.0,0.0,580100,563500,76100000,316750000,580100,563500,95,26,0.12249999999999998,0.10890000000000001,0.35,0.33,0.9801,0.9409,0.99,0.97,1,1,64,25,8,5,1,0,1,0,13.270955781454155,13.270955781454155,13.270955781454155
STL,HOU,No,6.2,6.1,2022,0,2021,1,1,1,0,17424,49,132,7,0,0,2,3,2,2,3844,16,3249,16,57,4,62,4,11.1556,3.24,3.34,1.8,0.1036566328428163,0.16524555489457332,0.3219575016097875,0.4065040650406504,1.1563519333413217,0.5353955978584176,1.0753380553766902,0.7317073170731707,10.889999999999999,8.526399999999999,3.3,2.92,33,23,34,St. Louis Cardinals,Houston Astros,Missouri,4617010,93450,24118.090000000004,151.29000000000002,155.3,12.3,28,1,30,5,161,60,Luis Garcia,64,1,8,1,263762,93450,23,3,240.0,244,31,14,0.18633540372670807,0.08333333333333333,RP,RP,0.5527950310559007,0.4833333333333333,0,0,0,0,27889,81,167,9,263762,93450,570500,18690,0.002,0.001,570500,18690,0.0,0.0,0.0,0.0,570500,563500,17000000,15650000,570500,563500,89,29,6.864400000000001,0.10890000000000001,2.62,0.33,1.3688999999999998,0.9409,1.17,0.97,11,1,2500,25,50,5,121,0,11,0,12.48280246036776,13.254268448284268,13.254268448284268
WSH,WSH,No,6.2,6.2,0,0,2021,1,1,1,1,17424,49,132,7,0,0,6,10,1,1,3844,16,3249,16,57,4,62,4,11.1556,3.24,3.34,1.8,0.1036566328428163,0.16524555489457332,0.3219575016097875,0.4065040650406504,1.1563519333413217,0.5353955978584176,1.0753380553766902,0.7317073170731707,10.889999999999999,8.526399999999999,3.3,2.92,20,19,21,Washington Nationals,Washington Nationals,Washington DC,1743808,1440175,24118.090000000004,151.29000000000002,155.3,12.3,28,1,30,5,162,62,Luis Garcia,64,1,8,1,303633,140175,1,1,211.0,211,6,6,0.18518518518518517,0.08064516129032258,SS,SS,0.4012345679012346,0.4193548387096774,0,0,0,0,27889,81,167,9,303633,140175,570500,563500,0.002,0.002,570500,563500,0.0,0.0,0.0,0.0,570500,563500,28000000,316750000,570500,563500,65,26,6.864400000000001,0.10890000000000001,2.62,0.33,1.3688999999999998,0.9409,1.17,0.97,1,1,2500,25,50,5,121,0,11,0,12.623575014248841,13.254268448284268,13.254268448284268
STL,WSH,No,6.2,6.2,2022,0,2021,1,1,1,1,17424,49,132,7,0,0,2,10,2,1,3844,16,3249,16,57,4,62,4,11.1556,3.24,3.34,1.8,0.1036566328428163,0.16524555489457332,0.3219575016097875,0.4065040650406504,1.1563519333413217,0.5353955978584176,1.0753380553766902,0.7317073170731707,10.889999999999999,8.526399999999999,3.3,2.92,33,19,34,St. Louis Cardinals,Washington Nationals,Missouri,4617010,1440175,24118.090000000004,151.29000000000002,155.3,12.3,28,1,30,5,161,62,Luis Garcia,64,1,8,1,263762,140175,23,1,240.0,211,31,6,0.18633540372670807,0.08064516129032258,RP,SS,0.5527950310559007,0.4193548387096774,0,0,0,0,27889,81,167,9,263762,140175,570500,563500,0.002,0.002,570500,563500,0.0,0.0,0.0,0.0,570500,563500,17000000,316750000,570500,563500,89,26,6.864400000000001,0.10890000000000001,2.62,0.33,1.3688999999999998,0.9409,1.17,0.97,11,1,2500,25,50,5,121,0,11,0,12.48280246036776,13.254268448284268,13.254268448284268
ATL,ATL,No,6.2,6.2,0,0,2021,1,1,0,0,2025,1521,45,39,0,0,6,7,1,1,225,529,196,400,14,20,15,23,5.826397146254458,2.366863905325444,2.413793103448276,1.5384615384615385,0.20726078138053916,0.24432910696988536,0.4552590266875981,0.49429657794676807,1.2075836251660426,0.5782937443074209,1.0989010989010988,0.7604562737642585,3.9204,46.785599999999995,1.98,6.84,29,28,29,Atlanta Braves,Atlanta Braves,Georgia,6224145,4324145,4057.6900000000005,691.69,63.7,26.3,0,0,71,19,161,60,Luke Jackson,4,0,2,0,1900000,675926,18,18,210.0,210,27,26,0.4409937888198758,0.31666666666666665,RP,RP,0.546583850931677,0.5833333333333334,0,0,0,0,4900,400,70,20,1900000,675926,1900000,1825000,0.012,0.011,1900000,1825000,5310.036900000001,71.2336,72.87,8.44,1900000,1825000,94240000,95750000,1900000,1825000,88,35,5.3361,0.38616860499155536,2.31,0.6214246575342464,1.3456,3.9204,1.16,1.98,4,3,841,169,29,13,4,4,2,2,14.457364444136669,14.457364444136669,14.457364444136669
ARI,ARI,No,6.2,6.2,2024,0,2021,1,1,0,0,3364,3969,58,63,0,0,5,4,1,1,1156,1521,961,1444,31,38,34,39,9.610000000000001,9.33641975308642,3.1,3.0555555555555554,0.09266788524935768,0.11982248520710058,0.30441400304414,0.34615384615384615,0.8905383772463273,1.1187130177514792,0.943683409436834,1.0576923076923077,18.0625,43.2964,4.25,6.58,27,26,27,Arizona Diamondbacks,Arizona Diamondbacks,Arizona,5427240,3477240,4316.490000000001,2704.0,65.7,52.0,13,12,13,12,163,60,Luke Weaver,36,81,6,9,1950000,221111,1,1,170.0,170,6,6,0.07975460122699386,0.2,SP,SP,0.3251533742331288,0.4166666666666667,0,0,0,0,3844,3025,62,55,1950000,221111,1950000,597000,0.021,0.003,1950000,597000,0.0,723.0721,0.0,26.89,1950000,597000,8500000,24650000,1950000,597000,53,25,0.8835999999999999,0.38616860499155536,0.94,0.6214246575342464,1.4161,2.4336,1.19,1.56,1,1,400,324,20,18,9,1,3,1,14.48333993053993,14.48333993053993,14.48333993053993
