Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_inicio_de_contrato_t,Anio_inicio_de_contrato_t_1,Anios_de_contrato_t,Anios_de_contrato_t_1,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Edad_t_1,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
KC,KC,6.3,6.3,2019,2025,0,2019,2018,1,1,1,4,1,2,0,1,0,1,0,0,5,6,2,2,25,24,26,25,Kansas City Royals,Kansas City Royals,Missouri,1537501,975251,0,0,0,0,1521,289,39,17,162,162,Jorge Lopez,0.0,2.25,0.0,1.5,4,4,200,200,9,9,0.0,0.25,0.0,0.5,0.058080999999999994,0.011024999999999998,0.241,0.105,SP,SP,0.3580246913580246,0.4938271604938271,0,4,0,2,562250,137710,562250,545000,562250,545000,54.908100000000005,649.2304,7.41,25.48,15700000,16775000,562250,545000,58,80,1.7956000000000003,0.06760000000000001,-1.34,0.26,2,2,13.239701869821562,13.239701869821562,13.239701869821562
KC,KC,6.4,6.4,2019,2022,2022,2012,2012,9,9,346921,49729,589,223,24336,3481,156,59,666667,666667,5,6,2,2,19,19,27,26,Kansas City Royals,Kansas City Royals,Missouri,26000000,22000000,2304,81,48,9,26244,3721,162,61,162,162,Jorge Soler,0.8500840000000001,0.6723999999999999,0.922,0.82,4,4,230,230,9,9,0.07022500000000001,0.07022500000000001,0.265,0.265,1.0,0.142129,1.0,0.377,DH,LF,0.3580246913580246,0.4938271604938271,13689,784,117,28,4666667,4666667,4000000,4000000,4666667,4666667,8361.2736,0.0,91.44,0.0,15700000,16775000,30000000,30000000,58,80,13.3225,0.7921,3.65,0.89,2,2,15.355955670339991,15.201804919084164,15.355955670339991
CHW,CHW,6.3,6.3,2019,2020,2020,2019,2018,1,1,401956,249001,634,499,32400,17424,180,132,0,0,3,2,2,2,31,30,32,31,Chicago White Sox,Chicago White Sox,Illinois,73855000,57840000,1089,484,33,22,25281,16384,159,128,161,162,Jose Abreu,0.695556,0.636804,0.834,0.798,6,6,235,235,9,9,0.08065599999999999,0.07022500000000001,0.284,0.265,0.976144,0.6241000000000001,0.988,0.79,DH,1B,0.4472049689440994,0.382716049382716,15129,6084,123,78,16015000,13000000,16000000,13000000,16015000,13000000,2327.0976,2086.6624,48.24,45.68,24500000,19750000,16000000,13000000,72,62,6.002500000000001,3.9601,2.45,1.99,3,3,16.589036341025395,16.588099280204055,16.589036341025395
HOU,HOU,5.6,5.6,2019,2025,2025,2018,2018,7,7,250000,285156,500,534,22201,28561,149,169,3000000,3000000,3,2,2,2,27,27,29,28,Houston Astros,Houston Astros,Texas,47241585,30741585,961,169,31,13,15376,18769,124,137,161,162,Jose Altuve,0.815409,0.700569,0.903,0.837,3,2,166,166,13,12,0.088804,0.10048900000000001,0.298,0.317,0.585225,0.7157159999999999,0.765,0.846,2B,2B,0.6583850931677019,0.6358024691358025,5476,3721,74,61,9500000,9000000,6500000,6000000,9500000,9000000,3645.7444000000005,1901.8320999999999,60.38,43.61,42250000,23500000,163500000,163500000,106,103,14.2129,26.2144,3.77,5.12,1,1,16.06680235657077,15.687312734865866,16.06680235657077
MIN,MIN,6.0,6.0,2019,2023,0,2019,2018,1,1,16,16,4,4,0,0,0,0,0,0,4,6,1,1,24,23,25,24,Minnesota Twins,Minnesota Twins,Minnesota,3480202,2860202,0,0,0,0,1024,1024,32,32,162,162,Jose Berrios,0.04000000000000001,0.0,0.2,0.0,6,6,205,205,16,15,0.0,0.0,0.0,0.0,0.039204,0.039204,0.198,0.198,SP,SP,0.6234567901234568,0.4814814814814814,0,0,0,0,620000,570000,620000,570000,620000,570000,7609.072900000001,7130.1136,87.23,84.44,46800000,52250000,620000,570000,101,78,11.0224,15.132100000000001,3.32,3.89,3,3,13.337474757021274,13.337474757021274,13.337474757021274
STL,STL,6.6,6.6,2019,2023,0,2019,2018,2,1,111556,285156,334,534,8100,26569,90,163,125000,0,1,3,2,2,30,29,30,29,St. Louis Cardinals,St. Louis Cardinals,Missouri,2420271,1170271,100,289,10,17,16384,23104,128,152,162,162,Jose Martinez,0.564001,0.6740409999999999,0.751,0.821,23,23,215,215,29,28,0.0729,0.093025,0.27,0.305,0.6241000000000001,0.8798439999999998,0.79,0.938,1B,1B,0.5617283950617284,0.5432098765432098,1764,6889,42,83,1125000,560400,1000000,560400,1125000,560400,460.10249999999996,4015.7569,21.45,63.37,25000000,28000000,3250000,560400,91,88,0.0625,2.2201,-0.25,1.49,11,11,13.933293593620657,13.815510557964274,13.933293593620657
CIN,CIN,6.0,6.0,2019,0,0,2019,2018,1,1,141376,399424,376,632,8100,33124,90,182,0,0,1,3,2,2,24,23,25,24,Cincinnati Reds,Cincinnati Reds,Ohio,4620455,1845455,36,196,6,14,19881,24964,141,158,162,162,Jose Peraza,0.398161,0.5505639999999999,0.631,0.742,10,10,210,210,15,15,0.057121,0.08294399999999999,0.239,0.288,0.7569,0.9506249999999999,0.87,0.975,SS,SS,0.4629629629629629,0.4135802469135802,1089,3364,33,58,2775000,570000,2775000,570000,2775000,570000,32.0356,4179.6225,5.66,64.65,2000000,10250000,2775000,570000,75,67,0.8281000000000001,5.107599999999999,-0.91,2.26,5,5,14.836161305162673,14.836161305162673,14.836161305162673
PHI,SD,6.0,6.0,2019,0,0,2019,2018,1,1,484,191844,22,438,16,11881,4,109,0,0,4,3,2,5,29,28,29,28,Philadelphia Phillies,San Diego Padres,Pennsylvania,2459229,2220991,1,25,1,5,196,21316,14,146,162,162,Jose Pirela,0.376996,0.41602500000000003,0.614,0.645,7,2,220,220,14,5,0.033124,0.062001,0.182,0.249,0.007395999999999999,0.811801,0.086,0.901,2B,2B,0.5,0.4074074074074074,4,1024,2,32,83538,556200,575500,556200,575500,556200,0.0,215.7961,0.0,14.69,403000000,149500000,575500,556200,81,66,0.0256,0.0036,-0.16,-0.06,2,0,11.333056897137341,13.262994507144075,13.262994507144075
CHC,CHC,6.1,6.1,2019,2021,2021,2014,2014,5,5,2916,2704,54,52,25,16,5,4,0,0,5,7,2,2,24,24,30,29,Chicago Cubs,Chicago Cubs,Illinois,36898852,26398852,0,0,0,0,1024,1024,32,32,162,163,Jose Quintana,0.04161599999999999,0.023716,0.204,0.154,17,17,220,220,20,20,0.008649,0.005929,0.093,0.077,0.039204,0.038416000000000006,0.198,0.196,SP,SP,0.5185185185185185,0.5828220858895705,9,0,3,0,10500000,8850000,10500000,8850000,10500000,8850000,2851.56,3251.2804000000006,53.4,57.02,49325000,215545000,26500000,26500000,84,95,1.3224999999999998,4.6225,1.15,2.15,3,3,16.166885815127753,16.166885815127753,16.166885815127753
MIA,MIA,6.2,6.2,2019,0,0,2019,2018,1,1,361,2304,19,48,0,4,0,2,0,0,2,1,2,2,27,26,27,26,Miami Marlins,Miami Marlins,Florida,4923035,1723035,0,0,0,0,625,1024,25,32,162,161,Jose Urena,0.0025000000000000005,0.015375999999999999,0.05,0.124,2,2,208,208,2,2,0.0,0.0017640000000000002,0.0,0.042,0.023716,0.039601000000000004,0.154,0.199,RP,SP,0.3518518518518518,0.391304347826087,0,1,0,1,3200000,575000,3200000,575000,3200000,575000,0.0,4393.0384,0.0,66.28,4500000,3250000,3200000,575000,57,63,0.028900000000000006,1.4161,-0.17,1.19,2,2,14.978661367769956,14.978661367769956,14.978661367769956
MIL,MIL,6.3,6.3,2019,2024,0,2019,2018,1,1,4,4,2,2,0,1,0,1,0,0,5,5,1,1,24,23,25,24,Milwaukee Brewers,Milwaukee Brewers,Wisconsin,1620245,932645,0,0,0,0,3721,3025,61,55,161,163,Josh Hader,0.0,1.0,0.0,1.0,1,1,180,180,6,5,0.0,0.25,0.0,0.5,0.142129,0.11356900000000002,0.377,0.337,RP/CL,RP/CL,0.5527950310559007,0.588957055214724,0,0,0,0,687600,556500,687600,556500,687600,556500,9806.9409,9745.6384,99.03,98.72,31900000,103750000,687600,556500,89,96,6.864400000000001,4.494400000000001,2.62,2.12,0,0,13.44096255249083,13.44096255249083,13.44096255249083
OAK,OAK,0.0,0.0,2019,2021,2021,2019,2018,1,1,98596,8649,314,93,5625,361,75,19,0,0,6,3,5,5,30,29,31,30,Oakland Athletics,Oakland Athletics,California,4969870,3894870,144,4,12,2,11236,1600,106,40,162,162,Josh Phegley,0.4802489999999999,0.358801,0.693,0.599,15,15,225,225,28,27,0.057121,0.04161599999999999,0.239,0.204,0.42771600000000004,0.061009,0.654,0.247,C,C,0.5987654320987654,0.5987654320987654,3844,225,62,15,1075000,905000,1075000,905000,1075000,905000,486.20250000000004,0.0,22.05,0.0,37600000,18000000,1075000,905000,97,97,0.06760000000000001,0.09,0.26,0.3,9,9,13.8878312195439,13.8878312195439,13.8878312195439
HOU,HOU,6.2,6.2,2019,2021,2021,2017,2017,4,4,251001,187489,501,433,19044,11025,138,105,0,0,3,2,2,2,29,29,32,31,Houston Astros,Houston Astros,Texas,54327500,41327500,196,289,14,17,20164,18225,142,135,161,162,Josh Reddick,0.529984,0.515524,0.728,0.718,3,2,197,197,13,12,0.07562500000000001,0.059049,0.275,0.243,0.769129,0.693889,0.877,0.833,RF,RF,0.6583850931677019,0.6358024691358025,3136,2209,56,47,13000000,13000000,13000000,13000000,13000000,13000000,247.7476,487.5263999999999,15.74,22.08,42250000,23500000,52000000,52000000,106,103,1.3456,3.0976,1.16,1.76,1,1,16.38045991542581,16.38045991542581,16.38045991542581
NYM,NYM,6.1,6.1,2019,2021,2021,2015,2015,5,5,66564,3481,258,59,3025,400,55,20,0,0,6,8,2,2,25,25,30,29,New York Mets,New York Mets,New York,24971424,15471424,25,0,5,0,17689,900,133,30,161,162,Juan Lagares,0.366025,0.585225,0.605,0.765,5,5,215,215,9,9,0.045369,0.11492100000000001,0.213,0.339,0.6740409999999999,0.034225,0.821,0.185,CF,CF,0.5279503105590062,0.4753086419753086,729,36,27,6,9000000,6500000,9000000,6500000,9000000,6500000,11.0889,0.0,3.33,0.0,79000000,89635000,23553696,23553696,85,77,0.43560000000000004,1.0201,-0.66,1.01,2,2,16.012735135300492,16.012735135300492,16.012735135300492
WSH,WSH,6.1,6.1,2019,2025,0,2019,2018,1,1,293764,171396,542,414,23409,14641,153,121,0,0,7,5,1,1,20,19,20,19,Washington Nationals,Washington Nationals,Washington DC,2470920,1892620,1156,484,34,22,23104,13456,152,116,162,162,Juan Soto,0.9006009999999999,0.851929,0.949,0.923,1,1,185,185,6,5,0.07952399999999998,0.08526399999999999,0.282,0.292,0.8798439999999998,0.512656,0.938,0.716,LF,LF,0.5740740740740741,0.5061728395061729,12100,4900,110,70,578300,392620,578300,545000,578300,545000,9684.5281,9179.5561,98.41,95.81,184550000,23300000,578300,545000,93,82,21.622500000000002,8.7025,4.65,2.95,1,0,13.26784804414631,13.26784804414631,13.26784804414631
ATL,ATL,6.2,6.2,2019,2021,2021,2014,2014,6,6,3025,1600,55,40,36,49,6,7,166668,166666,6,4,1,1,22,22,28,27,Atlanta Braves,Atlanta Braves,Georgia,34305967,22305967,0,1,0,1,1225,961,35,31,161,162,Julio Teheran,0.054756000000000006,0.1936,0.234,0.44,18,18,205,205,25,24,0.011881,0.030624999999999996,0.109,0.175,0.046655999999999996,0.036481,0.216,0.191,SP,SP,0.6024844720496895,0.5555555555555556,16,16,4,4,11166668,8166666,11000000,8000000,11166668,8166666,4151.224900000001,3836.5635999999995,64.43,61.94,52210000,2900000,32400000,32400000,97,90,7.290000000000001,3.0976,2.7,1.76,3,3,16.228443827530164,16.213405830762646,16.228443827530164
LAD,LAD,6.0,6.0,2019,0,0,2019,2018,1,1,144,1,12,1,9,0,3,0,0,0,3,2,5,5,22,21,22,21,Los Angeles Dodgers,Los Angeles Dodgers,California,3210268,2645268,0,0,0,0,1369,9,37,3,161,163,Julio Urias,0.3113640000000001,0.0,0.558,0.0,25,25,225,225,33,32,0.0625,0.0,0.25,0.0,0.051984,0.00032399999999999996,0.228,0.018,RP,RP,0.6521739130434783,0.5644171779141104,4,0,2,0,565000,502690,565000,550000,565000,550000,0.0,0.0,0.0,0.0,85000000,4000000,565000,550000,105,92,1.7424000000000002,0.0144,1.32,0.12,6,6,13.244581010128577,13.244581010128577,13.244581010128577
MIL,MIL,6.0,6.0,2019,2023,0,2019,2018,1,1,9,1225,3,35,1,16,1,4,0,0,5,5,1,1,33,32,34,33,Milwaukee Brewers,Milwaukee Brewers,Wisconsin,3722265,1497265,0,0,0,0,5184,961,72,31,161,163,Junior Guerra,0.44488900000000003,0.098596,0.667,0.314,1,1,235,235,6,5,0.11088900000000002,0.012996,0.333,0.114,0.197136,0.0361,0.444,0.19,RP,SP,0.5527950310559007,0.588957055214724,0,0,0,0,2225000,509820,2225000,545000,2225000,545000,5602.522499999999,1234.1169000000002,74.85,35.13,31900000,103750000,2225000,545000,89,96,1.6384,0.0004,1.28,0.02,0,0,14.615267473582477,14.615267473582477,14.615267473582477
OAK,TEX,6.0,6.0,2019,2021,2021,2019,2018,1,1,210681,274576,459,524,10000,17689,100,133,0,0,6,4,5,2,25,24,26,25,Oakland Athletics,Texas Rangers,California,9271337,5671337,400,400,20,20,19321,21316,139,146,162,162,Jurickson Profar,0.505521,0.627264,0.711,0.792,15,2,184,184,28,8,0.047524,0.064516,0.218,0.254,0.7361639999999999,0.811801,0.858,0.901,SS,SS,0.5987654320987654,0.4135802469135802,4489,5929,67,77,3600000,1050000,3600000,1050000,3600000,1050000,1191.6304000000002,5602.522499999999,34.52,74.85,37600000,35000000,3600000,1050000,97,67,0.5929,4.120899999999999,0.77,2.03,9,0,15.096444403426338,15.096444403426338,15.096444403426338
TOR,TOR,0.0,0.0,2019,2020,2020,2016,2016,2,2,171396,255025,414,505,7396,14884,86,122,0,0,5,3,1,1,29,29,32,31,Toronto Blue Jays,Toronto Blue Jays,Toronto,29265600,21265600,484,625,22,25,15376,21609,124,147,161,162,Justin Smoak,0.559504,0.6528640000000001,0.748,0.808,2,2,220,220,7,7,0.043264,0.058564,0.208,0.242,0.585225,0.8226490000000001,0.765,0.907,1B,1B,0.4099378881987577,0.4506172839506173,3721,5929,61,77,8000000,4125000,8000000,4125000,8000000,4125000,1599.2001000000002,4725.187599999999,39.99,68.74,15500000,17000000,8500000,8500000,66,73,0.3721,5.1529,0.61,2.27,2,2,15.89495209964411,15.89495209964411,15.89495209964411
LAA,LAA,6.1,6.1,2019,2023,2023,2018,2018,5,5,47961,284089,219,533,2209,18769,47,137,0,0,4,3,5,5,30,30,31,30,Los Angeles Angels,Los Angeles Angels,California,122285000,104285000,144,900,12,30,3969,21316,63,146,161,162,Justin Upton,0.524176,0.6528640000000001,0.724,0.808,1,1,215,215,10,10,0.046224999999999995,0.066049,0.215,0.257,0.151321,0.811801,0.389,0.901,LF,LF,0.4472049689440994,0.4938271604938271,1600,7225,40,85,18000000,16000000,18000000,16000000,18000000,16000000,0.0,2331.9240999999997,0.0,48.29,31000000,42800000,106000000,106000000,72,80,0.7569,14.44,-0.87,3.8,1,1,16.70588231586044,16.70588231586044,16.70588231586044
HOU,HOU,6.5,6.5,2019,2022,2020,2019,2013,2,7,4,25,2,5,0,1,0,1,0,0,3,2,2,2,35,29,36,35,Houston Astros,Houston Astros,Texas,229366000,201291000,0,0,0,0,1156,1156,34,34,161,162,Justin Verlander,0.0,0.16000000000000003,0.0,0.4,3,2,225,225,13,12,0.0,0.04000000000000001,0.0,0.2,0.04409999999999999,0.04409999999999999,0.21,0.21,SP,SP,0.6583850931677019,0.6358024691358025,0,0,0,0,20000000,20000000,28000000,28000000,28075000,28100000,8361.2736,6396.800400000001,91.44,79.98,42250000,23500000,66000000,180000000,106,103,61.15240000000001,38.9376,7.82,6.24,1,1,16.811242831518264,17.14771506813948,17.15039005858878
LAA,LAA,6.3,6.3,2019,2020,0,2019,2018,1,1,625,12544,25,112,16,225,4,15,0,0,4,3,5,5,26,25,27,26,Los Angeles Angels,Los Angeles Angels,California,3052599,3016791,0,1,0,1,81,2209,9,47,161,162,Kaleb Cowart,0.22278399999999998,0.203401,0.472,0.451,1,1,225,225,10,10,0.0256,0.017956000000000003,0.16,0.134,0.0031360000000000003,0.0841,0.056,0.29,3B,3B,0.4472049689440994,0.4938271604938271,1,100,1,10,35808,243190,555000,545000,555000,545000,0.0,0.0,0.0,0.0,31000000,42800000,555000,545000,72,80,0.0121,1.3688999999999998,-0.11,-1.17,1,1,10.485926611111651,13.226723392728571,13.226723392728571
LAD,LAD,6.1,6.1,2019,2024,2024,2016,2016,8,8,2304,1024,48,32,144,9,12,3,125000,125000,3,2,5,5,27,27,31,30,Los Angeles Dodgers,Los Angeles Dodgers,California,32900000,24500000,0,0,0,0,1681,1681,41,41,161,163,Kenta Maeda,0.293764,0.035344,0.542,0.188,25,25,184,184,33,32,0.0625,0.008836,0.25,0.094,0.064009,0.063504,0.253,0.252,RP,SP,0.6521739130434783,0.5644171779141104,36,0,6,0,8525000,6125000,3000000,3000000,8525000,6125000,0.0,1241.1528999999998,0.0,35.23,85000000,4000000,25000000,25000000,105,92,1.7689000000000001,0.3721,1.33,0.61,6,6,15.958513581133854,14.914122846632385,15.958513581133854
SEA,MIL,6.3,6.3,2019,2023,0,2019,2018,1,1,41616,6084,204,78,1156,196,34,14,0,0,3,5,1,1,28,27,29,28,Seattle Mariners,Milwaukee Brewers,Washington,2154205,1616255,36,16,6,4,10000,2601,100,51,162,163,Keon Broxton,0.267289,0.47748099999999993,0.517,0.691,0,1,200,200,4,5,0.027889000000000004,0.0324,0.167,0.18,0.380689,0.097969,0.617,0.313,RF,RF,0.419753086419753,0.588957055214724,256,121,16,11,199810,205100,571765,545000,571765,545000,16.9744,0.0,4.12,0.0,4450000,103750000,571765,545000,68,96,0.24009999999999998,3.0276,-0.49,1.74,0,0,12.205122193994178,13.256483346783565,13.256483346783565
ARI,ARI,6.1,6.1,2019,0,0,2018,2018,5,5,323761,270400,569,520,34969,18225,187,135,0,2000000,4,2,1,1,24,24,25,24,Arizona Diamondbacks,Arizona Diamondbacks,Arizona,6330659,4330659,1024,196,32,14,21025,23409,145,153,162,162,Ketel Marte,0.962361,0.589824,0.981,0.768,1,1,165,165,6,6,0.108241,0.06760000000000001,0.329,0.26,0.801025,0.8911359999999999,0.895,0.944,2B,2B,0.5246913580246914,0.5061728395061729,8464,3481,92,59,2000000,3000000,2000000,1000000,2000000,3000000,9743.664099999998,3561.7024,98.71,59.68,11600000,15750000,24000000,24000000,85,82,48.1636,10.758399999999998,6.94,3.28,1,1,14.508657738524219,14.508657738524219,14.508657738524219
CIN,CIN,6.2,6.2,2019,2025,0,2019,2018,1,1,1,4,1,2,0,0,0,0,0,0,1,3,2,2,25,24,25,24,Cincinnati Reds,Cincinnati Reds,Ohio,542948,462380,0,0,0,0,9,16,3,4,162,162,Keury Mella,0.0,0.0,0.0,0.0,10,10,200,200,15,15,0.0,0.0,0.0,0.0,0.000361,0.0006250000000000001,0.019,0.025,RP,P,0.4629629629629629,0.4135802469135802,0,0,0,0,80568,128920,555000,545000,555000,545000,0.0,0.0,0.0,0.0,2000000,10250000,555000,545000,75,67,0.0016,0.0529,-0.04,-0.23,5,5,11.29685682732798,13.226723392728571,13.226723392728571
LAA,CHW,6.4,6.4,2019,0,0,2019,2018,1,1,36481,29241,191,171,2304,2500,48,50,0,0,4,2,5,2,30,29,31,30,Los Angeles Angels,Chicago White Sox,California,1601976,1029476,25,9,5,3,4624,2704,68,52,161,162,Kevan Smith,0.5041,0.529984,0.71,0.728,1,6,230,230,10,9,0.063001,0.08526399999999999,0.251,0.292,0.17639999999999997,0.10304100000000001,0.42,0.321,C,C,0.4472049689440994,0.382716049382716,400,441,20,21,572500,345740,572500,545000,572500,545000,0.0,0.0,0.0,0.0,31000000,19750000,572500,545000,72,62,0.31360000000000005,0.24009999999999998,0.56,0.49,1,3,13.257768014410532,13.257768014410532,13.257768014410532
CIN,ATL,6.3,6.3,2019,2021,0,2019,2018,1,1,729,441,27,21,1,1,1,1,0,0,1,4,2,1,27,26,28,27,Cincinnati Reds,Atlanta Braves,Ohio,19861013,10511013,0,0,0,0,961,1024,31,32,162,162,Kevin Gausman,0.005475999999999999,0.07728400000000002,0.074,0.278,10,18,190,190,15,24,0.0013689999999999998,0.002304,0.037,0.048,0.036481,0.039204,0.191,0.198,RP,SP,0.4629629629629629,0.5555555555555556,0,0,0,0,2815064,1866696,9350000,5600000,9350000,5600000,0.0,3005.2324,0.0,54.82,2000000,2900000,9350000,5600000,75,90,0.81,4.8841,-0.9,2.21,5,3,14.850495554643842,16.05088690126487,16.05088690126487
TB,TB,6.1,6.1,2019,2024,2024,2017,2017,6,6,199809,110224,447,332,10404,5184,102,72,166666,166666,2,2,2,2,26,26,29,28,Tampa Bay Rays,Tampa Bay Rays,Florida,18958391,10958391,196,49,14,7,16641,7921,129,89,161,162,Kevin Kiermaier,0.45427600000000007,0.42640900000000004,0.674,0.653,1,1,210,210,5,4,0.051984,0.047089,0.228,0.217,0.6336160000000001,0.30140100000000003,0.796,0.549,CF,CF,0.5962732919254659,0.5555555555555556,3025,841,55,29,8166666,5666666,8000000,5500000,8166666,5666666,910.8324,0.0,30.18,0.0,33500000,6500000,53500000,53500000,96,90,5.475599999999999,6.1504,2.34,2.48,0,0,15.91557130521419,15.89495209964411,15.91557130521419
SF,TOR,6.0,6.0,2019,2021,2021,2019,2018,1,1,373321,262144,611,512,24964,16641,158,129,0,0,2,3,5,1,29,28,30,29,San Francisco Giants,Toronto Blue Jays,California,10939809,5139809,441,225,21,15,25921,20164,161,142,161,162,Kevin Pillar,0.516961,0.5012639999999999,0.719,0.708,23,2,210,210,26,7,0.067081,0.063504,0.259,0.252,0.988036,0.769129,0.994,0.877,CF,CF,0.4782608695652174,0.4506172839506173,7744,3481,88,59,5644085,3250000,5800000,3250000,5800000,3250000,1241.8576,2312.6481000000003,35.24,48.09,8500000,17000000,5800000,3250000,77,73,1.8769000000000002,6.002500000000001,1.37,2.45,8,2,15.5461186520824,15.573368475516649,15.573368475516649
TEX,ATL,6.1,6.1,2019,2025,0,2019,2018,1,1,4,1,2,1,0,1,0,1,0,0,6,4,2,1,21,20,21,20,Texas Rangers,Atlanta Braves,Texas,3323558,3168390,0,0,0,0,81,9,9,3,162,162,Kolby Allard,0.0,4.0,0.0,2.0,2,18,190,190,8,24,0.0,1.0,0.0,1.0,0.0031360000000000003,0.000361,0.056,0.019,SP,SP,0.4814814814814814,0.5555555555555556,0,0,0,0,155168,125990,555000,545000,555000,545000,0.0,0.0,0.0,0.0,47250000,2900000,555000,545000,78,90,0.7569,0.3364,0.87,-0.58,0,3,11.952263679905078,13.226723392728571,13.226723392728571
STL,STL,5.7,5.7,2019,2022,2022,2016,2016,5,5,228484,124609,478,353,18496,7744,136,88,0,0,1,3,2,2,25,25,28,27,St. Louis Cardinals,St. Louis Cardinals,Missouri,16567540,10067540,121,81,11,9,21904,16129,148,127,162,162,Kolten Wong,0.6146560000000001,0.5184,0.784,0.72,23,23,185,185,29,28,0.08122499999999999,0.062001,0.285,0.249,0.835396,0.6146560000000001,0.914,0.784,2B,2B,0.5617283950617284,0.5432098765432098,3481,1444,59,38,6500000,4000000,6500000,4000000,6500000,4000000,5266.404899999999,1790.1361000000002,72.57,42.31,25000000,28000000,25500000,25500000,91,88,21.808899999999998,12.320099999999998,4.67,3.51,11,11,15.687312734865866,15.687312734865866,15.687312734865866
CHC,CHC,6.5,6.5,2019,2022,2022,2019,2018,1,1,294849,151321,543,389,23409,11236,153,106,0,0,5,7,2,2,26,25,27,26,Chicago Cubs,Chicago Cubs,Illinois,32631848,19731848,961,169,31,13,21904,10404,148,102,162,163,Kris Bryant,0.815409,0.695556,0.903,0.834,17,17,230,230,20,20,0.07952399999999998,0.07452900000000001,0.282,0.273,0.835396,0.391876,0.914,0.626,3B,3B,0.5185185185185185,0.5828220858895705,5929,2704,77,52,12900000,10850000,12900000,10850000,12900000,10850000,6245.7409,4005.6241,79.03,63.29,49325000,215545000,12900000,10850000,84,95,19.713600000000003,5.1529,4.44,2.27,3,3,16.3727378693319,16.3727378693319,16.3727378693319
LAD,SEA,6.0,6.0,2019,2024,0,2019,2018,1,1,5929,1024,77,32,361,49,19,7,0,0,3,3,5,1,32,31,33,32,Los Angeles Dodgers,Seattle Mariners,California,819442,591961,4,1,2,1,1600,400,40,20,161,162,Kris Negron,0.39690000000000003,0.30802500000000005,0.63,0.555,25,0,195,195,33,4,0.061009,0.047961,0.247,0.219,0.061009,0.015375999999999999,0.247,0.124,2B,RF,0.6521739130434783,0.5493827160493827,64,16,8,4,187992,87900,555000,545000,555000,545000,0.0,0.0,0.0,0.0,85000000,17750000,555000,545000,105,89,0.010000000000000002,0.0121,0.1,0.11,6,0,12.144154687715185,13.226723392728571,13.226723392728571
CIN,LAD,6.0,6.0,2019,2025,0,2019,2018,1,1,33489,4624,183,68,1764,256,42,16,0,0,1,2,2,5,28,27,28,27,Cincinnati Reds,Los Angeles Dodgers,Ohio,902059,344559,81,0,9,0,9604,1521,98,39,162,163,Kyle Farmer,0.47472099999999995,0.403225,0.689,0.635,10,25,205,205,15,32,0.0529,0.055224999999999996,0.23,0.235,0.366025,0.057121,0.605,0.239,C,C,0.4629629629629629,0.5644171779141104,729,81,27,9,557500,237330,557500,547500,557500,547500,165.89440000000002,0.0,12.88,0.0,2000000,4000000,557500,547500,75,92,0.0036,0.04000000000000001,0.06,0.2,5,6,13.231217782316412,13.231217782316412,13.231217782316412
