"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","WAR","TVS","Payroll Salary2022","Cash2022","AAV2022","Earnings2022","Age","Weight","Height",""
"","Zach Duke","RP","SEA","72","0.444","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.21","26.80","$0","$0","$0","$0","35","210","6'2""",""
"","Felix Hernandez","SP","SEA","29","0.179","28","0.173","4","0","0","0","0","0","0.000","0.000","0.000","0.000","-1.23","1.81","$0","$0","$0","$0","32","225","6'3""",""
"","Jason Hammel","RP","KC","40","0.247","18","0.111","3","0","0","0","0","0","0.000","0.000","0.000","0.000","-1.59","0.00","$0","$0","$0","$0","35","225","6'6""",""
"","Edwin Jackson","SP","OAK","17","0.105","17","0.105","2","0","0","0","0","0","0.000","0.000","0.000","0.000","1.61","67.62","$0","$0","$0","$0","34","210","0'0""",""
"","Francisco Liriano","SP","DET","27","0.167","26","0.161","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.00","22.68","$0","$0","$0","$0","34","218","6'3""",""
"","Jesse Chavez","RP","CHC","63","0.387","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.17","83.90","$1,250,000","$247,248","$1,250,000","$23,183,342","34","175","6'2""",""
"","Brandon Morrow","RP","CHC","35","0.215","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.44","0.00","$0","$0","$0","$0","33","205","6'3""",""
"","Shawn Kelley","RP","OAK","54","0.333","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.64","36.61","$0","$0","$0","$0","34","237","6'2""",""
"","Jaime Garcia","RP","CHC","33","0.203","14","0.086","4","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.49","0.00","$0","$0","$0","$0","31","215","6'2""",""
"","Jarrod Saltalamacchia","C","DET","5","0.031","1","0.006","7","0","0","0","0","0","0.000","0.125","0.000","0.125","-0.25","0.00","$0","$0","$0","$0","33","235","6'4""",""
"","Jordan Zimmermann","SP","DET","25","0.154","25","0.154","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.62","8.34","$0","$0","$0","$0","32","225","6'2""",""
"","David Hernandez","RP","CIN","57","0.352","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.78","75.49","$0","$0","$0","$0","33","245","0'0""",""
"","Daniel Hudson","RP","LAD","40","0.245","1","0.006","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.38","0.00","$6,000,000","$6,000,000","$7,000,000","$32,855,873","31","215","6'3""",""
"","Andrew Cashner","SP","BAL","30","0.185","28","0.173","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.61","10.48","$0","$0","$0","$0","31","235","6'6""",""
"","Chris Sale","SP","BOS","27","0.167","27","0.167","2","0","0","0","0","0","0.000","0.000","0.000","0.000","6.88","98.31","$30,000,000","$20,000,000","$29,000,000","$109,195,275","29","183","6'6""",""
"","Mike Leake","SP","SEA","32","0.198","31","0.191","4","0","0","0","0","0","0.000","0.000","0.000","0.000","1.65","29.03","$0","$0","$0","$0","30","170","0'0""",""
"","Brian Duensing","RP","CHC","49","0.301","0","0.000","1","0","0","0","0","0","0.000","0.500","0.000","0.500","-1.52","0.70","$0","$0","$0","$0","35","200","6'0""",""
"","Tommy Hunter","RP","PHI","65","0.401","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.53","24.06","$700,000","$423,060","$700,000","$35,400,846","31","250","6'3""",""
"","Pedro Strop","RP","CHC","61","0.374","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","2.08","84.91","$0","$0","$0","$0","33","220","6'1""",""
"","Dellin Betances","RP","NYY","66","0.407","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.69","66.29","$0","$0","$0","$0","30","265","6'8""",""
"","Hector Santiago","RP","CHW","49","0.303","7","0.043","4","0","0","0","0","0","0.000","0.000","0.000","0.000","0.61","44.36","$0","$0","$0","$0","30","215","6'0""",""
"","Danny Duffy","SP","KC","28","0.173","28","0.173","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.79","18.39","$3,000,000","$3,000,000","$3,000,000","$67,305,782","29","205","6'3""",""
"","Brad Peacock","RP","HOU","61","0.377","1","0.006","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.76","38.75","$0","$0","$0","$0","30","210","6'1""",""
"","Martin Perez","SP","TEX","22","0.136","15","0.093","3","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.86","3.34","$4,000,000","$4,000,000","$4,000,000","$34,166,681","27","200","6'0""",""
"","Jordan Lyles","SP","MIL","37","0.227","9","0.055","15","0","0","0","0","1","0.000","0.167","0.000","0.167","0.20","28.50","$6,000,000","$6,000,000","$7,000,000","$32,444,136","27","230","6'5""",""
"","Marco Estrada","SP","TOR","28","0.173","28","0.173","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.63","7.37","$0","$0","$0","$0","34","180","6'0""",""
"","Lance Lynn","SP","NYY","31","0.191","29","0.179","4","0","0","0","0","0","0.000","0.000","0.000","0.000","0.33","20.31","$18,500,000","$18,500,000","$19,000,000","$80,085,704","31","270","6'5""",""
"","Luis Avilan","RP","PHI","71","0.438","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.25","25.31","$0","$0","$0","$0","28","220","6'2""",""
"","Shelby Miller","RP","ARI","5","0.031","4","0.025","3","0","0","0","0","1","0.000","0.200","0.000","0.200","-1.05","0.00","$0","$0","$0","$0","27","225","6'3""",""
"","Casey Kelly","SP","SF","7","0.043","3","0.019","4","0","0","0","0","0","0.000","0.000","0.000","0.000","0.28","0.00","$0","$0","$0","$0","28","215","6'3""",""
"","Justin Wilson","RP","CHC","71","0.436","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.74","27.12","$2,300,000","$2,300,000","$2,575,000","$22,809,852","30","205","6'2""",""
"","Jake Odorizzi","SP","MIN","33","0.204","32","0.198","6","0","0","0","0","0","0.000","0.000","0.000","0.000","1.55","33.51","$8,000,000","$1,758,272","$7,833,333","$44,645,332","28","190","6'2""",""
"","Dallas Keuchel","SP","HOU","34","0.210","34","0.210","2","0","0","0","0","0","0.000","0.000","0.000","0.000","2.62","54.73","$700,000","$149,994","$700,000","$96,126,648","30","205","6'2""",""
"","Justin Miller","RP","WSH","51","0.315","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.90","45.59","$0","$0","$0","$0","31","225","6'3""",""
"","T.J. McFarland","RP","ARI","47","0.290","0","0.000","7","0","0","0","0","0","0.000","0.000","0.000","0.000","1.60","0.00","$0","$0","$0","$0","29","200","6'3""",""
"","Hansel Robles","RP","LAA","53","0.327","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.06","25.52","$0","$0","$0","$0","27","220","6'0""",""
"","Matt Magill","RP/CL","MIN","40","0.247","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.75","0.00","$0","$0","$0","$0","28","210","6'3""",""
"","Nick Franklin","LF","MIL","1","0.006","1","0.006","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.03","0.00","$0","$0","$0","$0","27","190","6'1""",""
"","Gerrit Cole","SP","HOU","32","0.198","32","0.198","9","0","0","0","0","0","0.000","0.000","0.000","0.000","5.25","93.61","$36,000,000","$36,000,000","$36,000,000","$120,222,046","27","220","6'4""",""
"","Masahiro Tanaka","SP","NYY","27","0.167","27","0.167","6","0","0","0","0","0","0.000","0.000","0.000","0.000","2.92","41.03","$0","$0","$0","$0","29","215","0'0""",""
"","Eduardo Rodriguez","SP","BOS","27","0.167","23","0.142","2","0","0","0","0","0","0.000","0.000","0.000","0.000","3.03","73.86","$14,000,000","$14,000,000","$15,400,000","$33,715,093","25","231","6'2""",""
"","Mike Wright","RP","BAL","48","0.296","2","0.012","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.09","0.00","$0","$0","$0","$0","28","215","6'6""",""
"","Jake Petricka","RP","TOR","41","0.253","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.03","0.00","$0","$0","$0","$0","30","220","6'5""",""
"","Robert Stephenson","SP","CIN","4","0.025","3","0.019","2","0","0","0","0","0","0.000","0.333","0.000","0.333","-0.43","0.00","$1,280,000","$274,287","$1,280,000","$5,662,307","25","205","6'3""",""
"","Eddie Butler","RP","TEX","30","0.185","0","0.000","2","0","0","0","0","0","0.000","0.333","0.000","0.333","-0.08","0.00","$0","$0","$0","$0","27","180","6'2""",""
"","Drew VerHagen","RP","DET","41","0.253","1","0.006","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.39","0.00","$2,500,000","$2,500,000","$2,750,000","$4,492,777","27","230","6'6""",""
"","Scott Alexander","RP","LAD","73","0.448","1","0.006","5","0","0","0","0","0","0.000","0.000","0.000","0.000","0.34","48.35","$700,000","$153,840","$700,000","$3,379,805","28","195","6'2""",""
"","Taijuan Walker","SP","ARI","3","0.019","3","0.019","4","0","0","0","0","0","0.000","0.000","0.000","0.000","0.29","0.00","$7,000,000","$7,000,000","$7,666,667","$32,520,097","25","235","6'4""",""
"","Raisel Iglesias","RP/CL","CIN","66","0.407","0","0.000","3","0","0","0","0","0","0.000","0.000","0.000","0.000","2.03","87.04","$10,000,000","$3,516,480","$14,500,000","$45,458,323","28","190","6'2""",""
"","Heath Hembree","RP","BOS","67","0.414","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.49","32.62","$700,000","$138,456","$700,000","$6,102,848","29","220","6'4""",""
"","Pedro Baez","RP","LAD","55","0.337","0","0.000","4","0","0","0","0","0","0.000","0.000","0.000","0.000","0.75","53.97","$0","$0","$0","$0","30","232","6'0""",""
"","Aaron Sanchez","SP","TOR","20","0.124","20","0.124","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.78","28.23","$700,000","$169,224","$700,000","$13,666,572","25","210","6'4""",""
"","Shane Carle","RP","ATL","53","0.327","0","0.000","4","0","0","0","0","0","0.000","0.000","0.000","0.000","0.97","75.79","$0","$0","$0","$0","26","210","6'4""",""
"","Matt Andriese","RP","ARI","41","0.253","5","0.031","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.08","0.00","$0","$0","$0","$0","28","215","6'2""",""
"","Felipe Vazquez","RP","PIT","70","0.435","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.52","84.00","$10,000,000","$0","$5,625,000","$10,002,130","26","225","6'2""",""
"","Chasen Shreve","RP","STL","60","0.370","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.07","13.64","$0","$0","$0","$0","27","195","6'4""",""
"","Brian Flynn","RP","KC","48","0.296","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.42","0.00","$0","$0","$0","$0","28","255","0'0""",""
"","Drew Rucinski","RP","MIA","32","0.199","0","0.000","4","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.55","0.00","$0","$0","$0","$0","29","190","6'2""",""
"","Daniel Winkler","RP","ATL","69","0.426","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.19","48.13","$0","$0","$0","$0","28","205","6'3""",""
"","Frankie Montas","SP","OAK","13","0.080","11","0.068","5","0","0","0","0","0","0.000","0.000","0.000","0.000","0.33","0.00","$5,025,000","$1,794,650","$5,025,000","$8,300,288","25","255","6'2""",""
"","Amir Garrett","RP","CIN","66","0.407","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.47","31.21","$2,025,000","$2,025,000","$2,025,000","$6,138,478","26","239","6'5""",""
"","Michael Feliz","RP","PIT","47","0.292","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.92","0.00","$0","$0","$0","$0","25","250","6'4""",""
"","Domingo German","SP","NYY","21","0.130","14","0.086","1","0","0","0","0","0","0.000","0.500","0.000","0.500","-0.05","16.82","$1,750,000","$1,750,000","$1,750,000","$3,437,226","25","181","6'2""",""
"","Hector Neris","RP","PHI","53","0.327","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.20","26.31","$8,000,000","$8,000,000","$8,500,000","$18,421,684","29","227","6'2""",""
"","Jerad Eickhoff","SP","PHI","3","0.019","1","0.006","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.02","0.00","$0","$0","$0","$0","27","245","6'4""",""
"","Luke Jackson","RP","ATL","35","0.216","0","0.000","1","0","0","0","0","0","0.000","0.500","0.000","0.500","-0.17","0.00","$3,600,000","$3,600,000","$3,600,000","$9,824,145","26","210","6'2""",""
"","Daniel Norris","SP","DET","11","0.068","8","0.049","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.01","0.00","$700,000","$700,000","$700,000","$11,997,212","25","185","6'2""",""
"","Lance McCullers","SP","HOU","25","0.154","22","0.136","2","0","0","0","0","0","0.000","0.000","0.000","0.000","1.54","68.47","$15,833,333","$15,250,000","$17,000,000","$37,213,232","24","202","6'1""",""
"","Joe Ross","SP","WSH","3","0.019","3","0.019","5","0","0","0","0","0","0.000","0.000","0.000","0.000","0.11","0.00","$2,400,000","$2,400,000","$2,400,000","$9,245,465","25","220","6'4""",""
"","Matt Wisler","RP","CIN","18","0.111","3","0.019","8","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.12","0.00","$2,160,000","$2,160,000","$2,160,000","$5,759,020","25","215","6'3""",""
"","Sean Reid-Foley","SP","TOR","7","0.043","7","0.043","3","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.08","0.00","$717,500","$717,500","$717,500","$2,517,238","22","220","6'3""",""
"","Cody Reed","RP","CIN","17","0.105","7","0.043","11","0","0","0","0","0","0.000","0.083","0.000","0.083","0.47","0.00","$0","$0","$0","$0","25","230","6'5""",""
"","Spencer Turnbull","SP","DET","4","0.025","3","0.019","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.08","0.00","$1,500,000","$1,500,000","$1,825,000","$3,814,007","25","215","6'3""",""
"","Jacob Nix","SP","SD","9","0.056","9","0.056","15","0","0","0","0","0","0.000","0.000","0.000","0.000","-1.09","0.00","$0","$0","$0","$0","22","220","6'4""",""
"","Matt Boyd","SP","DET","31","0.191","31","0.191","2","0","0","0","0","0","0.000","0.000","0.000","0.000","2.07","61.92","$5,200,000","$1,828,544","$5,200,000","$17,904,495","27","234","6'3""",""
"","Luis Severino","SP","NYY","32","0.198","32","0.198","5","0","0","0","0","0","0.000","0.000","0.000","0.000","4.80","93.78","$11,500,000","$11,000,000","$10,000,000","$32,805,889","24","215","6'2""",""
"","Marco Gonzales","SP","SEA","29","0.179","29","0.179","2","0","0","0","0","0","0.000","0.000","0.000","0.000","2.48","76.65","$5,750,000","$5,500,000","$7,500,000","$15,342,977","26","195","6'1""",""
"","Rocky Gale","C","LAD","3","0.018","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.05","0.00","$0","$0","$0","$0","30","185","6'1""",""
"","Luis Cessa","RP","NYY","16","0.099","5","0.031","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.01","0.00","$1,800,000","$1,800,000","$1,800,000","$5,259,058","26","208","6'0""",""
"","Michael Fulmer","SP","DET","24","0.148","24","0.148","6","0","0","0","0","0","0.000","0.000","0.000","0.000","0.93","38.91","$4,950,000","$1,740,672","$4,950,000","$14,459,137","25","246","6'3""",""
"","Adalberto Mejia","SP","MIN","5","0.031","4","0.025","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.00","0.00","$0","$0","$0","$0","25","195","0'0""",""
"","Tyler Glasnow","RP","TB","45","0.278","11","0.068","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.11","0.00","$5,100,000","$5,100,000","$5,100,000","$12,200,032","24","225","6'8""",""
"","Blake Snell","SP","TB","31","0.191","31","0.191","1","0","0","0","0","0","0.000","0.667","0.000","0.667","7.45","99.64","$13,100,000","$12,500,000","$10,000,000","$31,738,367","25","225","6'4""",""
"","Yohander Mendez","RP","TEX","8","0.049","5","0.031","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.02","0.00","$0","$0","$0","$0","23","200","6'5""",""
"","Pierce Johnson","RP","SF","37","0.228","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.39","0.00","$3,000,000","$3,000,000","$2,500,000","$7,531,836","27","200","6'2""",""
"","Matthew Strahm","RP","SD","42","0.259","4","0.025","8","0","0","0","0","0","0.000","0.000","0.000","0.000","1.43","0.00","$3,000,000","$3,000,000","$3,000,000","$7,489,876","26","190","6'2""",""
"","Jarlin Garcia","RP","MIA","29","0.180","7","0.044","9","0","0","0","0","0","0.000","0.100","0.000","0.100","-0.36","0.00","$1,725,000","$1,725,000","$1,725,000","$4,819,935","25","215","6'3""",""
"","Robert Gsellman","RP","NYM","69","0.426","0","0.000","3","0","0","0","0","0","0.000","0.250","0.000","0.250","-0.30","51.60","$0","$0","$0","$0","24","205","6'4""",""
"","J.T. Chargois","RP","LAD","39","0.239","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.25","0.00","$710,500","$710,500","$710,500","$3,038,022","27","200","6'3""",""
"","Jose Berrios","SP","MIN","32","0.198","32","0.198","4","0","0","0","0","0","0.000","0.000","0.000","0.000","3.89","84.44","$10,714,285","$15,000,000","$18,714,286","$26,070,943","24","205","6'0""",""
"","Julio Urias","RP","LAD","3","0.018","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.12","0.00","$8,000,000","$8,000,000","$8,000,000","$15,649,814","21","225","6'0""",""
"","Bryse Wilson","SP","ATL","3","0.019","1","0.006","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.10","0.00","$715,000","$526,486","$715,000","$2,716,464","20","225","6'2""",""
"","Dakota Hudson","RP","STL","26","0.161","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.48","0.00","$1,050,000","$1,050,000","$1,050,000","$4,613,180","23","215","6'5""",""
"","Lucas Giolito","SP","CHW","32","0.198","32","0.198","6","0","0","0","0","0","0.000","0.000","0.000","0.000","-1.25","15.35","$7,450,000","$7,450,000","$7,450,000","$16,113,212","23","245","6'6""",""
"","Jordan Hicks","RP","STL","73","0.451","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.33","59.24","$937,500","$937,500","$937,500","$3,500,000","21","185","6'2""",""
"","Brock Stewart","RP","LAD","9","0.055","2","0.012","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.61","0.00","$0","$0","$0","$0","26","210","0'0""",""
"","Dylan Floro","RP","LAD","54","0.331","0","0.000","4","0","0","0","0","0","0.000","0.000","0.000","0.000","0.78","76.42","$3,000,000","$3,000,000","$3,000,000","$5,446,358","27","203","6'2""",""
"","Reynaldo Lopez","SP","CHW","32","0.198","32","0.198","1","0","0","0","0","0","0.000","0.000","0.000","0.000","3.07","68.20","$2,625,000","$2,625,000","$2,625,000","$6,346,102","24","220","6'1""",""
"","Mike Mayers","RP","STL","50","0.309","0","0.000","1","0","0","0","0","0","0.000","0.500","0.000","0.500","-0.30","17.22","$2,150,000","$2,150,000","$2,150,000","$5,132,661","26","200","6'3""",""
"","Alexander Reyes","RP","STL","1","0.006","1","0.006","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.29","0.00","$2,850,000","$2,850,000","$2,850,000","$6,135,131","23","220","6'4""",""
"","Felix Pena","SP","LAA","19","0.117","17","0.105","6","0","0","0","0","0","0.000","0.000","0.000","0.000","0.72","49.36","$0","$0","$0","$0","28","220","6'2""",""
"","Wandy Peralta","RP","CIN","59","0.364","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.61","7.62","$2,150,000","$2,150,000","$2,150,000","$5,218,426","26","220","6'0""",""
"","Austin Voth","SP","WSH","4","0.025","2","0.012","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.09","0.00","$875,000","$576,960","$875,000","$2,387,077","26","201","6'2""",""
"","Lucas Sims","SP","CIN","9","0.056","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.28","0.00","$1,250,000","$1,250,000","$1,250,000","$4,269,883","24","225","6'2""",""
"","Keury Mella","P","CIN","4","0.025","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.23","0.00","$0","$0","$0","$0","24","200","6'2""",""
"","Jackson Stephens","RP","CIN","29","0.179","0","0.000","2","0","0","0","0","0","0.000","0.333","0.000","0.333","-0.75","0.00","$700,000","$680,742","$700,000","$2,739,464","24","220","6'2""",""
"","Jacob Rhame","RP","NYM","30","0.185","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.24","0.00","$0","$0","$0","$0","25","215","6'1""",""
"","Yefry Ramirez","RP","BAL","17","0.105","12","0.074","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.07","0.00","$0","$0","$0","$0","24","215","6'2""",""
"","Giovanny Gallegos","RP","STL","6","0.037","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.05","0.00","$2,410,000","$2,410,000","$2,410,000","$3,985,829","26","215","6'2""",""
"","Jake Junis","SP","KC","30","0.185","30","0.185","2","0","0","0","0","0","0.000","0.000","0.000","0.000","1.24","49.07","$1,750,000","$1,750,000","$1,750,000","$5,701,769","25","220","6'3""",""
"","Clay Holmes","SP","PIT","11","0.068","4","0.025","6","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.53","0.00","$1,100,000","$1,100,000","$1,100,000","$2,558,298","25","230","6'5""",""
"","Drew Anderson","SP","PHI","5","0.031","1","0.006","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.15","0.00","$0","$0","$0","$0","24","205","6'3""",""
"","Paul Blackburn","SP","OAK","6","0.037","6","0.037","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.63","0.00","$710,000","$710,000","$710,000","$2,959,543","24","196","6'1""",""
"","Yency Almonte","RP","COL","14","0.086","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.43","0.00","$700,000","$561,516","$700,000","$2,075,656","24","223","6'5""",""
"","Dylan Covey","SP","CHW","27","0.167","21","0.130","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.21","29.94","$0","$0","$0","$0","26","220","6'1""",""
"","Tyler Webb","RP","STL","22","0.136","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.46","0.00","$0","$0","$0","$0","27","240","6'5""",""
"","Kyle McGowin","SP","WSH","6","0.037","1","0.006","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.01","0.00","$0","$0","$0","$0","26","195","6'3""",""
"","Paul Sewald","RP/CL","NYM","47","0.290","0","0.000","5","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.96","0.00","$1,735,000","$1,735,000","$1,735,000","$3,534,546","28","207","6'3""",""
"","Mark Leiter Jr.","RP","TOR","20","0.124","0","0.000","3","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.49","0.00","$700,000","$457,674","$700,000","$1,201,882","27","210","6'0""",""
"","Hector Velazquez","RP","BOS","48","0.296","8","0.049","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.65","0.00","$0","$0","$0","$0","29","180","6'0""",""
"","John Brebbia","RP","STL","45","0.278","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.52","0.00","$837,500","$837,500","$837,500","$3,108,097","28","200","6'1""",""
"","Eric Skoglund","SP","KC","14","0.086","13","0.080","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.05","0.00","$0","$0","$0","$0","25","210","6'7""",""
"","Andrew Kittredge","RP/CL","TB","33","0.204","3","0.019","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-1.15","0.00","$1,850,000","$1,850,000","$1,850,000","$3,527,618","28","230","6'1""",""
"","Yacksel Rios","RP","PHI","36","0.222","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.45","0.00","$0","$0","$0","$0","25","215","6'3""",""
"","Sandy Alcantara","SP","MIA","6","0.037","6","0.037","12","0","0","0","0","0","0.000","0.077","0.000","0.077","0.51","0.00","$3,800,000","$5,000,000","$11,200,000","$6,835,343","22","200","6'5""",""
"","Richard Rodriguez","RP","PIT","63","0.391","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","1.68","84.02","$0","$0","$0","$0","28","220","6'4""",""
"","Luiz Gohara","SP","ATL","9","0.056","1","0.006","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.26","0.00","$0","$0","$0","$0","21","265","6'3""",""
"","Seranthony Dominguez","RP/CL","PHI","53","0.327","0","0.000","1","0","0","0","0","0","0.000","0.500","0.000","0.500","2.35","96.70","$725,000","$725,000","$725,000","$2,566,493","23","185","6'1""",""
"","David Hess","RP","BAL","21","0.130","19","0.117","2","0","0","0","0","0","0.000","0.333","0.000","0.333","0.74","0.00","$0","$0","$0","$0","24","215","6'1""",""
"","Jose Castillo","RP","SD","37","0.228","0","0.000","1","0","0","0","0","1","0.000","0.000","0.000","0.000","0.46","0.00","$700,000","$165,378","$700,000","$3,416,245","22","246","6'5""",""
"","Corey Oswalt","SP","NYM","17","0.105","12","0.074","18","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.47","14.58","$0","$0","$0","$0","24","250","6'5""",""
"","Tyler Bashlor","RP","NYM","24","0.148","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.06","0.00","$0","$0","$0","$0","25","195","6'0""",""
"","Wander Suero","RP","WSH","40","0.247","0","0.000","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.82","0.00","$0","$0","$0","$0","26","211","6'4""",""
"","Tim Hill","RP","KC","70","0.432","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.37","23.40","$1,325,000","$1,325,000","$1,325,000","$3,021,964","28","200","6'4""",""
"","Jaime Barria","SP","LAA","26","0.161","26","0.161","5","0","0","0","0","0","0.000","0.000","0.000","0.000","2.60","70.62","$730,000","$730,000","$730,000","$1,736,825","21","210","6'1""",""
"","Yonny Chirinos","RP","TB","18","0.111","7","0.043","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.85","0.00","$1,175,000","$1,175,000","$1,175,000","$3,533,873","24","225","6'2""",""
"","Ryan Yarbrough","RP","TB","38","0.235","6","0.037","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.91","0.00","$3,850,000","$3,850,000","$3,850,000","$7,388,543","26","205","6'5""",""
"","Diego Castillo","RP/CL","TB","43","0.265","11","0.068","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.20","0.00","$2,150,000","$2,150,000","$2,150,000","$3,849,668","24","250","6'3""",""
"","Elieser Hernandez","RP","MIA","32","0.199","6","0.037","11","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.62","0.00","$0","$0","$0","$0","23","210","6'0""",""
"","Brett Graves","RP","MIA","21","0.130","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.43","0.00","$0","$0","$0","$0","25","170","6'1""",""
"","Enyel De Los Santos","SP","PHI","7","0.043","2","0.012","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.18","0.00","$700,000","$642,282","$700,000","$1,139,449","22","170","6'3""",""
"","Yoshihisa Hirano","RP/CL","ARI","75","0.463","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.33","65.11","$0","$0","$0","$0","34","185","0'0""",""
"","Drew Gagnon","SP","NYM","5","0.031","1","0.006","1","0","0","0","0","1","0.000","0.000","0.000","0.000","-0.40","0.00","$0","$0","$0","$0","28","195","6'4""",""
"","Harrison Musgrave","RP","COL","35","0.215","0","0.000","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.53","0.00","$0","$0","$0","$0","26","205","6'1""",""
