Acronimo,Agente_libre,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,At_bats,At_bats_2,Bateos,Bateos_2,Bateos_promedio,Bateos_promedio_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Dobles,Dobles_2,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Home_runs,Home_runs_2,Juegos,Juegos totales,Juegos_iniciados,Juegos_iniciados_2,Jugador,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_On_base_plus_slugging,Porcentaje_On_base_plus_slugging_2,Porcentaje_juegos,Porcentaje_juegos_iniciados,Porcentaje_juegos_iniciados_2,Porcentaje_on_base,Porcentaje_on_base_2,Porcentaje_slugging,Porcentaje_slugging_2,Posicion,Promedio_victorias,Runs_batted_in,Runs_batted_in_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Triples,Triples_2,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
STL,No,6.2,2011,2012,1,0,174,30276,49,2401,0.282,0.07952399999999998,0,2,5,8,64,31,31,St. Louis Cardinals,Missouri,11907322,2,4,63,162,51,2601,Gerald Laird,1100000,23,218.0,26,0.71,0.5041,0.389,0.315,0.09922500000000001,0.337,0.11356900000000002,0.374,0.139876,C,0.5432098765432098,11,121,1100000,1100000,0.009,1100000,0.0,0.0,1,1,1100000,40850000,1100000,88,2.019977324263039,4.0803083905368664,11,13.9108207377686,13.9108207377686,13.9108207377686
ATL,No,6.2,2012,0,1,0,167,27889,48,2304,0.287,0.08236899999999998,0,1,1,8,64,22,22,Atlanta Braves,Georgia,671508,3,9,49,162,49,2401,Andrelton Simmons,149508,18,195.0,22,0.747,0.558009,0.303,0.303,0.091809,0.333,0.11088900000000002,0.413,0.17056899999999997,SS,0.5802469135802469,19,361,149508,522000,0.002,522000,0.0,0.0,2,4,480000,1000000,480000,94,2.94,8.6436,3,11.915105182086863,13.165422866864775,13.165422866864775
HOU,No,6.1,2012,0,1,1,205,42025,48,2304,0.234,0.054756000000000006,0,2,1,13,169,23,22,Houston Astros,Texas,480000,2,4,80,162,48,2304,Marwin Gonzalez,480000,1,205.0,9,0.607,0.36844899999999997,0.494,0.296,0.08761599999999999,0.28,0.07840000000000001,0.327,0.10692900000000001,LF,0.3395061728395062,12,144,480000,480000,0.009,480000,0.0,0.0,0,0,480000,750000,480000,55,2.019977324263039,4.0803083905368664,0,13.081541382884074,13.081541382884074,13.081541382884074
NYM,No,6.0,2012,0,1,0,179,32041,47,2209,0.263,0.06916900000000001,0,2,7,14,196,27,27,New York Mets,New York,0,3,9,89,162,45,2025,Mike Baxter,0,5,215.16189000774594,8,0.775,0.6006250000000001,0.549,0.278,0.07728400000000002,0.362,0.131044,0.413,0.17056899999999997,LF,0.4567901234567901,17,289,480000,480000,0.005,480000,0.0,0.0,2,4,480000,20400000,480000,74,2.019977324263039,4.0803083905368664,2,13.081541382884074,13.081541382884074,13.081541382884074
LAA,No,6.0,2011,2013,1,1,211,44521,46,2116,0.218,0.047524,0,5,4,13,169,28,27,Los Angeles Angels,California,5358000,8,64,71,162,60,3600,Jeff Mathis,1700000,1,205.0,10,0.642,0.41216400000000003,0.438,0.37,0.1369,0.249,0.062001,0.393,0.154449,C,0.5493827160493827,27,729,1700000,1700000,0.012,1700000,0.0,0.0,0,0,1700000,321150000,1700000,89,0.71,0.5041,1,14.346138809026444,14.346138809026444,14.346138809026444
CHC,No,5.8,2012,0,1,1,174,30276,46,2116,0.264,0.06969600000000001,0,2,3,6,36,26,25,Chicago Cubs,Illinois,897000,0,0,89,162,38,1444,Tony Campana,483000,17,165.0,16,0.607,0.36844899999999997,0.549,0.235,0.055224999999999996,0.308,0.094864,0.299,0.089401,LF,0.3765432098765432,5,25,483000,483000,0.004,483000,0.0,0.0,0,0,483000,14150000,483000,61,2.019977324263039,4.0803083905368664,2,13.087771932634709,13.087771932634709,13.087771932634709
CHC,No,5.8,2011,0,1,1,174,30276,46,2116,0.264,0.06969600000000001,0,2,3,6,36,25,24,Chicago Cubs,Illinois,414000,0,0,89,162,38,1444,Tony Campana,414000,17,165.0,16,0.607,0.36844899999999997,0.549,0.235,0.055224999999999996,0.308,0.094864,0.299,0.089401,LF,0.3765432098765432,5,25,414000,414000,0.003,414000,0.0,0.0,0,0,414000,14150000,414000,61,2.019977324263039,4.0803083905368664,2,12.933621252807452,12.933621252807452,12.933621252807452
CHC,No,6.2,2012,2013,1,1,188,35344,45,2025,0.239,0.057121,0,2,3,12,144,31,30,Chicago Cubs,Illinois,7059000,4,16,83,162,48,2304,Jeff Baker,1375000,17,205.0,16,0.656,0.43033600000000005,0.512,0.296,0.08761599999999999,0.279,0.07784100000000002,0.378,0.142884,1B,0.3765432098765432,25,625,1375000,1375000,0.012,1375000,0.0,0.0,1,1,1375000,14150000,1375000,61,2.019977324263039,4.0803083905368664,2,14.133964289082808,14.133964289082808,14.133964289082808
CHC,No,6.2,2011,0,1,1,188,35344,45,2025,0.239,0.057121,0,2,3,12,144,30,29,Chicago Cubs,Illinois,5684000,4,16,83,162,48,2304,Jeff Baker,1175000,17,205.0,16,0.656,0.43033600000000005,0.512,0.296,0.08761599999999999,0.279,0.07784100000000002,0.378,0.142884,1B,0.3765432098765432,25,625,1175000,1175000,0.008,1175000,0.0,0.0,1,1,1175000,14150000,1175000,61,2.019977324263039,4.0803083905368664,2,13.976778705560397,13.976778705560397,13.976778705560397
ATL,No,6.2,2012,2013,2,2,176,30976,45,2025,0.256,0.065536,0,1,1,7,49,35,33,Atlanta Braves,Georgia,12073500,9,81,62,162,47,2209,David Ross,1725000,18,230.0,22,0.77,0.5929,0.383,0.29,0.0841,0.321,0.10304100000000001,0.449,0.201601,C,0.5802469135802469,23,529,1725000,1625000,0.018,1725000,0.0,0.0,0,0,1625000,1000000,3250000,94,1.02,1.0404,3,14.360737608447597,14.301018373745976,14.360737608447597
ATL,No,6.2,2011,2013,2,1,176,30976,45,2025,0.256,0.065536,0,1,1,7,49,34,33,Atlanta Braves,Georgia,10348500,9,81,62,162,47,2209,David Ross,1675000,18,230.0,22,0.77,0.5929,0.383,0.29,0.0841,0.321,0.10304100000000001,0.449,0.201601,C,0.5802469135802469,23,529,1675000,1625000,0.017,1675000,0.0,0.0,0,0,1625000,1000000,3250000,94,1.02,1.0404,3,14.331323723241304,14.301018373745976,14.331323723241304
CIN,No,6.2,2011,0,1,1,192,36864,45,2025,0.234,0.054756000000000006,0,2,4,11,121,24,23,Cincinnati Reds,Ohio,1214000,9,81,93,162,42,1764,Juan Francisco,414000,10,247.0,14,0.71,0.5041,0.574,0.259,0.067081,0.278,0.07728400000000002,0.432,0.18662399999999998,1B,0.5987654320987654,32,1024,414000,414000,0.005,414000,0.0,0.0,0,0,414000,5100000,414000,97,0.23,0.0529,5,12.933621252807452,12.933621252807452,12.933621252807452
ATL,No,6.2,2012,0,1,1,192,36864,45,2025,0.234,0.054756000000000006,0,1,1,11,121,25,24,Atlanta Braves,Georgia,1694000,9,81,93,162,42,1764,Juan Francisco,480000,18,247.0,22,0.71,0.5041,0.574,0.259,0.067081,0.278,0.07728400000000002,0.432,0.18662399999999998,1B,0.5802469135802469,32,1024,480000,480000,0.005,480000,0.0,0.0,0,0,480000,1000000,480000,94,0.23,0.0529,3,13.081541382884074,13.081541382884074,13.081541382884074
PHI,No,6.5,2012,0,1,0,187,34969,44,1936,0.235,0.055224999999999996,0,2,7,11,121,24,24,Philadelphia Phillies,Pennsylvania,1094000,5,25,56,162,51,2601,Domonic Brown,480000,7,223.0,14,0.712,0.506944,0.346,0.315,0.09922500000000001,0.316,0.099856,0.396,0.156816,LF,0.5,26,676,480000,480000,0.003,480000,0.0,0.0,2,4,480000,57650000,480000,81,2.019977324263039,4.0803083905368664,2,13.081541382884074,13.081541382884074,13.081541382884074
PHI,No,6.5,2011,0,1,0,187,34969,44,1936,0.235,0.055224999999999996,0,2,7,11,121,23,23,Philadelphia Phillies,Pennsylvania,614000,5,25,56,162,51,2601,Domonic Brown,414000,7,223.0,14,0.712,0.506944,0.346,0.315,0.09922500000000001,0.316,0.099856,0.396,0.156816,LF,0.5,26,676,414000,414000,0.002,414000,0.0,0.0,2,4,414000,57650000,414000,81,2.019977324263039,4.0803083905368664,2,12.933621252807452,12.933621252807452,12.933621252807452
MIN,No,6.1,2012,0,1,1,192,36864,44,1936,0.229,0.052441,0,1,4,9,81,24,23,Minnesota Twins,Minnesota,2394000,5,25,64,162,49,2401,Chris Parmelee,480000,6,220.0,14,0.665,0.44222500000000003,0.395,0.303,0.091809,0.291,0.08468099999999999,0.375,0.140625,1B,0.4074074074074074,19,361,480000,480000,0.004,480000,0.0,0.0,2,4,480000,32750000,480000,66,2.019977324263039,4.0803083905368664,3,13.081541382884074,13.081541382884074,13.081541382884074
MIN,No,6.1,2011,0,1,1,192,36864,44,1936,0.229,0.052441,0,1,4,9,81,23,22,Minnesota Twins,Minnesota,1914000,5,25,64,162,49,2401,Chris Parmelee,414000,6,220.0,14,0.665,0.44222500000000003,0.395,0.303,0.091809,0.291,0.08468099999999999,0.375,0.140625,1B,0.4074074074074074,19,361,414000,414000,0.004,414000,0.0,0.0,2,4,414000,32750000,414000,66,2.019977324263039,4.0803083905368664,3,12.933621252807452,12.933621252807452,12.933621252807452
NYM,Si,6.0,2012,2013,1,1,166,27556,43,1849,0.259,0.067081,0,2,7,11,121,29,28,New York Mets,New York,6290500,4,16,78,162,42,1764,Ronny Cedeno,1150000,5,195.0,8,0.741,0.549081,0.482,0.259,0.067081,0.332,0.11022400000000002,0.41,0.16809999999999997,SS,0.4567901234567901,22,484,1150000,1150000,0.011,1150000,0.0,0.0,1,1,1150000,20400000,1150000,74,0.37,0.1369,2,13.955272500339433,13.955272500339433,13.955272500339433
PIT,Si,6.0,2011,2013,1,1,166,27556,43,1849,0.259,0.067081,0,2,3,11,121,28,27,Pittsburgh Pirates,Pennsylvania,4940500,4,16,78,162,42,1764,Ronny Cedeno,1850000,9,195.0,14,0.741,0.549081,0.482,0.259,0.067081,0.332,0.11022400000000002,0.41,0.16809999999999997,SS,0.4876543209876543,22,484,1850000,1850000,0.038,1850000,0.0,0.0,1,1,2050000,14500000,2050000,79,0.37,0.1369,5,14.430696197054507,14.430696197054507,14.430696197054507
KC,No,5.8,2012,0,1,0,181,32761,43,1849,0.238,0.05664399999999999,0,2,2,7,49,24,24,Kansas City Royals,Missouri,787000,1,1,53,162,46,2116,Johnny Giavotella,0,2,185.0,7,0.574,0.32947599999999994,0.327,0.284,0.08065599999999999,0.27,0.0729,0.304,0.092416,2B,0.4444444444444444,15,225,483600,483600,0.007,483600,0.0,0.0,1,1,483600,5000000,483600,72,2.019977324263039,4.0803083905368664,1,13.089013397722775,13.089013397722775,13.089013397722775
PIT,No,6.1,2012,0,1,0,167,27889,43,1849,0.258,0.066564,0,2,3,3,9,23,23,Pittsburgh Pirates,Pennsylvania,268610,5,25,47,162,39,1521,Starling Marte,183610,9,195.0,14,0.737,0.543169,0.29,0.241,0.058080999999999994,0.3,0.09,0.437,0.190969,CF,0.4876543209876543,17,289,183610,480000,0.003,480000,0.0,0.0,6,36,480000,14500000,480000,79,0.96,0.9216,5,12.120569221916233,13.081541382884074,13.081541382884074
STL,No,5.9,2012,0,1,0,166,27556,42,1764,0.253,0.064009,0,2,5,8,64,27,27,St. Louis Cardinals,Missouri,1469000,3,9,102,162,29,841,Shane Robinson,480000,23,170.0,26,0.665,0.44222500000000003,0.63,0.179,0.032041,0.309,0.095481,0.355,0.126025,CF,0.5432098765432098,16,256,480000,480000,0.004,480000,5.89,34.692099999999996,0,0,480000,40850000,480000,88,0.64,0.4096,11,13.081541382884074,13.081541382884074,13.081541382884074
STL,No,5.9,2011,0,1,0,166,27556,42,1764,0.253,0.064009,0,2,5,8,64,26,26,St. Louis Cardinals,Missouri,989000,3,9,102,162,29,841,Shane Robinson,414000,23,170.0,26,0.665,0.44222500000000003,0.63,0.179,0.032041,0.309,0.095481,0.355,0.126025,CF,0.5432098765432098,16,256,414000,414000,0.004,414000,5.89,34.692099999999996,0,0,414000,40850000,414000,88,0.64,0.4096,11,12.933621252807452,12.933621252807452,12.933621252807452
OAK,No,6.0,2012,0,1,1,209,43681,42,1764,0.201,0.040401000000000006,0,5,3,8,64,23,22,Oakland Athletics,California,690000,7,49,60,162,55,3025,Derek Norris,480000,15,210.0,24,0.625,0.390625,0.37,0.34,0.11560000000000002,0.276,0.07617600000000001,0.349,0.12180099999999998,C,0.5802469135802469,34,1156,480000,480000,0.008,480000,0.0,0.0,1,1,480000,15414066,480000,94,0.98,0.9603999999999999,9,13.081541382884074,13.081541382884074,13.081541382884074
PIT,No,6.241500000000008,2012,0,1,1,164,26896,41,1681,0.25,0.0625,0,2,3,7,49,24,23,Pittsburgh Pirates,Pennsylvania,2113000,4,16,60,162,41,1681,Travis Snider,480000,9,235.0,14,0.697,0.48580899999999994,0.37,0.253,0.064009,0.319,0.101761,0.378,0.142884,RF,0.4876543209876543,17,289,480000,480000,0.008,480000,0.0,0.0,1,1,480000,14500000,480000,79,0.17,0.028900000000000006,5,13.081541382884074,13.081541382884074,13.081541382884074
WSH,No,6.2,2012,0,1,1,156,24336,41,1681,0.263,0.06916900000000001,0,1,6,9,81,25,24,Washington Nationals,Washington DC,480000,10,100,75,162,35,1225,Tyler Moore,480000,1,220.0,2,0.84,0.7055999999999999,0.463,0.216,0.046655999999999996,0.328,0.10758400000000001,0.513,0.263169,1B,0.6049382716049383,29,841,480000,480000,0.005,480000,0.0,0.0,0,0,480000,18650000,480000,98,2.019977324263039,4.0803083905368664,0,13.081541382884074,13.081541382884074,13.081541382884074
MIL,No,6.3,2012,2013,1,0,152,23104,39,1521,0.257,0.066049,0,1,3,12,144,28,28,Milwaukee Brewers,Wisconsin,3395000,4,16,94,162,27,729,Travis Ishikawa,525000,1,224.0,4,0.757,0.573049,0.58,0.167,0.027889000000000004,0.329,0.108241,0.428,0.18318399999999999,1B,0.5123456790123457,30,900,525000,525000,0.005,525000,0.0,0.0,1,1,525000,40250000,525000,83,2.019977324263039,4.0803083905368664,0,13.17115354157376,13.17115354157376,13.17115354157376
LAA,No,6.1,2012,0,1,1,168,28224,37,1369,0.22,0.0484,0,5,4,7,49,25,24,Los Angeles Angels,California,1639000,3,9,101,162,48,2304,Peter Bourjos,500000,1,175.0,10,0.606,0.367236,0.624,0.296,0.08761599999999999,0.291,0.08468099999999999,0.315,0.09922500000000001,RF,0.5493827160493827,19,361,500000,500000,0.003,500000,6.66,44.3556,0,0,500000,321150000,500000,89,1.1,1.2100000000000002,1,13.122363377404328,13.122363377404328,13.122363377404328
LAA,No,6.1,2011,2017,1,1,168,28224,37,1369,0.22,0.0484,0,5,4,7,49,24,23,Los Angeles Angels,California,1139000,3,9,101,162,48,2304,Peter Bourjos,414000,1,175.0,10,0.606,0.367236,0.624,0.296,0.08761599999999999,0.291,0.08468099999999999,0.315,0.09922500000000001,RF,0.5493827160493827,19,361,414000,414000,0.003,414000,6.66,44.3556,0,0,414000,321150000,414000,89,1.1,1.2100000000000002,1,12.933621252807452,12.933621252807452,12.933621252807452
TB,No,6.1,2012,0,1,0,167,27889,37,1369,0.222,0.049284,0,2,4,10,100,27,27,Tampa Bay Rays,Florida,1365500,2,4,69,162,51,2601,Jose Lobaton,481500,1,212.0,3,0.64,0.4096,0.426,0.315,0.09922500000000001,0.323,0.104329,0.317,0.10048900000000001,C,0.5555555555555556,20,400,481500,481500,0.007,481500,0.0,0.0,0,0,481500,15950000,481500,90,2.019977324263039,4.0803083905368664,0,13.084661510220318,13.084661510220318,13.084661510220318
TB,No,6.1,2011,0,1,0,167,27889,37,1369,0.222,0.049284,0,2,4,10,100,26,26,Tampa Bay Rays,Florida,884000,2,4,69,162,51,2601,Jose Lobaton,414000,1,212.0,3,0.64,0.4096,0.426,0.315,0.09922500000000001,0.323,0.104329,0.317,0.10048900000000001,C,0.5555555555555556,20,400,414000,414000,0.009,414000,0.0,0.0,0,0,414000,15950000,414000,90,2.019977324263039,4.0803083905368664,0,12.933621252807452,12.933621252807452,12.933621252807452
MIL,No,6.0,2011,0,1,1,171,29241,36,1296,0.211,0.044521,0,1,3,6,36,28,27,Milwaukee Brewers,Wisconsin,375000,9,81,85,162,50,2500,George Kottaras,0,1,202.0,4,0.766,0.586756,0.525,0.309,0.095481,0.351,0.12320099999999999,0.415,0.172225,C,0.5123456790123457,31,961,440000,440000,0.005,440000,0.0,0.0,1,1,440000,40250000,440000,83,2.019977324263039,4.0803083905368664,0,12.994530005894443,12.994530005894443,12.994530005894443
OAK,No,6.0,2012,0,1,1,171,29241,36,1296,0.211,0.044521,0,5,3,6,36,29,28,Oakland Athletics,California,1075000,9,81,85,162,50,2500,George Kottaras,256284,15,202.0,24,0.766,0.586756,0.525,0.309,0.095481,0.351,0.12320099999999999,0.415,0.172225,C,0.5802469135802469,31,961,256284,700000,0.004,700000,0.0,0.0,1,1,700000,15414066,700000,94,2.019977324263039,4.0803083905368664,9,12.454041483559983,13.458835614025542,13.458835614025542
COL,No,6.241500000000008,2011,0,1,1,179,32041,36,1296,0.201,0.040401000000000006,0,1,4,5,25,26,25,Colorado Rockies,Colorado,0,5,25,55,162,49,2401,Ian Stewart,0,1,215.16189000774594,3,0.627,0.393129,0.34,0.303,0.091809,0.292,0.08526399999999999,0.335,0.11222500000000002,2B,0.3950617283950617,17,289,2287500,2287500,0.028,2287500,0.0,0.0,2,4,2287500,39900000,2287500,64,2.019977324263039,4.0803083905368664,0,14.642970076131814,14.642970076131814,14.642970076131814
CHC,No,6.241500000000008,2012,2013,1,1,179,32041,36,1296,0.201,0.040401000000000006,0,2,3,5,25,27,26,Chicago Cubs,Illinois,0,5,25,55,162,49,2401,Ian Stewart,0,17,215.16189000774594,16,0.627,0.393129,0.34,0.303,0.091809,0.292,0.08526399999999999,0.335,0.11222500000000002,2B,0.3765432098765432,17,289,2237500,2237500,0.019,2237500,0.0,0.0,2,4,2237500,14150000,2237500,61,2.019977324263039,4.0803083905368664,2,14.620869729131147,14.620869729131147,14.620869729131147
LAA,No,6.0,2012,2013,1,1,171,29241,36,1296,0.211,0.044521,0,5,4,5,25,29,28,Los Angeles Angels,California,0,3,9,75,162,58,3364,Bobby Wilson,0,1,230.0,10,0.569,0.32376099999999997,0.463,0.358,0.128164,0.277,0.07672900000000002,0.292,0.08526399999999999,C,0.5493827160493827,13,169,487500,487500,0.003,487500,0.0,0.0,0,0,487500,321150000,487500,89,0.84,0.7055999999999999,1,13.09704556942004,13.09704556942004,13.09704556942004
LAA,No,6.0,2011,2016,1,1,171,29241,36,1296,0.211,0.044521,0,5,4,5,25,28,27,Los Angeles Angels,California,0,3,9,75,162,58,3364,Bobby Wilson,0,1,230.0,10,0.569,0.32376099999999997,0.463,0.358,0.128164,0.277,0.07672900000000002,0.292,0.08526399999999999,C,0.5493827160493827,13,169,416000,416000,0.003,416000,0.0,0.0,0,0,416000,321150000,416000,89,0.84,0.7055999999999999,1,12.9384405392434,12.9384405392434,12.9384405392434
DET,No,6.0,2012,0,2,2,205,42025,35,1225,0.171,0.029241000000000003,0,1,3,14,196,31,29,Detroit Tigers,Michigan,4924000,1,1,66,162,56,3136,Ryan Raburn,2100000,11,185.0,14,0.48,0.2304,0.407,0.346,0.11971599999999999,0.226,0.051076,0.254,0.064516,LF,0.5432098765432098,12,144,2100000,2100000,0.015,2100000,0.0,0.0,0,0,1700000,221000000,3400000,88,2.019977324263039,4.0803083905368664,4,14.557447902693651,14.557447902693651,14.557447902693651
DET,No,6.0,2011,0,2,1,205,42025,35,1225,0.171,0.029241000000000003,0,1,3,14,196,30,29,Detroit Tigers,Michigan,2824000,1,1,66,162,56,3136,Ryan Raburn,1300000,11,185.0,14,0.48,0.2304,0.407,0.346,0.11971599999999999,0.226,0.051076,0.254,0.064516,LF,0.5432098765432098,12,144,1300000,1300000,0.012,1300000,0.0,0.0,0,0,1700000,221000000,3400000,88,2.019977324263039,4.0803083905368664,4,14.077874822431765,14.077874822431765,14.077874822431765
STL,No,6.241500000000008,2011,2012,1,0,160,25600,35,1225,0.219,0.047961,0,2,5,7,49,33,33,St. Louis Cardinals,Missouri,15072500,1,1,87,162,36,1296,Nick Punto,750000,23,215.16189000774594,26,0.602,0.36240399999999995,0.537,0.222,0.049284,0.321,0.10304100000000001,0.281,0.07896100000000002,SS,0.5432098765432098,10,100,750000,750000,0.006,750000,0.0,0.0,0,0,750000,40850000,750000,88,0.42,0.17639999999999997,11,13.527828485512494,13.527828485512494,13.527828485512494
BOS,No,6.241500000000008,2012,2014,2,0,160,25600,35,1225,0.219,0.047961,0,1,3,7,49,34,34,Boston Red Sox,Massachusetts,16572500,1,1,87,162,36,1296,Nick Punto,1500000,12,215.16189000774594,20,0.602,0.36240399999999995,0.537,0.222,0.049284,0.321,0.10304100000000001,0.281,0.07896100000000002,SS,0.4259259259259259,10,100,1500000,1500000,0.009,1500000,0.0,0.0,0,0,1500000,6000000,3000000,69,0.42,0.17639999999999997,7,14.22097566607244,14.22097566607244,14.22097566607244
PHI,No,6.241500000000008,2012,0,1,1,141,19881,35,1225,0.248,0.061503999999999996,0,2,7,9,81,32,31,Philadelphia Phillies,Pennsylvania,894000,9,81,50,162,38,1444,Erik Kratz,480000,7,250.0,14,0.809,0.6544810000000001,0.309,0.235,0.055224999999999996,0.306,0.093636,0.504,0.254016,C,0.5,26,676,480000,480000,0.003,480000,0.0,0.0,0,0,480000,57650000,480000,81,1.44,2.0736,2,13.081541382884074,13.081541382884074,13.081541382884074
PHI,No,6.241500000000008,2011,0,1,1,141,19881,35,1225,0.248,0.061503999999999996,0,2,7,9,81,31,30,Philadelphia Phillies,Pennsylvania,414000,9,81,50,162,38,1444,Erik Kratz,414000,7,250.0,14,0.809,0.6544810000000001,0.309,0.235,0.055224999999999996,0.306,0.093636,0.504,0.254016,C,0.5,26,676,414000,414000,0.002,414000,0.0,0.0,0,0,414000,57650000,414000,81,1.44,2.0736,2,12.933621252807452,12.933621252807452,12.933621252807452
CIN,No,6.1,2012,0,1,1,165,27225,35,1225,0.212,0.044944,0,2,4,8,64,24,23,Cincinnati Reds,Ohio,2294000,5,25,54,162,48,2304,Devin Mesoraco,480000,10,229.0,14,0.64,0.4096,0.333,0.296,0.08761599999999999,0.288,0.08294399999999999,0.352,0.12390399999999999,C,0.5987654320987654,14,196,480000,480000,0.005,480000,0.0,0.0,0,0,480000,5100000,480000,97,2.019977324263039,4.0803083905368664,5,13.081541382884074,13.081541382884074,13.081541382884074
CIN,No,6.1,2011,0,1,1,165,27225,35,1225,0.212,0.044944,0,2,4,8,64,23,22,Cincinnati Reds,Ohio,1814000,5,25,54,162,48,2304,Devin Mesoraco,414000,10,229.0,14,0.64,0.4096,0.333,0.296,0.08761599999999999,0.288,0.08294399999999999,0.352,0.12390399999999999,C,0.5987654320987654,14,196,414000,414000,0.005,414000,0.0,0.0,0,0,414000,5100000,414000,97,2.019977324263039,4.0803083905368664,5,12.933621252807452,12.933621252807452,12.933621252807452
NYY,No,6.4,2012,0,1,1,141,19881,34,1156,0.241,0.058080999999999994,0,2,9,8,64,30,29,New York Yankees,New York,1277500,1,1,55,162,46,2116,Chris Stewart,482500,40,215.0,50,0.611,0.37332099999999996,0.34,0.284,0.08065599999999999,0.292,0.08526399999999999,0.319,0.101761,C,0.5864197530864198,13,169,482500,482500,0.002,482500,0.0,0.0,0,0,482500,9100000,482500,95,0.88,0.7744,27,13.086736199761178,13.086736199761178,13.086736199761178
SF,No,6.4,2011,0,1,1,141,19881,34,1156,0.241,0.058080999999999994,0,5,3,8,64,29,28,San Francisco Giants,California,795000,1,1,55,162,46,2116,Chris Stewart,414000,23,215.0,23,0.611,0.37332099999999996,0.34,0.284,0.08065599999999999,0.292,0.08526399999999999,0.319,0.101761,C,0.5802469135802469,13,169,414000,414000,0.003,414000,0.0,0.0,0,0,414000,4800000,414000,94,0.88,0.7744,7,12.933621252807452,12.933621252807452,12.933621252807452
BOS,No,6.2,2012,2018,7,1,117,13689,33,1089,0.282,0.07952399999999998,857142,1,3,10,100,30,29,Boston Red Sox,Massachusetts,72397419,3,9,31,162,30,900,Carl Crawford,19500000,12,225.0,20,0.785,0.616225,0.191,0.185,0.034225,0.307,0.094249,0.479,0.22944099999999998,LF,0.4259259259259259,19,361,20357142,19500000,0.116,20357142,0.0,0.0,2,4,20285714,6000000,142000000,69,0.61,0.3721,7,16.8289423665124,16.785925023533974,16.8289423665124
BOS,No,6.2,2011,2018,7,0,117,13689,33,1089,0.282,0.07952399999999998,857142,1,3,10,100,29,29,Boston Red Sox,Massachusetts,52897419,3,9,31,162,30,900,Carl Crawford,20000000,12,225.0,20,0.785,0.616225,0.191,0.185,0.034225,0.307,0.094249,0.479,0.22944099999999998,LF,0.4259259259259259,19,361,14857142,14000000,0.086,14857142,0.0,0.0,2,4,20285714,6000000,142000000,69,0.61,0.3721,7,16.513991250358025,16.454567887579532,16.513991250358025
BAL,No,6.3,2012,0,1,0,153,23409,33,1089,0.216,0.046655999999999996,0,1,5,2,4,25,25,Baltimore Orioles,Maryland,480000,6,36,77,162,42,1764,Ryan Flaherty,480000,7,220.0,12,0.617,0.380689,0.475,0.259,0.067081,0.258,0.066564,0.359,0.128881,3B,0.5740740740740741,19,361,480000,480000,0.006,480000,0.0,0.0,1,1,480000,6675000,480000,93,2.019977324263039,4.0803083905368664,3,13.081541382884074,13.081541382884074,13.081541382884074
COL,No,6.3,2012,0,1,1,113,12769,32,1024,0.283,0.08008899999999998,0,1,4,8,64,26,25,Colorado Rockies,Colorado,1457000,2,4,42,162,24,576,Charlie Blackmon,480000,1,221.0,3,0.732,0.535824,0.259,0.148,0.021903999999999996,0.325,0.10562500000000001,0.407,0.165649,CF,0.3950617283950617,9,81,480000,480000,0.006,480000,0.0,0.0,0,0,480000,39900000,480000,64,0.23,0.0529,0,13.081541382884074,13.081541382884074,13.081541382884074
COL,No,6.3,2011,0,1,0,113,12769,32,1024,0.283,0.08008899999999998,0,1,4,8,64,24,24,Colorado Rockies,Colorado,977000,2,4,42,162,24,576,Charlie Blackmon,414000,1,221.0,3,0.732,0.535824,0.259,0.148,0.021903999999999996,0.325,0.10562500000000001,0.407,0.165649,CF,0.3950617283950617,9,81,414000,414000,0.005,414000,0.0,0.0,0,0,414000,39900000,414000,64,0.23,0.0529,0,12.933621252807452,12.933621252807452,12.933621252807452
CIN,No,6.2,2012,0,1,0,167,27889,31,961,0.186,0.034596,0,2,4,6,36,29,29,Cincinnati Reds,Ohio,2310000,0,0,55,162,49,2401,Paul Janish,850000,10,200.0,14,0.502,0.252004,0.34,0.303,0.091809,0.269,0.07236100000000001,0.234,0.054756000000000006,SS,0.5987654320987654,9,81,850000,850000,0.01,850000,0.0,0.0,1,1,850000,5100000,850000,97,2.019977324263039,4.0803083905368664,5,13.652991628466498,13.652991628466498,13.652991628466498
CIN,No,6.2,2011,0,1,0,167,27889,31,961,0.186,0.034596,0,2,4,6,36,28,28,Cincinnati Reds,Ohio,1460000,0,0,55,162,49,2401,Paul Janish,437500,10,200.0,14,0.502,0.252004,0.34,0.303,0.091809,0.269,0.07236100000000001,0.234,0.054756000000000006,SS,0.5987654320987654,9,81,437500,437500,0.005,437500,0.0,0.0,1,1,437500,5100000,437500,97,2.019977324263039,4.0803083905368664,5,12.988831984779805,12.988831984779805,12.988831984779805
